Date	 NEE	 CH4_s1	 CH4_s2	 H 	 LE	 Tair	 Tsoil 5cm	 Tsoil 10cm	 Tsoil 20cm	 Tsoil 30cm	 Tsoil 40cm	  Tsoil 50cm	  Tsoil 100cm	  Tsoil 200cm	  Water Table	  RH	  Prec	 
-	 [g m-2 d-1]	 [g m-2 d-1]	 [g m-2 d-1]	 [Wm-2]	 [Wm-2]	 [C]	 [C]	 [C]	 [C]	 [C]	 [C]	  [C]	  [C]	  [C]	  [m]	  [%]	  [inches d-1]	
42850	 0.260	 0.0770	 0.0462	 17.6	 31.1	 2.0	 5.8	 6.3	 19.5	 5.1	 4.8	 5.0	 4.4	 5.613	 24.3	 88.2	 0.000	
42851	 0.305	 0.0424	 0.0420	 12.6	 34.2	 -3.1	 5.6	 5.9	 19.2	 5.1	 4.8	 5.0	 4.4	 5.588	 24.6	 91.9	 0.004	
42852	 0.485	 0.0410	 0.0411	 21.7	 25.1	 -3.9	 5.1	 5.2	 18.6	 5.1	 4.9	 5.0	 4.4	 5.587	 24.6	 95.9	 0.000	
42853	 0.208	 0.0369	 0.0049	 34.7	 66.8	 2.0	 4.6	 4.6	 17.6	 5.0	 4.8	 5.0	 4.5	 5.572	 24.9	 78.5	 0.000	
42854	 0.058	 0.0462	 0.0292	 35.2	 87.3	 5.3	 4.4	 4.6	 16.9	 4.8	 4.7	 5.0	 4.5	 5.564	 24.9	 59.9	 0.000	
42855	 -0.044	 0.0405	 0.0427	 26.7	 75.9	 6.9	 4.6	 5.1	 17.3	 4.7	 4.7	 4.9	 4.6	 5.557	 24.3	 54.0	 0.000	
42856	 0.443	 0.0378	 0.0409	 -4.4	 38.4	 3.3	 5.1	 5.7	 18.1	 4.7	 4.6	 4.9	 4.6	 5.554	 24.9	 62.8	 0.006	
42857	 0.120	 0.0406	 0.0469	 18.6	 92.5	 8.7	 5.2	 5.6	 18.1	 4.8	 4.6	 4.9	 4.6	 5.537	 25.5	 54.1	 0.000	
42858	 0.071	 0.0374	 0.0469	 11.5	 77.9	 9.1	 5.4	 6.0	 18.1	 4.8	 4.7	 4.9	 4.7	 5.528	 24.9	 72.3	 0.000	
42859	 0.000	 0.0393	 0.0553	 12.8	 82.1	 10.4	 5.9	 6.5	 18.6	 4.9	 4.8	 5.0	 4.7	 5.525	 24.6	 64.3	 0.000	
42860	 0.034	 0.0496	 0.0542	 1.3	 106.5	 12.7	 6.4	 7.2	 19.5	 5.1	 4.8	 5.0	 4.7	 5.523	 24.0	 58.8	 0.000	
42861	 0.022	 0.0425	 0.0516	 31.1	 101.9	 9.9	 6.9	 7.7	 20.0	 5.3	 5.0	 5.1	 4.8	 5.521	 23.7	 63.5	 0.000	
42862	 -0.040	 0.0421	 0.0527	 31.9	 100.4	 9.7	 7.2	 8.2	 20.7	 5.5	 5.2	 5.3	 4.8	 5.520	 22.8	 47.9	 0.000	
42863	 -0.028	 0.0430	 0.0543	 22.5	 90.3	 11.2	 7.5	 8.6	 21.4	 5.7	 5.3	 5.4	 4.8	 5.513	 22.2	 41.8	 0.000	
42864	 -0.046	 0.0445	 0.0558	 23.2	 101.3	 12.1	 7.9	 9.0	 22.0	 5.9	 5.5	 5.6	 4.8	 5.513	 21.3	 54.4	 0.000	
42865	 -0.147	 0.0444	 0.0580	 23.4	 91.4	 11.3	 8.3	 9.5	 22.5	 6.2	 5.7	 5.7	 4.9	 5.507	 20.7	 59.6	 0.000	
42866	 -0.054	 0.0457	 0.0582	 28.3	 113.1	 8.1	 8.5	 9.6	 22.6	 6.4	 5.9	 5.9	 4.9	 5.509	 20.1	 62.1	 0.000	
42867	 -0.459	 0.0448	 0.0580	 25.8	 101.9	 11.6	 8.5	 9.6	 23.0	 6.6	 6.1	 6.1	 4.9	 5.513	 19.5	 58.9	 0.000	
42868	 -0.197	 0.0465	 0.0590	 23.8	 84.4	 11.9	 8.7	 9.9	 23.2	 6.8	 6.3	 6.3	 5.0	 5.510	 18.9	 50.4	 0.000	
42869	 -0.237	 0.0476	 0.0602	 24.1	 82.7	 13.0	 8.9	 10.1	 23.4	 6.9	 6.4	 6.4	 5.0	 5.509	 18.3	 48.6	 0.000	
42870	 -0.427	 0.0477	 0.0610	 26.9	 85.0	 15.1	 9.2	 10.3	 23.6	 7.1	 6.6	 6.5	 5.1	 5.508	 17.7	 52.0	 0.000	
42871	 0.444	 0.0511	 0.0641	 0.9	 58.4	 12.7	 9.5	 10.7	 24.2	 7.3	 6.8	 6.7	 5.1	 5.504	 18.6	 66.9	 0.005	
42872	 0.525	 0.0523	 0.0648	 -0.3	 31.9	 11.6	 9.7	 10.8	 24.3	 7.5	 6.9	 6.8	 5.2	 5.505	 18.9	 66.3	 0.001	
42873	 0.039	 0.0524	 0.0654	 33.9	 82.1	 8.9	 9.7	 10.7	 24.1	 7.6	 7.1	 7.0	 5.2	 5.503	 18.6	 69.4	 0.000	
42874	 -0.236	 0.0535	 0.0553	 33.4	 94.1	 8.3	 9.5	 10.5	 23.8	 7.8	 7.2	 7.1	 5.3	 5.510	 17.7	 52.4	 0.000	
42875	 0.014	 0.0644	 0.0603	 -2.5	 33.8	 6.0	 9.4	 10.3	 23.7	 7.9	 7.3	 7.2	 5.4	 5.509	 18.6	 61.9	 0.006	
42876	 0.382	 0.0542	 0.0606	 3.5	 44.4	 6.0	 9.1	 9.8	 23.5	 7.9	 7.4	 7.3	 5.4	 5.509	 18.9	 67.4	 0.001	
42877	 0.038	 0.0602	 0.0586	 18.5	 48.5	 8.2	 8.9	 9.4	 22.9	 7.9	 7.4	 7.4	 5.5	 5.515	 18.9	 85.1	 0.001	
42878	 -0.181	 0.0515	 0.0567	 19.1	 44.3	 9.2	 8.9	 9.5	 22.5	 7.9	 7.4	 7.4	 5.6	 5.519	 18.9	 84.6	 0.000	
42879	 -0.483	 0.0546	 0.0606	 23.8	 69.6	 10.3	 9.0	 9.5	 22.6	 7.8	 7.4	 7.4	 5.6	 5.522	 18.6	 64.4	 0.000	
42880	 -0.572	 0.0508	 0.0626	 21.3	 71.3	 12.7	 9.0	 9.7	 22.8	 7.9	 7.5	 7.5	 5.7	 5.521	 18.0	 68.5	 0.000	
42881	 -0.494	 0.0594	 0.0664	 17.8	 98.2	 16.5	 9.3	 10.1	 22.9	 7.9	 7.5	 7.5	 5.7	 5.523	 18.0	 68.8	 0.002	
42882	 -0.338	 0.0517	 0.0671	 15.8	 94.9	 15.4	 9.7	 10.7	 23.3	 8.0	 7.5	 7.5	 5.8	 5.533	 17.1	 59.8	 0.000	
42883	 -0.143	 0.0610	 0.0719	 16.3	 46.1	 12.7	 10.2	 11.2	 24.0	 8.2	 7.7	 7.6	 5.8	 5.536	 18.3	 75.5	 0.007	
42884	 -0.037	 0.0578	 0.0716	 11.7	 43.0	 10.8	 10.4	 11.3	 24.2	 8.3	 7.8	 7.7	 5.9	 5.543	 18.0	 74.2	 0.000	
42885	 0.183	 0.0737	 0.0707	 4.5	 28.8	 8.4	 10.4	 11.2	 24.2	 8.5	 8.0	 7.9	 6.0	 5.552	 17.7	 78.1	 0.000	
42886	 -0.874	 0.0850	 0.0802	 41.0	 134.3	 12.8	 10.2	 10.9	 23.9	 8.6	 8.0	 8.0	 6.0	 5.565	 17.4	 58.4	 0.000	
42887	 -0.323	 0.0621	 0.0811	 27.6	 118.4	 15.0	 10.2	 11.0	 23.7	 8.6	 8.1	 8.1	 6.0	 5.572	 16.2	 59.5	 0.000	
42888	 -0.286	 0.0564	 0.0768	 22.0	 128.3	 19.0	 10.4	 11.5	 24.0	 8.7	 8.2	 8.1	 6.1	 5.574	 15.3	 52.4	 0.000	
42889	 -0.172	 0.0551	 0.0807	 15.7	 109.5	 21.1	 11.0	 12.2	 24.8	 8.8	 8.3	 8.2	 6.1	 5.593	 15.0	 63.4	 0.002	
42890	 -0.332	 0.0601	 0.0879	 25.0	 98.4	 18.9	 11.6	 12.9	 25.5	 9.0	 8.4	 8.3	 6.2	 5.605	 14.1	 61.7	 0.000	
42891	 -0.546	 0.0628	 0.0867	 31.7	 115.6	 18.4	 12.0	 13.1	 25.7	 9.2	 8.6	 8.4	 6.3	 5.613	 13.8	 60.7	 0.000	
42892	 -0.162	 0.0659	 0.0919	 29.8	 118.9	 17.2	 12.3	 13.5	 25.9	 9.5	 8.8	 8.6	 6.3	 5.622	 13.2	 57.2	 0.000	
42893	 -0.361	 0.0682	 0.0873	 19.9	 79.7	 17.6	 12.5	 13.8	 26.4	 9.7	 9.0	 8.7	 6.4	 5.629	 12.9	 68.5	 0.003	
42894	 -0.621	 0.0936	 0.1056	 33.0	 116.8	 18.6	 12.8	 14.1	 26.8	 9.9	 9.2	 8.9	 6.4	 5.648	 12.9	 67.6	 0.000	
42895	 -0.527	 0.0724	 0.0917	 27.7	 120.5	 18.9	 13.0	 14.3	 27.0	 10.1	 9.4	 9.1	 6.5	 5.656	 12.0	 64.3	 0.000	
42896	 0.003	 0.0738	 0.0945	 23.9	 98.5	 21.8	 13.2	 14.6	 27.3	 10.3	 9.5	 9.3	 6.5	 5.668	 11.7	 55.4	 0.001	
42897	 0.010	 0.0769	 0.0959	 20.1	 78.5	 17.0	 13.5	 14.8	 27.3	 10.6	 9.8	 9.4	 6.6	 5.677	 12.3	 73.0	 0.005	
42898	 -0.529	 0.0782	 0.0979	 33.7	 113.3	 18.5	 13.6	 14.9	 27.2	 10.7	 9.9	 9.6	 6.7	 5.693	 11.4	 67.7	 0.000	
42899	 0.390	 0.0774	 0.0904	 6.1	 36.8	 15.7	 13.7	 15.0	 27.2	 11.1	 10.2	 9.8	 6.7	 5.711	 8.1	 82.1	 0.022	
42900	 -0.534	 0.0781	 0.0987	 29.8	 95.6	 19.5	 13.9	 14.9	 27.1	 11.3	 10.5	 10.0	 6.8	 5.719	 16.2	 68.0	 0.007	
42901	 -0.817	 0.0814	 0.0997	 22.6	 84.7	 17.3	 14.0	 15.0	 26.9	 11.2	 10.5	 10.1	 6.9	 5.733	 15.3	 73.8	 0.000	
42902	 -0.846	 0.0904	 0.0974	 27.4	 116.2	 18.2	 14.1	 15.0	 26.9	 11.4	 10.6	 10.2	 7.0	 5.746	 14.4	 68.7	 0.001	
42903	 -0.666	 0.0833	 0.0981	 22.0	 67.2	 16.8	 14.3	 15.2	 26.9	 11.5	 10.7	 10.3	 7.1	 5.767	 14.1	 84.4	 0.003	
42904	 -0.881	 0.0910	 0.1047	 19.4	 60.3	 14.6	 14.4	 15.4	 26.9	 11.6	 10.9	 10.5	 7.2	 5.777	 14.1	 84.4	 0.001	
42905	 -1.156	 0.0968	 0.0965	 23.0	 67.6	 14.3	 14.4	 15.3	 26.8	 11.7	 11.0	 10.6	 7.2	 5.786	 14.1	 80.3	 0.000	
42906	 -1.264	 0.0872	 0.1058	 29.6	 81.8	 14.4	 14.3	 15.1	 26.5	 11.8	 11.1	 10.7	 7.3	 5.813	 13.8	 73.3	 0.000	
42907	 -0.738	 0.0814	 0.0982	 22.3	 90.1	 15.0	 14.1	 14.9	 26.3	 11.9	 11.2	 10.8	 7.4	 5.827	 15.0	 73.0	 0.009	
42908	 -0.987	 0.0883	 0.1001	 22.4	 114.2	 17.9	 14.1	 14.9	 26.2	 12.0	 11.3	 10.9	 7.5	 5.839	 15.0	 58.8	 0.000	
42909	 -1.033	 0.0867	 0.1050	 32.6	 94.3	 15.3	 14.2	 15.0	 26.2	 11.9	 11.2	 10.9	 7.6	 5.866	 13.8	 73.2	 0.001	
42910	 -0.488	 0.0890	 0.1034	 21.6	 58.9	 13.3	 14.2	 15.0	 26.0	 12.0	 11.3	 11.0	 7.7	 5.883	 13.2	 76.9	 0.001	
42911	 -0.652	 0.0871	 0.1057	 32.2	 86.8	 11.4	 14.1	 14.9	 25.8	 12.2	 11.4	 11.0	 7.7	 5.890	 15.0	 81.7	 0.010	
42912	 -1.210	 0.0940	 0.1065	 32.6	 103.1	 13.1	 13.9	 14.7	 25.5	 12.1	 11.4	 11.1	 7.8	 5.924	 15.0	 67.7	 0.000	
42913	 -0.860	 0.0806	 0.1015	 35.8	 130.4	 15.6	 13.8	 14.5	 25.4	 12.0	 11.4	 11.2	 7.9	 5.938	 14.4	 63.8	 0.000	
42914	 -0.071	 0.0783	 0.0929	 3.2	 58.9	 14.9	 13.8	 14.5	 25.6	 12.1	 11.4	 11.2	 8.0	 5.960	 14.1	 88.9	 0.003	
42915	 -0.608	 0.0897	 0.1000	 24.1	 57.3	 17.4	 13.9	 14.5	 25.4	 12.1	 11.4	 11.2	 8.0	 5.981	 14.4	 78.5	 0.000	
42916	 -1.019	 0.0989	 0.0848	 33.9	 94.7	 17.5	 14.1	 14.7	 25.3	 12.1	 11.5	 11.2	 8.1	 5.999	 13.8	 82.6	 0.000	
42917	 -0.791	 0.0922	 0.0874	 17.6	 56.7	 15.3	 14.3	 15.1	 25.3	 12.1	 11.5	 11.3	 8.2	 6.028	 13.2	 81.8	 0.001	
42918	 -1.416	 0.0958	 0.1070	 44.8	 116.1	 16.1	 14.3	 15.0	 25.2	 12.2	 11.6	 11.3	 8.2	 6.046	 13.2	 70.3	 0.000	
42919	 -0.938	 0.0947	 0.0994	 36.4	 111.3	 17.9	 14.3	 15.1	 25.1	 12.3	 11.6	 11.4	 8.3	 6.074	 12.6	 68.1	 0.000	
42920	 -0.606	 0.0862	 0.1051	 33.1	 119.5	 21.8	 14.5	 15.4	 25.1	 12.3	 11.7	 11.4	 8.3	 6.087	 12.0	 75.4	 0.000	
42921	 0.207	 0.1134	 0.1200	 30.5	 124.5	 24.6	 14.9	 16.0	 25.3	 12.4	 11.7	 11.5	 8.4	 6.118	 11.1	 77.2	 0.000	
42922	 -0.521	 0.1173	 0.1045	 18.9	 139.0	 22.9	 15.5	 16.7	 25.7	 12.7	 11.9	 11.6	 8.4	 6.131	 12.0	 64.7	 0.008	
42923	 -1.027	 0.1018	 0.1155	 25.8	 84.9	 18.0	 15.7	 17.0	 25.8	 12.8	 12.0	 11.7	 8.5	 6.169	 10.8	 76.8	 0.000	
42924	 -0.862	 0.1270	 0.0963	 33.8	 129.4	 18.7	 15.7	 16.9	 25.7	 12.9	 12.2	 11.8	 8.5	 6.185	 9.9	 60.6	 0.000	
42925	 -0.654	 0.1177	 0.1144	 19.3	 84.3	 18.3	 15.6	 16.8	 25.6	 13.1	 12.3	 12.0	 8.6	 6.211	 9.0	 75.1	 0.000	
42926	 -0.980	 0.1360	 0.1342	 31.3	 127.8	 19.3	 15.7	 16.8	 25.4	 13.2	 12.4	 12.1	 8.6	 6.238	 8.4	 56.4	 0.000	
42927	 -0.376	 0.1140	 0.1003	 4.8	 58.5	 17.6	 15.7	 16.8	 25.3	 13.3	 12.5	 12.2	 8.7	 6.257	 7.5	 71.6	 0.002	
42928	 0.276	 0.0894	 0.0937	 -2.0	 28.3	 15.1	 15.6	 16.6	 25.1	 13.4	 12.6	 12.2	 8.8	 6.288	 8.1	 84.4	 0.001	
42929	 -0.734	 0.0806	 0.1002	 8.5	 37.0	 13.1	 15.5	 16.2	 24.6	 13.4	 12.7	 12.3	 8.8	 6.306	 8.1	 77.5	 0.000	
42930	 -1.035	 0.0968	 0.1056	 40.5	 118.6	 17.2	 15.3	 15.9	 24.2	 13.4	 12.7	 12.4	 8.9	 6.337	 7.8	 72.5	 0.000	
42931	 -1.116	 0.1186	 0.1240	 30.3	 99.7	 20.5	 15.3	 16.0	 23.9	 13.4	 12.7	 12.4	 9.0	 6.352	 6.6	 81.0	 0.000	
42932	 -1.156	 0.0992	 0.1082	 32.1	 95.2	 17.6	 15.4	 16.2	 23.8	 13.4	 12.7	 12.4	 9.0	 6.381	 6.0	 67.4	 0.000	
42933	 -0.327	 0.0980	 0.1075	 18.9	 81.6	 19.8	 15.5	 16.4	 23.8	 13.5	 12.8	 12.4	 9.1	 6.408	 6.9	 84.3	 0.006	
42934	 -0.967	 0.1053	 0.1257	 21.6	 110.0	 20.4	 15.8	 16.7	 23.8	 13.5	 12.8	 12.5	 9.2	 6.435	 7.8	 67.8	 0.004	
42935	 -0.852	 0.1047	 0.1111	 18.2	 73.4	 18.5	 15.9	 16.8	 23.8	 13.6	 12.9	 12.5	 9.2	 6.459	 6.3	 75.7	 0.000	
42936	 -0.840	 0.1149	 0.1172	 31.2	 113.2	 21.8	 15.9	 16.8	 23.8	 13.6	 12.9	 12.6	 9.3	 6.489	 5.7	 69.5	 0.000	
42937	 -0.217	 0.1155	 0.1156	 20.1	 83.3	 19.7	 16.1	 17.0	 23.7	 13.8	 13.1	 12.7	 9.3	 6.512	 9.0	 66.3	 0.015	
42938	 -0.030	 0.1138	 0.0950	 21.1	 104.4	 20.8	 16.4	 17.3	 23.8	 13.9	 13.2	 12.8	 9.4	 6.540	 8.7	 76.1	 0.000	
42939	 -0.848	 0.0936	 0.0882	 19.9	 54.4	 17.1	 16.6	 17.4	 23.8	 14.0	 13.2	 12.8	 9.4	 6.561	 7.8	 83.2	 0.000	
42940	 -1.007	 0.1051	 0.1056	 30.0	 117.3	 17.6	 16.5	 17.3	 23.7	 14.1	 13.3	 12.9	 9.5	 6.596	 7.2	 77.5	 0.000	
42941	 0.244	 0.1079	 0.1084	 2.7	 35.1	 18.9	 16.5	 17.2	 23.5	 14.2	 13.4	 13.0	 9.6	 6.614	 6.0	 89.6	 0.000	
42942	 -0.434	 0.1126	 0.1337	 30.5	 104.7	 20.9	 16.4	 17.0	 23.4	 14.2	 13.5	 13.1	 9.6	 6.645	 5.4	 78.3	 0.000	
42943	 -0.800	 0.1114	 0.1239	 28.2	 111.0	 20.7	 16.5	 17.1	 23.3	 14.2	 13.5	 13.1	 9.7	 6.671	 4.5	 73.2	 0.000	
42944	 -0.520	 0.1136	 0.1278	 30.0	 127.6	 20.3	 16.5	 17.2	 23.2	 14.3	 13.6	 13.2	 9.7	 6.696	 3.9	 75.5	 0.000	
42945	 -0.190	 0.1109	 0.1178	 21.8	 96.1	 21.5	 16.5	 17.3	 23.1	 14.3	 13.6	 13.2	 9.8	 6.721	 3.0	 75.4	 0.000	
42946	 -0.052	 0.1248	 0.1099	 23.4	 139.3	 22.0	 16.7	 17.5	 23.0	 14.4	 13.7	 13.3	 9.8	 6.749	 2.1	 69.2	 0.000	
42947	 -0.102	 0.1235	 0.1018	 19.1	 108.6	 22.2	 16.8	 17.6	 23.0	 14.4	 13.7	 13.3	 9.9	 6.773	 1.2	 72.1	 0.000	
42948	 -0.022	 0.1425	 0.1377	 21.5	 88.2	 21.6	 16.9	 17.8	 22.9	 14.5	 13.8	 13.4	 9.9	 6.796	 0.6	 77.5	 0.000	
42949	 -0.949	 0.1266	 0.1404	 30.3	 115.6	 17.0	 16.9	 17.8	 22.8	 14.6	 13.9	 13.5	 10.0	 6.822	 -0.3	 74.6	 0.000	
42950	 -0.215	 0.1134	 0.1086	 2.5	 48.6	 12.8	 16.7	 17.5	 22.6	 14.7	 14.0	 13.6	 10.0	 6.859	 0.9	 73.5	 0.007	
42951	 -0.886	 0.1099	 0.1085	 23.6	 98.4	 14.4	 16.5	 17.0	 22.3	 14.7	 14.1	 13.6	 10.1	 6.877	 1.5	 66.1	 0.004	
42952	 -0.884	 0.0912	 0.1040	 30.4	 112.9	 14.4	 16.3	 16.7	 22.0	 14.7	 14.0	 13.7	 10.2	 6.908	 1.5	 83.5	 0.000	
42953	 -0.809	 0.0860	 0.1144	 27.9	 112.7	 15.3	 16.1	 16.6	 21.8	 14.6	 14.0	 13.6	 10.2	 6.940	 0.6	 77.3	 0.000	
42954	 -0.880	 0.1035	 0.1178	 30.0	 118.7	 15.7	 15.9	 16.4	 21.6	 14.5	 13.9	 13.6	 10.2	 6.963	 -0.6	 75.6	 0.000	
42955	 -0.704	 0.1023	 0.1134	 17.9	 101.0	 17.3	 15.8	 16.4	 21.5	 14.5	 13.9	 13.6	 10.3	 6.989	 -1.2	 79.0	 0.000	
42956	 -0.601	 0.0985	 0.1034	 15.5	 61.8	 16.6	 15.9	 16.4	 21.4	 14.4	 13.9	 13.6	 10.3	 7.016	 -0.9	 79.8	 0.003	
42957	 -0.643	 0.0793	 0.1098	 26.3	 80.5	 17.3	 15.9	 16.4	 21.3	 14.4	 13.9	 13.6	 10.4	 7.051	 -0.9	 77.8	 0.001	
42958	 -0.675	 0.0967	 0.1114	 24.5	 120.9	 15.5	 15.9	 16.3	 21.3	 14.4	 13.8	 13.6	 10.4	 7.068	 -1.5	 74.5	 0.000	
42959	 -0.678	 0.1042	 0.1174	 30.3	 117.9	 16.0	 15.7	 16.2	 21.2	 14.4	 13.8	 13.6	 10.5	 7.097	 -2.4	 74.9	 0.000	
42960	 -0.708	 0.0925	 0.0978	 14.1	 67.9	 14.9	 15.6	 16.1	 21.1	 14.3	 13.8	 13.6	 10.5	 7.122	 -3.9	 83.2	 0.000	
42961	 -0.885	 0.0911	 0.1072	 33.3	 94.2	 17.5	 15.6	 16.1	 21.0	 14.3	 13.8	 13.6	 10.5	 7.154	 -3.6	 80.1	 0.001	
42962	 -0.542	 0.0925	 0.1017	 20.1	 98.3	 17.9	 15.7	 16.2	 20.9	 14.3	 13.8	 13.6	 10.6	 7.176	 -4.2	 81.4	 0.000	
42963	 0.319	 0.0929	 0.0953	 5.4	 39.5	 16.8	 15.8	 16.3	 20.9	 14.3	 13.8	 13.6	 10.6	 7.211	 0.3	 83.0	 0.006	
42964	 -0.020	 0.0766	 0.1056	 2.6	 48.2	 15.2	 15.8	 16.2	 20.9	 14.5	 14.0	 13.6	 10.7	 7.233	 2.4	 84.3	 0.017	
42965	 -1.139	 0.0827	 0.1018	 22.4	 97.4	 16.3	 15.7	 15.9	 20.8	 14.3	 13.8	 13.6	 10.7	 7.271	 1.8	 78.5	 0.000	
42966	 -0.641	 0.0733	 0.0808	 21.1	 94.6	 18.0	 15.7	 15.9	 20.6	 14.3	 13.8	 13.6	 10.8	 7.298	 1.2	 78.5	 0.000	
42967	 -0.909	 0.0773	 0.0942	 14.0	 85.2	 17.2	 15.7	 16.0	 20.6	 14.3	 13.8	 13.6	 10.8	 7.328	 0.6	 82.3	 0.000	
42968	 -0.197	 0.0857	 0.0873	 3.4	 54.7	 13.2	 15.6	 15.9	 20.5	 14.3	 13.8	 13.6	 10.8	 7.355	 -0.3	 87.4	 0.000	
42969	 -0.916	 0.0849	 0.0984	 12.8	 70.6	 14.3	 15.4	 15.6	 20.4	 14.3	 13.8	 13.6	 10.8	 7.383	 -0.3	 83.1	 0.000	
42970	 -1.043	 0.0843	 0.0858	 27.1	 90.9	 12.1	 15.2	 15.4	 20.1	 14.3	 13.8	 13.6	 10.9	 7.408	 0.0	 78.0	 0.004	
42971	 -0.694	 0.0772	 0.0820	 27.3	 85.1	 12.0	 15.1	 15.2	 19.9	 14.2	 13.8	 13.5	 10.9	 7.433	 -0.3	 81.6	 0.000	
42972	 -0.860	 0.0817	 0.0831	 23.6	 72.8	 13.9	 14.9	 15.1	 19.8	 14.1	 13.7	 13.5	 10.9	 7.463	 -0.9	 84.6	 0.000	
42973	 0.673	 0.0774	 0.0858	 -6.7	 93.3	 14.3	 14.8	 15.0	 19.6	 14.1	 13.7	 13.5	 10.9	 7.490	 1.8	 69.0	 0.013	
42974	 0.098	 0.0821	 0.0929	 1.2	 52.7	 14.8	 14.8	 15.0	 19.5	 14.0	 13.6	 13.4	 11.0	 7.524	 1.8	 83.2	 0.001	
42975	 -0.640	 0.0850	 0.0940	 27.4	 83.3	 15.7	 14.8	 14.9	 19.4	 13.9	 13.5	 13.4	 11.0	 7.544	 1.5	 87.2	 0.000	
42976	 -0.297	 0.0834	 0.0944	 16.9	 88.4	 18.3	 14.9	 15.0	 19.3	 13.9	 13.5	 13.4	 11.0	 7.574	 0.9	 84.4	 0.000	
42977	 -0.320	 0.0763	 0.0934	 11.2	 84.2	 18.3	 15.0	 15.3	 19.3	 13.9	 13.5	 13.3	 11.0	 7.591	 0.3	 79.0	 0.000	
42978	 -0.757	 0.0828	 0.0938	 24.6	 75.5	 14.1	 15.0	 15.3	 19.3	 13.9	 13.5	 13.3	 11.0	 7.629	 -0.6	 86.3	 0.000	
42979	 -0.718	 0.0841	 0.0918	 16.9	 82.7	 13.5	 14.9	 15.2	 19.2	 13.9	 13.5	 13.3	 11.1	 7.648	 0.0	 79.1	 0.004	
42980	 -0.442	 0.0889	 0.0942	 19.2	 82.7	 17.9	 14.9	 15.1	 19.1	 13.9	 13.5	 13.3	 11.1	 7.677	 0.9	 69.3	 0.003	
42981	 -0.394	 0.0879	 0.0990	 9.4	 79.3	 17.6	 14.9	 15.2	 19.1	 13.9	 13.5	 13.3	 11.1	 7.693	 0.0	 80.3	 0.000	
42982	 -0.293	 0.0878	 0.0938	 8.5	 52.2	 13.5	 14.9	 15.2	 19.1	 13.9	 13.5	 13.3	 11.1	 7.717	 0.0	 85.4	 0.003	
42983	 -0.227	 0.0818	 0.0948	 -4.4	 35.0	 10.5	 14.7	 15.0	 19.0	 13.9	 13.5	 13.3	 11.1	 7.749	 -0.6	 91.9	 0.000	
42984	 -0.704	 0.0825	 0.0905	 20.8	 64.7	 10.0	 14.4	 14.6	 18.8	 13.8	 13.4	 13.3	 11.1	 7.767	 -0.9	 85.3	 0.000	
42985	 -0.441	 0.0741	 0.0780	 -1.1	 31.3	 9.7	 14.2	 14.3	 18.5	 13.7	 13.4	 13.3	 11.1	 7.796	 -2.1	 91.4	 0.000	
42986	 -0.669	 0.0774	 0.0879	 21.8	 63.7	 9.8	 13.9	 14.0	 18.3	 13.6	 13.3	 13.2	 11.1	 7.810	 -2.7	 87.7	 0.000	
42987	 -0.783	 0.0754	 0.0830	 25.1	 84.3	 12.8	 13.7	 13.8	 18.0	 13.5	 13.2	 13.2	 11.1	 7.834	 -3.3	 86.4	 0.000	
42988	 -0.425	 0.0724	 0.0826	 19.1	 84.7	 17.7	 13.7	 13.8	 17.8	 13.4	 13.1	 13.1	 11.1	 7.852	 -3.9	 88.7	 0.000	
42989	 0.347	 0.0889	 0.0692	 14.5	 102.1	 18.1	 14.0	 14.1	 17.8	 13.3	 13.0	 13.0	 11.2	 7.878	 -4.2	 74.9	 0.000	
42990	 -0.379	 0.0766	 0.0843	 17.7	 88.4	 16.8	 14.0	 14.2	 18.0	 13.3	 13.0	 13.0	 11.1	 7.896	 -5.1	 81.3	 0.000	
42991	 -0.065	 0.0774	 0.0799	 20.3	 69.9	 20.1	 14.1	 14.3	 18.0	 13.3	 13.0	 13.0	 11.1	 7.909	 -5.7	 75.3	 0.000	
42992	 0.148	 0.0805	 0.0826	 11.8	 55.3	 18.5	 14.5	 14.7	 18.1	 13.4	 13.0	 12.9	 11.2	 7.938	 0.6	 80.6	 0.016	
42993	 0.534	 0.0806	 0.0784	 -2.3	 66.9	 14.3	 14.8	 15.1	 18.4	 13.5	 13.1	 13.0	 11.2	 7.961	 2.4	 75.9	 0.013	
42994	 -0.134	 0.0816	 0.0788	 7.5	 45.4	 15.3	 14.8	 15.0	 18.4	 13.5	 13.1	 13.0	 11.2	 7.994	 2.4	 80.1	 0.001	
42995	 -0.343	 0.0811	 0.0800	 24.6	 59.5	 9.1	 14.8	 14.9	 18.3	 13.6	 13.2	 13.0	 11.2	 8.016	 2.1	 92.6	 0.000	
42996	 -0.570	 0.0775	 0.0816	 16.5	 66.9	 10.7	 14.5	 14.5	 18.1	 13.6	 13.2	 13.0	 11.2	 8.029	 1.5	 92.3	 0.000	
42997	 -0.228	 0.0753	 0.0825	 7.1	 42.4	 15.9	 14.3	 14.2	 17.8	 13.6	 13.2	 13.1	 11.2	 8.054	 1.2	 95.4	 0.000	
42998	 0.140	 0.0717	 0.0753	 18.6	 72.7	 15.0	 14.4	 14.4	 17.7	 13.6	 13.2	 13.0	 11.2	 8.069	 3.3	 73.5	 0.011	
