Date	 NEE	 CH4_s1	 CH4_s2	 H 	 LE	 Tair	 Tsoil 5cm	 Tsoil 10cm	 Tsoil 20cm	 Tsoil 30cm	 Tsoil 40cm	  Tsoil 50cm	  Tsoil 100cm	  Tsoil 200cm	  Water Table	  RH	  Prec	 
-	 [g m-2 d-1]	 [g m-2 d-1]	 [g m-2 d-1]	 [Wm-2]	 [Wm-2]	 [C]	 [C]	 [C]	 [C]	 [C]	 [C]	  [C]	  [C]	  [C]	  [m]	  [%]	  [inches d-1]	
43146	 0.281	 0.0184	 0.0190	 -13.3	 6.6	 -6.4	 0.4	 0.4	 4.9	 1.7	 2.0	 2.7	 4.9	 6.760	 -1.5	 98.5	 0.000	
43147	 0.255	 0.0210	 0.0187	 -11.5	 2.8	 -15.1	 0.4	 0.4	 4.9	 1.7	 2.0	 2.7	 4.8	 6.742	 -2.4	 97.7	 0.000	
43148	 0.333	 0.0188	 0.0111	 -17.4	 4.4	 -8.3	 0.3	 0.4	 4.9	 1.7	 2.0	 2.7	 4.8	 6.717	 -2.4	 97.6	 0.000	
43149	 0.411	 0.0209	 0.0181	 -12.3	 0.5	 -12.1	 0.3	 0.3	 4.9	 1.6	 1.9	 2.6	 4.8	 6.689	 -1.8	 99.6	 0.004	
43150	 0.186	 0.0164	 0.0158	 -3.4	 4.4	 -14.0	 0.3	 0.3	 4.9	 1.6	 1.9	 2.6	 4.8	 6.668	 -2.1	 100.0	 0.000	
43151	 0.480	 0.0173	 0.0177	 -7.1	 1.4	 -13.8	 0.3	 0.3	 4.9	 1.6	 1.9	 2.6	 4.7	 6.641	 -1.5	 99.4	 0.001	
43152	 0.261	 0.0206	 0.0186	 -13.9	 3.9	 -14.6	 0.3	 0.3	 4.8	 1.6	 1.9	 2.6	 4.7	 6.628	 -1.8	 93.7	 0.000	
43153	 0.279	 0.0205	 0.0184	 -8.6	 4.3	 -12.9	 0.3	 0.3	 4.8	 1.6	 1.9	 2.5	 4.7	 6.602	 -1.8	 86.1	 0.000	
43154	 0.257	 0.0190	 0.0171	 -11.4	 2.6	 -5.8	 0.3	 0.3	 4.8	 1.6	 1.9	 2.5	 4.7	 6.573	 -0.9	 97.1	 0.004	
43155	 0.219	 0.0192	 0.0166	 -8.7	 3.7	 -12.1	 0.3	 0.3	 4.8	 1.5	 1.8	 2.5	 4.6	 6.553	 0.0	 96.8	 0.003	
43156	 0.526	 0.0177	 0.0184	 -10.7	 4.2	 -5.3	 0.3	 0.3	 4.9	 1.5	 1.8	 2.5	 4.6	 6.528	 0.3	 98.5	 0.001	
43157	 0.091	 0.0211	 0.0178	 -10.9	 9.2	 -2.2	 0.3	 0.3	 4.9	 1.5	 1.8	 2.5	 4.6	 6.514	 -0.6	 83.5	 0.000	
43158	 0.234	 0.0211	 0.0178	 -13.1	 13.6	 -2.2	 0.3	 0.3	 4.9	 1.5	 1.8	 2.5	 4.5	 6.493	 -0.6	 79.2	 0.000	
43159	 0.164	 0.0210	 0.0178	 -15.0	 14.6	 -4.1	 0.3	 0.3	 4.9	 1.5	 1.8	 2.4	 4.5	 6.465	 -0.6	 82.8	 0.000	
43160	 0.175	 0.0210	 0.0180	 -14.0	 12.9	 -5.4	 0.3	 0.3	 4.8	 1.5	 1.8	 2.4	 4.5	 6.446	 -0.9	 84.0	 0.000	
43161	 0.209	 0.0210	 0.0178	 -13.4	 12.5	 -4.9	 0.3	 0.3	 4.8	 1.5	 1.8	 2.4	 4.5	 6.429	 -1.5	 80.1	 0.000	
43162	 0.238	 0.0210	 0.0178	 -13.7	 12.6	 0.4	 0.3	 0.3	 4.8	 1.5	 1.7	 2.4	 4.4	 6.406	 -1.5	 70.1	 0.000	
43163	 0.388	 0.0210	 0.0180	 -16.5	 10.6	 1.7	 0.3	 0.3	 4.8	 1.5	 1.7	 2.4	 4.4	 6.391	 -1.5	 74.7	 0.000	
43164	 -0.066	 0.0217	 0.0179	 -21.1	 19.6	 0.0	 0.3	 0.3	 4.8	 1.5	 1.7	 2.4	 4.4	 6.361	 -1.5	 74.4	 0.000	
43165	 0.208	 0.0149	 0.0169	 -21.7	 14.8	 -4.7	 0.3	 0.3	 4.8	 1.4	 1.7	 2.4	 4.4	 6.351	 -1.8	 81.7	 0.000	
43166	 0.225	 0.0181	 0.0204	 -12.3	 5.7	 -11.2	 0.3	 0.3	 4.8	 1.4	 1.7	 2.3	 4.4	 6.325	 -2.1	 97.3	 0.000	
43167	 0.261	 0.0159	 0.0164	 -13.7	 6.3	 -7.6	 0.3	 0.3	 4.8	 1.4	 1.7	 2.3	 4.3	 6.308	 -2.4	 91.5	 0.000	
43168	 0.197	 0.0162	 0.0163	 -15.6	 7.1	 -8.8	 0.3	 0.3	 4.8	 1.4	 1.7	 2.3	 4.3	 6.289	 -2.4	 90.2	 0.000	
43169	 0.270	 0.0207	 0.0176	 -20.8	 9.3	 -6.7	 0.3	 0.3	 4.8	 1.4	 1.7	 2.3	 4.3	 6.266	 -2.7	 86.0	 0.000	
43170	 0.355	 0.0178	 0.0191	 -20.4	 2.8	 -1.7	 0.3	 0.3	 4.8	 1.4	 1.6	 2.3	 4.2	 6.248	 -3.0	 99.0	 0.000	
43171	 0.208	 0.0201	 0.0158	 -26.3	 8.5	 -3.0	 0.3	 0.3	 4.8	 1.4	 1.6	 2.3	 4.2	 6.225	 -3.0	 83.9	 0.000	
43172	 0.227	 0.0185	 0.0164	 -21.3	 6.7	 -4.2	 0.3	 0.3	 4.8	 1.4	 1.6	 2.3	 4.2	 6.202	 -2.7	 82.0	 0.000	
43173	 0.186	 0.0205	 0.0187	 -28.7	 10.5	 -0.4	 0.3	 0.3	 4.8	 1.4	 1.6	 2.2	 4.2	 6.184	 -2.4	 80.9	 0.000	
43174	 0.320	 0.0135	 0.0148	 -18.9	 9.0	 -5.4	 0.3	 0.3	 4.8	 1.4	 1.6	 2.2	 4.2	 6.161	 -2.7	 80.1	 0.000	
43175	 0.237	 0.0162	 0.0151	 -18.7	 9.0	 -5.2	 0.3	 0.3	 4.8	 1.4	 1.6	 2.2	 4.1	 6.148	 -3.3	 75.7	 0.000	
43176	 0.331	 0.0186	 0.0199	 -26.1	 11.0	 -1.7	 0.3	 0.3	 4.8	 1.3	 1.6	 2.2	 4.1	 6.123	 -2.4	 73.9	 0.000	
43177	 0.250	 0.0186	 0.0179	 -22.8	 6.0	 -2.7	 0.3	 0.3	 4.8	 1.3	 1.6	 2.2	 4.1	 6.108	 -3.0	 99.5	 0.000	
43178	 0.002	 0.0181	 0.0180	 -12.7	 14.9	 -1.3	 0.3	 0.3	 4.9	 1.3	 1.6	 2.2	 4.1	 6.089	 -3.3	 91.5	 0.000	
43179	 0.190	 0.0192	 0.0180	 -10.8	 9.7	 -4.0	 0.3	 0.3	 4.8	 1.3	 1.5	 2.2	 4.1	 6.071	 -3.3	 93.7	 0.000	
43180	 0.179	 0.0174	 0.0170	 -12.4	 11.3	 -3.7	 0.3	 0.3	 4.8	 1.3	 1.5	 2.2	 4.0	 6.054	 -3.6	 92.1	 0.000	
43181	 0.201	 0.0168	 0.0159	 -12.6	 14.5	 -0.5	 0.3	 0.3	 4.8	 1.3	 1.5	 2.2	 4.0	 6.040	 -3.3	 86.3	 0.000	
43182	 -0.029	 0.0206	 0.0192	 -21.0	 23.2	 -2.7	 0.3	 0.3	 4.8	 1.3	 1.5	 2.1	 4.0	 6.019	 -3.3	 77.0	 0.000	
43183	 -0.066	 0.0199	 0.0191	 -18.2	 15.2	 -2.1	 0.3	 0.3	 4.8	 1.3	 1.5	 2.1	 4.0	 6.000	 -4.5	 85.1	 0.000	
43184	 0.221	 0.0209	 0.0180	 -17.4	 14.2	 -0.8	 0.3	 0.3	 4.8	 1.3	 1.5	 2.1	 4.0	 5.985	 -4.5	 73.6	 0.000	
43185	 0.537	 0.0209	 0.0179	 -14.6	 16.6	 -0.7	 0.3	 0.3	 4.8	 1.3	 1.5	 2.1	 3.9	 5.964	 -2.4	 86.5	 0.012	
43186	 0.243	 0.0198	 0.0182	 -15.7	 20.4	 1.5	 0.3	 0.3	 4.8	 1.3	 1.5	 2.1	 3.9	 5.941	 0.9	 87.1	 0.000	
43187	 0.339	 0.0208	 0.0166	 -21.8	 13.6	 1.3	 0.3	 0.3	 4.8	 1.3	 1.5	 2.1	 3.9	 5.927	 1.5	 91.1	 0.000	
43188	 0.279	 0.0187	 0.0169	 -9.0	 17.9	 -4.8	 0.3	 0.3	 4.7	 1.3	 1.5	 2.1	 3.9	 5.908	 -1.2	 85.3	 0.000	
43189	 0.374	 0.0172	 0.0162	 -3.7	 12.6	 -8.6	 0.3	 0.3	 4.7	 1.3	 1.5	 2.1	 3.9	 5.896	 -2.7	 82.4	 0.000	
43190	 0.289	 0.0212	 0.0181	 -9.2	 14.6	 -9.8	 0.3	 0.3	 4.7	 1.2	 1.5	 2.1	 3.9	 5.867	 -2.7	 90.5	 0.000	
43191	 0.456	 0.0225	 0.0238	 -18.6	 13.3	 -8.2	 0.3	 0.3	 4.7	 1.2	 1.5	 2.0	 3.8	 5.853	 -3.0	 82.6	 0.000	
43192	 0.220	 0.0170	 0.0165	 -9.9	 10.8	 -6.6	 0.3	 0.3	 4.7	 1.2	 1.4	 2.0	 3.8	 5.842	 -3.3	 89.7	 0.000	
43193	 0.420	 0.0168	 0.0164	 -8.8	 19.7	 -7.7	 0.2	 0.3	 4.6	 1.2	 1.4	 2.0	 3.8	 5.819	 -3.6	 81.7	 0.000	
43194	 0.302	 0.0202	 0.0186	 -14.4	 10.4	 -7.7	 0.2	 0.3	 4.6	 1.2	 1.4	 2.0	 3.8	 5.806	 -3.9	 87.6	 0.000	
43195	 0.242	 0.0206	 0.0194	 -11.8	 5.7	 -6.6	 0.2	 0.3	 4.6	 1.2	 1.4	 2.0	 3.8	 5.796	 -3.9	 97.4	 0.000	
43196	 0.232	 0.0229	 0.0181	 -6.9	 13.4	 -10.2	 0.2	 0.3	 4.7	 1.2	 1.4	 2.0	 3.8	 5.768	 -3.9	 98.8	 0.000	
43197	 0.172	 0.0208	 0.0203	 -15.2	 10.1	 -8.6	 0.2	 0.3	 4.7	 1.2	 1.4	 2.0	 3.7	 5.752	 -3.9	 83.7	 0.000	
43198	 0.158	 0.0185	 0.0165	 -12.4	 13.1	 -8.0	 0.2	 0.3	 4.7	 1.2	 1.4	 2.0	 3.7	 5.740	 -3.9	 76.9	 0.000	
43199	 0.253	 0.0205	 0.0170	 -19.3	 17.9	 -4.1	 0.2	 0.3	 4.7	 1.2	 1.4	 2.0	 3.7	 5.724	 -3.9	 67.4	 0.000	
43200	 0.236	 0.0213	 0.0175	 -19.9	 13.7	 -3.6	 0.2	 0.3	 4.7	 1.2	 1.4	 2.0	 3.7	 5.707	 -3.9	 94.2	 0.000	
43201	 0.055	 0.0163	 0.0142	 -18.9	 20.1	 1.4	 0.2	 0.2	 4.8	 1.2	 1.4	 2.0	 3.7	 5.696	 -2.4	 78.1	 0.002	
43202	 0.132	 0.0173	 0.0167	 -22.1	 17.0	 0.4	 0.2	 0.2	 4.8	 1.2	 1.4	 2.0	 3.7	 5.676	 -0.6	 81.0	 0.003	
43203	 0.307	 0.0132	 0.0119	 -33.0	 34.7	 -0.1	 0.2	 0.3	 4.8	 1.2	 1.4	 2.0	 3.6	 5.667	 -1.2	 54.0	 0.000	
43204	 -0.100	 0.0189	 0.0135	 -24.7	 31.1	 -3.1	 0.2	 0.3	 4.7	 1.2	 1.4	 1.9	 3.6	 5.641	 -3.9	 60.8	 0.000	
43205	 0.323	 0.0170	 0.0159	 -11.6	 16.0	 -5.2	 0.2	 0.3	 4.7	 1.2	 1.3	 1.9	 3.6	 5.638	 -3.9	 92.4	 0.000	
43206	 0.329	 0.0199	 0.0174	 -15.9	 15.7	 -3.1	 0.2	 0.3	 4.7	 1.2	 1.3	 1.9	 3.6	 5.624	 -3.3	 87.3	 0.000	
43207	 0.243	 0.0165	 0.0190	 -32.1	 19.5	 1.1	 0.2	 0.3	 4.6	 1.2	 1.3	 1.9	 3.6	 5.602	 0.9	 71.8	 0.000	
43208	 0.295	 0.0164	 0.0114	 -40.2	 31.5	 1.6	 0.2	 0.3	 4.6	 1.1	 1.3	 1.9	 3.6	 5.584	 0.3	 64.9	 0.000	
43209	 0.175	 0.0153	 0.0124	 -18.2	 24.3	 3.3	 0.2	 0.2	 4.6	 1.1	 1.3	 1.9	 3.6	 5.572	 1.2	 62.5	 0.000	
43210	 -0.012	 0.0182	 0.0147	 -10.4	 31.3	 4.3	 0.2	 0.2	 4.5	 1.1	 1.3	 1.9	 3.5	 5.550	 2.1	 69.1	 0.000	
43211	 -0.063	 0.0152	 0.0134	 -11.4	 29.5	 4.8	 0.2	 0.2	 4.5	 1.0	 1.2	 1.9	 3.5	 5.530	 6.9	 71.1	 0.000	
43212	 -0.004	 0.0153	 0.0152	 -22.0	 28.4	 6.3	 0.2	 0.2	 4.5	 0.9	 1.2	 1.8	 3.4	 5.503	 13.8	 70.8	 0.000	
43213	 -0.152	 0.0208	 0.0195	 -8.9	 51.4	 9.0	 0.1	 0.2	 4.4	 0.8	 1.1	 1.7	 3.3	 5.452	 16.2	 70.0	 0.000	
43214	 0.249	 0.0264	 0.0249	 21.8	 65.3	 4.3	 0.1	 0.2	 4.3	 0.8	 1.0	 1.7	 3.2	 5.396	 16.2	 71.7	 0.000	
43215	 0.053	 0.0220	 0.0200	 9.7	 46.0	 4.7	 0.2	 0.2	 4.3	 0.7	 1.0	 1.6	 3.2	 5.351	 16.5	 60.1	 0.000	
43216	 0.199	 0.0325	 0.0290	 35.4	 78.8	 7.1	 0.2	 0.2	 4.4	 0.7	 1.0	 1.6	 3.2	 5.330	 16.8	 55.2	 0.000	
43217	 0.187	 0.0207	 0.0224	 2.1	 23.4	 3.0	 0.1	 0.2	 4.4	 0.8	 1.0	 1.6	 3.2	 5.305	 16.8	 85.1	 0.001	
43218	 0.024	 0.0234	 0.0183	 34.5	 72.0	 4.3	 0.1	 0.2	 4.3	 0.8	 1.0	 1.6	 3.2	 5.284	 16.5	 60.8	 0.000	
43219	 -0.177	 0.0218	 0.0192	 16.6	 88.8	 10.5	 0.2	 0.2	 4.3	 0.9	 1.1	 1.6	 3.2	 5.267	 15.9	 38.4	 0.000	
43220	 -0.677	 0.0221	 0.0192	 13.2	 67.4	 14.7	 0.2	 0.3	 4.3	 0.9	 1.1	 1.6	 3.1	 5.254	 15.6	 57.4	 0.000	
43221	 0.240	 0.0257	 0.0227	 11.5	 27.9	 7.6	 0.2	 0.3	 4.4	 0.9	 1.1	 1.6	 3.1	 5.242	 15.3	 81.2	 0.003	
43222	 0.218	 0.0258	 0.0180	 32.6	 62.4	 8.0	 0.2	 0.3	 4.3	 0.9	 1.1	 1.6	 3.1	 5.225	 15.3	 75.8	 0.000	
43223	 0.253	 0.0285	 0.0269	 30.9	 100.9	 11.6	 0.2	 0.3	 4.3	 1.0	 1.1	 1.6	 3.1	 5.211	 14.7	 57.9	 0.000	
43224	 0.151	 0.0308	 0.0194	 12.7	 111.6	 12.6	 0.3	 0.3	 4.2	 1.0	 1.1	 1.6	 3.1	 5.200	 14.1	 51.2	 0.000	
43225	 -0.084	 0.0257	 0.0258	 -2.2	 76.4	 11.9	 0.3	 0.3	 4.2	 1.0	 1.1	 1.6	 3.1	 5.178	 13.5	 56.9	 0.000	
43226	 -0.048	 0.0280	 0.0185	 25.6	 98.6	 11.8	 0.3	 0.6	 4.3	 1.0	 1.1	 1.6	 3.1	 5.171	 12.9	 57.6	 0.000	
43227	 0.220	 0.0280	 0.0264	 16.4	 114.5	 16.5	 0.3	 1.2	 4.5	 1.0	 1.1	 1.6	 3.1	 5.160	 12.3	 53.8	 0.000	
43228	 0.568	 0.0235	 0.0249	 -12.1	 32.8	 11.6	 0.3	 1.9	 4.9	 1.0	 1.1	 1.7	 3.1	 5.144	 11.7	 67.6	 0.002	
43229	 0.351	 0.0274	 0.0220	 -17.0	 24.0	 8.2	 0.3	 2.2	 5.3	 1.0	 1.2	 1.7	 3.1	 5.136	 12.6	 78.7	 0.005	
43230	 -0.163	 0.0291	 0.0371	 39.0	 90.2	 5.3	 0.3	 2.4	 5.5	 1.0	 1.2	 1.8	 3.1	 5.124	 12.6	 55.9	 0.000	
43231	 -0.006	 0.0282	 0.0198	 30.6	 84.7	 6.6	 0.3	 2.6	 5.6	 1.1	 1.2	 1.9	 3.1	 5.116	 11.7	 56.8	 0.000	
43232	 0.006	 0.0268	 0.0257	 16.9	 78.6	 9.3	 0.4	 2.9	 5.8	 1.1	 1.2	 2.0	 3.1	 5.105	 11.1	 51.0	 0.000	
43233	 0.220	 0.0275	 0.0292	 12.2	 97.1	 13.4	 0.4	 3.4	 6.1	 1.2	 1.3	 2.1	 3.1	 5.094	 10.5	 55.9	 0.000	
43234	 -0.086	 0.0293	 0.0296	 3.9	 105.3	 17.2	 0.5	 4.2	 6.6	 1.2	 1.3	 2.2	 3.1	 5.074	 9.9	 50.1	 0.000	
43235	 0.045	 0.0347	 0.0237	 14.3	 117.4	 15.3	 0.6	 4.9	 7.1	 1.3	 1.4	 2.3	 3.1	 5.065	 9.3	 38.7	 0.000	
43236	 0.260	 0.0345	 0.0277	 2.9	 125.2	 20.8	 0.9	 5.6	 7.6	 1.4	 1.5	 2.5	 3.1	 5.057	 8.7	 42.4	 0.000	
43237	 0.162	 0.0350	 0.0405	 8.4	 56.4	 8.9	 1.6	 6.4	 8.2	 1.6	 1.6	 2.7	 3.1	 5.044	 9.3	 63.3	 0.007	
43238	 0.250	 0.0316	 0.0380	 18.9	 110.3	 15.6	 2.6	 6.5	 8.6	 1.9	 1.8	 2.9	 3.1	 5.040	 9.3	 48.4	 0.001	
43239	 0.197	 0.0320	 0.0152	 32.8	 87.8	 9.3	 3.7	 7.0	 8.9	 2.3	 2.1	 3.1	 3.1	 5.027	 9.9	 71.3	 0.004	
43240	 0.179	 0.0322	 0.0312	 31.0	 116.0	 10.8	 4.4	 7.1	 9.1	 2.7	 2.4	 3.3	 3.1	 5.016	 9.0	 60.5	 0.000	
43241	 0.096	 0.0322	 0.0385	 20.2	 109.3	 12.9	 4.8	 7.3	 9.3	 3.1	 2.7	 3.6	 3.1	 5.008	 8.1	 56.8	 0.000	
43242	 0.126	 0.0352	 0.0415	 35.6	 107.3	 15.7	 5.3	 7.7	 9.6	 3.4	 3.0	 3.7	 3.2	 4.995	 6.9	 73.9	 0.000	
43243	 0.194	 0.0360	 0.0413	 25.3	 113.8	 18.7	 6.0	 8.4	 9.9	 3.7	 3.3	 3.9	 3.2	 4.987	 6.3	 63.6	 0.000	
43244	 0.854	 0.0389	 0.0485	 19.9	 78.3	 20.0	 6.8	 9.2	 10.4	 4.2	 3.7	 4.2	 3.3	 4.976	 8.1	 80.6	 0.009	
43245	 0.816	 0.0433	 0.0501	 23.7	 119.5	 22.5	 7.7	 10.0	 11.0	 4.5	 4.0	 4.4	 3.3	 4.960	 7.8	 66.2	 0.000	
43246	 0.580	 0.0443	 0.0565	 28.1	 140.0	 21.4	 8.5	 10.7	 11.6	 5.0	 4.3	 4.6	 3.4	 4.950	 6.6	 61.1	 0.000	
43247	 0.313	 0.0393	 0.0553	 21.4	 75.6	 19.9	 9.0	 11.1	 12.1	 5.5	 4.7	 4.9	 3.4	 4.950	 5.4	 73.9	 0.000	
43248	 0.562	 0.0405	 0.0455	 27.7	 116.3	 22.9	 9.5	 11.5	 12.5	 5.9	 5.1	 5.2	 3.5	 4.942	 5.4	 58.4	 0.003	
43249	 0.386	 0.0104	 0.0440	 21.9	 91.3	 21.2	 9.9	 12.0	 12.8	 6.2	 5.4	 5.4	 3.5	 4.933	 8.7	 62.4	 0.000	
43250	 0.277	 0.0104	 0.0440	 -12.7	 16.3	 20.8	 10.2	 12.4	 13.0	 6.5	 5.7	 5.6	 3.6	 4.928	 8.7	 86.0	 0.000	
