DoY	 NEE	 CH4	 H 	 LE	 Tair	 Tsoil 10cm	 Tsoil 100cm	 Water Table	 RH	 Prec	 Tsoil_water	 
14	 0.087	 0.014	 -12.2	 2.7	 -6.7	 0.4	 5.2	 -0.210	 90.9	 0.000	 NaN	
15	 -0.269	 0.014	 -8.4	 5.6	 -7.5	 0.3	 5.2	 -0.210	 83.3	 0.000	 -0.0	
16	 0.003	 0.014	 -9.0	 6.4	 -3.1	 0.4	 5.1	 -0.210	 81.4	 0.000	 -0.0	
17	 0.333	 0.014	 -12.5	 1.9	 -1.9	 0.3	 5.1	 -0.210	 86.1	 0.000	 -0.0	
18	 0.403	 0.014	 -4.7	 3.8	 -4.0	 0.3	 5.1	 -0.230	 85.1	 0.000	 -0.0	
19	 -0.037	 0.014	 -10.2	 3.5	 -7.2	 0.4	 5.0	 -0.240	 95.4	 0.000	 -0.0	
20	 -0.230	 0.014	 -8.4	 3.9	 -5.5	 0.3	 5.0	 -0.250	 80.1	 0.000	 -0.0	
21	 -0.361	 0.014	 -10.6	 3.8	 -5.8	 0.3	 4.9	 -0.250	 85.3	 0.020	 -0.0	
22	 0.165	 0.014	 -11.6	 5.9	 -1.6	 0.3	 4.9	 -0.250	 84.5	 0.000	 -0.0	
23	 1.179	 0.014	 -34.2	 6.5	 -0.3	 0.3	 4.9	 -0.230	 94.0	 0.140	 0.0	
24	 1.302	 0.014	 -65.2	 5.9	 -0.0	 0.4	 4.8	 -0.200	 99.5	 0.180	 0.0	
25	 0.217	 0.014	 -110.3	 2.3	 -7.8	 0.4	 4.8	 -0.200	 90.8	 0.050	 0.0	
26	 -0.009	 0.013	 -11.0	 0.5	 -18.1	 0.3	 4.8	 -0.200	 79.0	 0.000	 0.0	
27	 -0.302	 0.013	 -14.3	 0.9	 -19.4	 0.3	 4.7	 -0.200	 77.4	 0.000	 0.0	
28	 -0.547	 0.014	 -10.6	 0.9	 -22.3	 0.2	 4.7	 -0.210	 76.5	 0.000	 0.0	
29	 -0.636	 0.023	 -8.7	 2.0	 -23.0	 0.2	 4.7	 -0.220	 75.9	 0.000	 -0.0	
30	 -0.568	 0.018	 -9.9	 1.6	 -19.9	 0.2	 4.6	 -0.220	 72.7	 0.000	 -0.0	
31	 -0.768	 0.012	 -13.0	 0.1	 -20.2	 0.2	 4.6	 -0.220	 77.4	 0.000	 -0.0	
32	 -0.426	 0.017	 -9.1	 1.9	 -20.9	 0.1	 4.6	 -0.230	 72.0	 0.000	 -0.0	
33	 -0.568	 0.013	 -10.7	 1.8	 -16.2	 0.1	 4.5	 -0.240	 80.2	 0.000	 -0.0	
34	 -0.573	 0.015	 -9.3	 2.2	 -17.2	 0.1	 4.5	 -0.250	 81.9	 0.000	 -0.0	
35	 -0.817	 0.012	 -6.5	 2.8	 -8.8	 0.1	 4.5	 -0.250	 83.1	 0.000	 -0.0	
36	 -1.333	 0.013	 -5.6	 3.3	 -4.9	 0.2	 4.4	 -0.260	 87.7	 0.000	 -0.0	
37	 -0.487	 0.014	 -8.5	 3.3	 -9.5	 0.2	 4.4	 -0.270	 86.9	 0.000	 -0.0	
38	 -0.648	 0.014	 -7.1	 4.2	 -9.2	 0.1	 4.4	 -0.270	 86.8	 0.010	 -0.0	
39	 -1.201	 0.011	 -10.8	 2.5	 -7.3	 0.2	 4.3	 -0.280	 84.3	 0.000	 -0.0	
40	 -0.379	 0.012	 -13.6	 1.4	 -12.9	 0.1	 4.3	 -0.280	 72.4	 0.000	 -0.0	
41	 -0.674	 0.017	 -11.6	 1.2	 -17.0	 0.1	 4.3	 -0.280	 74.4	 0.000	 -0.0	
42	 -0.663	 0.021	 -10.8	 1.8	 -16.3	 0.1	 4.2	 -0.290	 72.3	 0.000	 -0.0	
43	 -0.705	 0.018	 -13.2	 2.7	 -15.1	 0.1	 4.2	 -0.290	 71.5	 0.000	 -0.0	
44	 -0.627	 0.013	 -18.2	 1.7	 -12.4	 0.1	 4.2	 -0.300	 64.3	 0.000	 -0.0	
45	 -0.576	 0.010	 -20.8	 5.9	 -9.9	 0.1	 4.2	 -0.310	 75.6	 0.000	 -0.0	
46	 -0.528	 0.009	 -26.1	 15.3	 -6.4	 0.1	 4.1	 -0.310	 63.7	 0.000	 -0.0	
47	 -0.583	 0.011	 -30.4	 6.6	 -5.6	 0.1	 4.1	 -0.310	 46.7	 0.000	 -0.0	
48	 -0.436	 0.012	 -19.3	 6.0	 -5.7	 0.1	 4.1	 -0.310	 46.9	 0.000	 -0.0	
49	 -0.609	 0.016	 -14.7	 5.2	 -7.2	 0.1	 4.1	 -0.320	 50.4	 0.000	 -0.0	
50	 -0.406	 0.017	 -15.6	 3.5	 -11.2	 0.0	 4.0	 -0.330	 69.9	 0.000	 -0.0	
51	 -0.732	 0.015	 -12.3	 6.5	 -9.1	 0.0	 4.0	 -0.330	 63.2	 0.000	 -0.0	
52	 -0.434	 0.012	 -12.5	 4.1	 -7.7	 0.0	 4.0	 -0.340	 81.4	 0.000	 -0.0	
53	 -0.361	 0.014	 -11.9	 2.4	 -10.5	 0.0	 4.0	 -0.350	 80.4	 0.000	 -0.0	
54	 -0.364	 0.012	 -15.5	 2.8	 -11.9	 0.0	 3.9	 -0.350	 74.7	 0.020	 -0.0	
55	 -0.953	 0.031	 -13.7	 1.1	 -17.7	 0.0	 3.9	 -0.350	 60.7	 0.000	 -0.0	
56	 -0.651	 0.037	 -10.3	 -1.0	 -16.1	 -0.0	 3.9	 -0.360	 70.1	 0.000	 -0.0	
57	 -0.637	 0.023	 -13.3	 6.1	 -12.4	 -0.0	 3.9	 -0.360	 60.4	 0.000	 -0.0	
58	 -0.565	 0.016	 -14.6	 8.3	 -8.0	 -0.0	 3.8	 -0.370	 46.9	 0.000	 -0.0	
59	 -0.374	 0.012	 -16.9	 7.3	 -4.7	 -0.0	 3.8	 -0.370	 52.9	 0.000	 -0.0	
60	 -0.277	 0.014	 -11.4	 7.4	 -6.2	 -0.0	 3.8	 -0.380	 72.2	 0.000	 -0.0	
61	 -0.571	 0.014	 -16.5	 9.7	 -4.2	 -0.0	 3.8	 -0.390	 63.4	 0.000	 -0.0	
62	 -1.711	 0.015	 -22.1	 8.8	 -4.9	 -0.0	 3.7	 -0.390	 75.6	 0.000	 -0.0	
63	 -1.387	 0.016	 0.1	 8.2	 -4.7	 -0.0	 3.7	 -0.390	 72.4	 0.000	 -0.0	
64	 0.262	 0.014	 0.2	 19.4	 0.4	 -0.0	 3.7	 -0.400	 72.6	 0.000	 -0.0	
65	 0.603	 0.014	 -8.2	 15.0	 1.6	 -0.0	 3.7	 -0.390	 64.2	 0.000	 -0.0	
66	 0.977	 0.014	 -6.1	 23.9	 3.5	 -0.0	 3.7	 -0.330	 73.7	 0.000	 -0.0	
67	 1.169	 0.015	 -9.3	 15.2	 -0.4	 -0.0	 3.6	 -0.370	 96.5	 0.000	 0.0	
68	 1.062	 0.013	 -6.0	 23.5	 4.1	 -0.0	 3.6	 -0.250	 84.3	 0.020	 0.0	
69	 0.841	 0.013	 -13.9	 13.6	 3.2	 -0.0	 3.6	 -0.090	 94.0	 0.050	 0.0	
70	 0.862	 0.014	 -13.1	 5.9	 4.2	 -0.0	 3.5	 0.090	 98.8	 0.130	 0.1	
71	 0.028	 0.015	 -11.4	 5.4	 4.1	 -0.0	 3.4	 0.150	 98.9	 0.140	 0.1	
72	 0.259	 0.012	 -0.7	 7.5	 3.7	 -0.0	 3.4	 0.160	 98.1	 0.000	 0.1	
73	 0.119	 0.015	 18.2	 28.0	 8.1	 -0.0	 3.3	 0.180	 85.2	 0.010	 0.1	
74	 -0.258	 0.016	 11.3	 17.7	 5.9	 -0.0	 3.3	 0.180	 85.6	 0.000	 0.1	
75	 -0.796	 0.016	 15.5	 29.3	 5.0	 -0.0	 3.3	 0.170	 85.1	 0.000	 0.1	
76	 -0.873	 0.017	 27.7	 55.3	 3.4	 0.0	 3.3	 0.160	 73.0	 0.000	 0.1	
77	 -0.337	 0.019	 7.1	 48.9	 6.2	 0.1	 3.3	 0.150	 62.1	 0.000	 0.1	
78	 -0.523	 0.016	 32.1	 32.9	 -3.3	 0.0	 3.3	 0.140	 61.8	 0.000	 0.1	
79	 0.293	 0.016	 40.6	 35.6	 -4.7	 0.1	 3.2	 0.130	 56.8	 0.000	 0.1	
80	 0.016	 0.018	 32.0	 34.6	 1.6	 0.1	 3.2	 0.100	 62.7	 0.000	 0.1	
81	 -1.090	 0.013	 9.8	 30.8	 2.7	 0.1	 3.2	 0.090	 56.3	 0.000	 0.1	
82	 -0.233	 0.014	 26.8	 47.6	 3.1	 0.1	 3.2	 0.070	 58.1	 0.000	 0.1	
83	 -0.089	 0.016	 28.4	 42.5	 -0.7	 0.1	 3.2	 0.050	 55.2	 0.000	 0.1	
84	 -0.966	 0.012	 28.9	 30.3	 -9.6	 0.1	 3.2	 0.020	 48.9	 0.000	 0.1	
85	 -0.676	 0.014	 32.6	 39.5	 -0.6	 0.1	 3.2	 0.000	 48.6	 0.000	 0.1	
86	 -0.422	 0.015	 -2.3	 20.0	 4.0	 0.1	 3.2	 0.010	 72.8	 0.130	 0.1	
87	 0.167	 0.016	 32.3	 39.4	 0.4	 0.1	 3.1	 0.000	 64.0	 0.000	 0.1	
88	 -0.685	 0.012	 30.6	 54.9	 5.5	 0.2	 3.1	 -0.020	 60.7	 0.000	 0.1	
89	 -0.332	 0.014	 28.8	 71.5	 11.7	 0.2	 3.1	 -0.040	 50.2	 0.000	 0.1	
90	 0.211	 0.016	 25.7	 70.4	 13.3	 0.3	 3.1	 -0.050	 48.2	 0.000	 0.1	
91	 -0.440	 0.014	 2.9	 43.1	 9.4	 0.2	 3.1	 -0.060	 51.1	 0.000	 0.1	
92	 -0.163	 0.013	 6.6	 55.0	 12.6	 0.4	 3.1	 -0.060	 60.9	 0.000	 0.1	
93	 0.484	 0.014	 8.4	 32.0	 3.7	 0.2	 3.1	 -0.050	 71.4	 0.000	 0.1	
94	 -0.256	 0.014	 19.8	 46.9	 6.2	 0.2	 3.1	 -0.060	 64.6	 0.000	 0.1	
95	 -0.141	 0.016	 30.9	 74.5	 8.0	 0.3	 3.0	 -0.080	 49.5	 0.000	 0.1	
96	 -1.152	 0.017	 5.8	 52.8	 5.3	 0.2	 3.0	 -0.100	 50.9	 0.000	 0.1	
97	 -0.510	 0.015	 41.1	 56.5	 1.9	 0.2	 3.0	 -0.140	 52.1	 0.000	 0.1	
98	 -0.327	 0.015	 49.7	 54.3	 1.0	 0.2	 3.0	 -0.160	 53.1	 0.000	 0.1	
99	 -0.146	 0.014	 37.4	 67.1	 4.4	 0.2	 3.0	 -0.180	 53.1	 0.000	 0.0	
100	 0.456	 0.017	 31.5	 81.0	 6.6	 0.3	 3.0	 -0.180	 53.7	 0.020	 0.1	
101	 -0.295	 0.016	 24.1	 65.2	 6.9	 0.3	 3.0	 -0.210	 44.0	 0.000	 0.0	
102	 -1.108	 0.014	 2.4	 31.8	 9.2	 0.4	 3.0	 -0.220	 47.4	 0.000	 0.0	
103	 -0.019	 0.014	 4.3	 34.9	 8.7	 0.4	 3.0	 -0.220	 62.9	 0.000	 0.0	
104	 1.890	 0.014	 8.0	 49.3	 12.6	 0.6	 3.0	 -0.210	 78.3	 0.030	 0.0	
105	 1.872	 0.020	 36.1	 88.4	 12.3	 0.6	 2.9	 -0.210	 70.1	 0.000	 0.0	
106	 -0.713	 0.018	 31.6	 98.8	 7.3	 0.4	 2.9	 -0.240	 46.4	 0.000	 0.0	
107	 -0.678	 0.017	 31.3	 82.7	 8.2	 0.4	 2.9	 -0.280	 41.2	 0.000	 0.0	
108	 -0.374	 0.015	 30.5	 76.5	 8.5	 0.5	 2.9	 -0.300	 46.2	 0.000	 0.0	
109	 -0.065	 0.015	 32.3	 75.7	 9.1	 0.6	 2.9	 -0.310	 47.4	 0.000	 0.0	
110	 0.224	 0.016	 25.4	 88.8	 10.6	 0.6	 2.9	 -0.310	 49.9	 0.000	 0.0	
111	 -0.456	 0.016	 44.4	 62.3	 5.1	 0.6	 2.9	 -0.350	 55.8	 0.000	 0.0	
112	 0.160	 0.017	 36.7	 77.8	 5.9	 0.6	 2.9	 -0.370	 52.7	 0.000	 0.0	
113	 0.744	 0.017	 35.3	 90.1	 11.1	 0.8	 2.9	 -0.370	 47.8	 0.000	 0.0	
114	 0.872	 0.016	 -4.0	 31.8	 10.0	 0.8	 2.9	 -0.310	 69.0	 0.140	 0.0	
115	 -0.608	 0.014	 10.0	 54.5	 10.7	 1.0	 2.8	 -0.310	 54.9	 0.000	 0.0	
116	 -0.385	 0.016	 39.1	 78.2	 9.0	 1.0	 2.8	 -0.350	 53.4	 0.000	 0.0	
117	 0.034	 0.022	 44.7	 72.2	 7.1	 1.0	 2.8	 -0.380	 47.6	 0.000	 0.0	
118	 0.034	 0.029	 38.8	 72.6	 8.8	 1.3	 2.8	 -0.410	 39.5	 0.000	 0.0	
119	 1.666	 0.017	 -14.3	 24.2	 9.0	 1.3	 2.8	 -0.350	 77.3	 0.170	 0.0	
120	 0.764	 0.020	 -4.2	 27.2	 9.4	 1.7	 2.8	 -0.190	 97.0	 0.560	 0.0	
121	 0.380	 0.018	 9.8	 34.2	 7.9	 2.1	 2.8	 -0.200	 85.5	 0.030	 0.0	
122	 0.015	 0.016	 17.9	 31.3	 6.2	 2.1	 2.8	 -0.170	 83.0	 0.120	 0.0	
123	 -0.176	 0.018	 20.3	 42.4	 5.9	 2.2	 2.8	 -0.190	 81.5	 0.020	 0.0	
124	 0.416	 0.022	 29.3	 68.7	 8.6	 2.5	 2.8	 -0.170	 76.0	 0.220	 0.0	
125	 -2.657	 0.018	 11.9	 43.0	 5.6	 2.8	 2.8	 -0.140	 87.5	 0.140	 0.0	
126	 -1.572	 0.017	 34.9	 46.5	 4.7	 2.9	 2.8	 -0.150	 76.4	 0.000	 0.0	
127	 0.315	 0.014	 -21.4	 7.9	 1.3	 2.9	 2.8	 -0.100	 93.5	 0.490	 0.0	
128	 -1.093	 0.020	 26.1	 52.1	 3.6	 2.7	 2.8	 -0.030	 66.8	 0.000	 0.1	
129	 -0.763	 0.023	 37.2	 63.8	 4.9	 2.9	 2.9	 -0.040	 59.2	 0.000	 0.0	
130	 -0.228	 0.023	 26.6	 57.1	 7.7	 3.3	 2.9	 -0.070	 53.0	 0.000	 0.0	
131	 -0.301	 0.021	 9.1	 34.5	 6.7	 3.6	 2.9	 -0.080	 66.8	 0.010	 0.0	
132	 -1.041	 0.023	 32.1	 69.3	 8.8	 3.8	 3.0	 -0.110	 58.9	 0.010	 0.0	
133	 0.094	 0.042	 -39.8	 15.4	 5.4	 4.1	 3.0	 -0.010	 94.6	 0.460	 0.1	
134	 -1.925	 0.030	 50.3	 85.5	 7.9	 4.3	 3.1	 -0.010	 76.0	 0.000	 0.1	
135	 0.115	 0.031	 35.2	 95.9	 11.9	 4.8	 3.1	 -0.050	 63.0	 0.000	 0.1	
136	 -0.147	 0.029	 23.7	 82.9	 13.7	 5.2	 3.1	 -0.080	 64.4	 0.000	 0.1	
137	 1.224	 0.031	 20.1	 84.3	 15.6	 5.8	 3.2	 -0.110	 64.2	 0.000	 0.1	
138	 0.046	 0.029	 30.9	 104.8	 15.3	 6.2	 3.2	 -0.126	 60.9	 0.000	 0.0	
139	 0.886	 0.025	 35.2	 119.4	 15.4	 6.5	 3.3	 -0.170	 55.6	 0.000	 0.0	
140	 0.442	 0.026	 33.2	 116.8	 16.3	 6.9	 3.3	 -0.210	 58.3	 0.000	 0.0	
141	 -0.592	 0.026	 28.3	 92.2	 15.1	 7.3	 3.4	 -0.230	 69.6	 0.000	 0.0	
142	 -1.754	 0.026	 20.2	 68.1	 14.4	 7.4	 3.4	 -0.250	 80.7	 0.000	 0.0	
143	 1.992	 0.029	 16.5	 92.5	 21.8	 8.3	 3.5	 -0.260	 63.8	 0.000	 0.0	
144	 1.169	 0.028	 13.0	 60.4	 20.1	 8.9	 3.6	 -0.170	 80.2	 0.410	 0.0	
145	 0.925	 0.033	 27.7	 126.2	 23.1	 9.7	 3.6	 -0.200	 51.0	 0.000	 0.0	
146	 -0.568	 0.028	 44.2	 121.4	 17.0	 9.6	 3.7	 -0.270	 53.8	 0.000	 0.0	
147	 1.037	 0.025	 41.0	 110.7	 16.3	 9.5	 3.8	 -0.320	 69.9	 0.000	 0.0	
148	 1.759	 0.025	 8.3	 61.3	 16.1	 9.6	 3.9	 -0.360	 76.5	 0.010	 0.0	
149	 2.693	 0.025	 34.2	 125.5	 20.4	 9.9	 4.0	 -0.360	 55.7	 0.000	 0.0	
150	 -0.381	 0.028	 8.7	 50.4	 15.9	 10.1	 4.1	 -0.350	 79.1	 0.140	 0.0	
151	 -0.325	 0.030	 6.0	 86.0	 13.9	 9.9	 4.2	 -0.360	 75.0	 0.000	 0.0	
152	 -1.573	 0.033	 28.9	 60.0	 12.8	 10.0	 4.3	 -0.390	 82.0	 0.010	 0.0	
153	 -0.734	 0.052	 42.4	 85.9	 11.8	 9.7	 4.3	 -0.430	 71.5	 0.000	 0.0	
154	 1.197	 0.044	 36.2	 97.9	 14.0	 9.8	 4.4	 -0.420	 71.5	 0.040	 0.0	
155	 1.054	 0.028	 14.7	 66.9	 15.9	 10.3	 4.5	 -0.340	 81.8	 0.340	 0.0	
156	 -2.177	 0.029	 22.5	 61.8	 14.0	 10.2	 4.6	 -0.350	 85.6	 0.140	 0.0	
157	 -1.614	 0.025	 13.7	 46.0	 12.3	 10.2	 4.7	 -0.300	 92.8	 0.160	 0.0	
158	 -0.779	 0.027	 41.3	 106.8	 13.9	 10.3	 4.8	 -0.320	 70.7	 0.000	 0.0	
159	 1.432	 0.027	 -10.0	 26.6	 12.3	 10.2	 4.9	 -0.260	 92.1	 0.420	 0.0	
160	 -1.256	 0.029	 12.2	 47.8	 12.7	 10.3	 5.0	 -0.260	 88.2	 0.010	 0.0	
161	 -0.399	 0.025	 5.7	 40.5	 11.9	 10.1	 5.1	 -0.300	 89.0	 0.060	 0.0	
162	 1.025	 0.026	 -0.1	 28.6	 12.9	 10.3	 5.2	 -0.220	 91.7	 0.240	 0.1	
163	 -0.064	 0.026	 -1.6	 27.8	 13.6	 10.5	 5.3	 -0.240	 93.0	 0.040	 0.0	
164	 -2.393	 0.030	 8.9	 46.7	 15.1	 10.8	 5.4	 -0.230	 91.0	 0.070	 0.0	
165	 -3.362	 0.026	 36.2	 70.6	 15.3	 10.7	 5.4	 -0.250	 80.7	 0.010	 0.0	
166	 -0.497	 0.030	 1.9	 42.9	 15.1	 11.2	 5.5	 -0.210	 94.8	 0.330	 0.0	
167	 -2.187	 0.032	 12.1	 62.3	 17.5	 11.7	 5.6	 -0.210	 86.2	 0.010	 0.0	
168	 -0.297	 0.037	 8.9	 52.9	 19.3	 11.8	 5.7	 -0.160	 83.9	 0.420	 0.0	
169	 -1.022	 0.038	 27.7	 122.7	 19.5	 12.3	 5.8	 -0.160	 52.4	 0.000	 0.0	
170	 -4.393	 0.032	 20.3	 60.1	 15.8	 12.2	 5.8	 -0.230	 86.5	 0.030	 0.0	
171	 -1.261	 0.030	 41.9	 113.4	 17.4	 12.2	 5.9	 -0.250	 73.2	 0.000	 0.0	
172	 -2.388	 0.044	 10.1	 47.6	 17.1	 12.5	 6.0	 -0.050	 92.6	 1.220	 0.1	
173	 -1.748	 0.042	 25.7	 86.8	 20.1	 13.4	 6.1	 -0.060	 85.1	 0.010	 0.1	
174	 -5.554	 0.041	 16.6	 71.7	 18.1	 13.2	 6.2	 -0.100	 80.6	 0.000	 0.1	
175	 -2.357	 0.044	 14.6	 70.9	 13.3	 12.8	 6.2	 -0.090	 89.4	 0.000	 0.1	
176	 -2.844	 0.044	 19.7	 63.3	 NaN	 NaN	 NaN	 -0.040	 NaN	 0.000	 0.1	
177	 -4.061	 0.044	 15.5	 67.0	 NaN	 NaN	 NaN	 -0.060	 NaN	 0.000	 0.1	
178	 -3.188	 0.046	 36.2	 118.2	 NaN	 NaN	 NaN	 -0.080	 NaN	 0.000	 0.1	
179	 -3.814	 0.044	 42.4	 98.5	 NaN	 NaN	 NaN	 -0.100	 NaN	 0.000	 0.1	
180	 -0.793	 0.041	 29.8	 87.9	 NaN	 NaN	 NaN	 -0.130	 NaN	 0.000	 0.1	
181	 -7.622	 0.034	 25.3	 85.5	 NaN	 NaN	 NaN	 -0.180	 NaN	 0.000	 0.1	
182	 -11.065	 0.032	 39.4	 105.2	 NaN	 NaN	 NaN	 -0.200	 NaN	 0.000	 NaN	
183	 -12.190	 0.030	 48.0	 119.5	 NaN	 NaN	 NaN	 -0.230	 NaN	 0.000	 NaN	
184	 -12.100	 0.028	 55.7	 133.9	 NaN	 NaN	 NaN	 -0.260	 NaN	 0.000	 NaN	
185	 -16.119	 0.060	 66.2	 163.4	 NaN	 NaN	 NaN	 -0.020	 NaN	 0.000	 NaN	
186	 -16.025	 0.059	 82.6	 182.1	 NaN	 NaN	 NaN	 -0.030	 NaN	 0.000	 NaN	
187	 -10.909	 0.062	 79.5	 175.5	 21.7	 15.8	 7.3	 -0.030	 58.7	 0.010	 0.1	
188	 -2.514	 0.049	 5.1	 52.3	 17.5	 15.2	 7.3	 -0.080	 86.3	 0.000	 0.1	
189	 -3.406	 0.054	 34.0	 116.2	 18.4	 15.0	 7.4	 -0.090	 74.1	 0.000	 0.1	
190	 -1.254	 0.052	 37.9	 119.9	 18.4	 15.0	 7.5	 -0.130	 72.1	 0.000	 0.1	
191	 0.653	 0.037	 27.9	 110.0	 21.6	 15.3	 7.6	 -0.170	 75.5	 0.030	 0.0	
192	 -4.265	 0.056	 37.1	 117.0	 18.1	 15.5	 7.7	 -0.140	 77.0	 0.210	 0.0	
193	 -1.931	 0.037	 44.8	 116.5	 15.6	 14.9	 7.8	 -0.190	 73.7	 0.000	 0.0	
194	 -0.977	 0.033	 24.8	 83.4	 18.4	 14.9	 7.8	 -0.220	 78.2	 0.000	 0.0	
195	 0.587	 0.050	 0.9	 33.3	 20.6	 15.3	 7.9	 -0.090	 85.2	 0.750	 0.1	
196	 -2.443	 0.045	 32.4	 112.3	 19.5	 15.4	 8.0	 -0.100	 67.9	 0.010	 0.1	
197	 -0.887	 0.040	 34.1	 119.4	 21.5	 15.5	 8.1	 -0.150	 68.9	 0.000	 0.0	
198	 -0.872	 0.032	 13.8	 65.3	 17.5	 15.2	 8.2	 -0.200	 83.7	 0.020	 0.0	
199	 0.224	 0.032	 32.2	 103.8	 20.0	 15.5	 8.3	 -0.210	 77.9	 0.010	 0.0	
200	 -0.263	 0.030	 13.6	 64.7	 17.5	 15.2	 8.3	 -0.230	 83.5	 0.150	 0.0	
201	 -1.063	 0.039	 21.5	 75.1	 18.1	 15.3	 8.4	 -0.150	 85.8	 0.280	 0.1	
202	 -0.040	 0.033	 28.5	 99.0	 19.7	 15.4	 8.5	 -0.200	 77.1	 0.000	 0.0	
203	 1.057	 0.029	 19.2	 71.8	 20.1	 15.6	 8.6	 -0.240	 82.8	 0.020	 0.0	
204	 0.647	 0.028	 31.2	 87.7	 19.8	 15.9	 8.6	 -0.260	 79.4	 0.030	 0.0	
205	 -1.276	 0.045	 22.7	 76.4	 18.2	 16.0	 8.7	 -0.090	 88.2	 0.880	 0.1	
206	 -0.902	 0.044	 32.7	 115.8	 19.1	 15.8	 8.8	 -0.110	 76.2	 0.010	 0.1	
207	 0.264	 0.037	 28.2	 100.3	 20.8	 15.9	 8.9	 -0.170	 79.2	 0.000	 0.0	
208	 1.901	 0.040	 3.6	 36.7	 20.8	 16.1	 8.9	 -0.140	 90.3	 0.350	 0.1	
209	 -2.072	 0.040	 32.9	 104.3	 18.8	 16.0	 9.0	 -0.150	 73.4	 0.000	 0.1	
210	 -0.397	 0.032	 28.0	 95.7	 18.0	 15.8	 9.1	 -0.200	 79.2	 0.000	 0.0	
211	 -0.028	 0.031	 7.0	 43.8	 18.4	 15.9	 9.1	 -0.210	 91.9	 0.130	 0.0	
212	 0.590	 0.032	 22.7	 73.4	 20.0	 16.2	 9.2	 -0.210	 88.3	 0.000	 0.0	
213	 -1.621	 0.089	 20.6	 90.6	 20.7	 16.5	 9.2	 0.160	 87.4	 2.200	 0.1	
214	 -1.672	 0.085	 10.3	 56.3	 20.8	 16.7	 9.4	 0.170	 90.7	 0.340	 0.1	
215	 -3.466	 0.085	 24.4	 111.8	 21.7	 16.7	 9.5	 0.170	 78.7	 0.000	 0.1	
216	 -4.410	 0.090	 25.2	 104.1	 20.5	 16.8	 9.5	 0.150	 76.5	 0.230	 0.1	
217	 -4.205	 0.091	 25.8	 102.1	 17.6	 16.8	 9.6	 0.150	 76.3	 0.000	 0.1	
218	 -3.634	 0.092	 38.3	 111.1	 16.2	 16.6	 9.6	 0.130	 72.7	 0.000	 0.1	
219	 -3.063	 0.088	 14.6	 76.1	 17.8	 16.4	 9.7	 0.100	 86.2	 0.000	 0.1	
220	 -1.662	 0.088	 23.3	 88.8	 20.7	 16.6	 9.8	 0.090	 89.4	 0.040	 0.1	
221	 -1.134	 0.089	 23.2	 103.0	 22.7	 17.0	 9.8	 0.070	 81.5	 0.000	 0.1	
222	 -1.585	 0.089	 5.8	 66.1	 22.2	 17.2	 9.9	 0.130	 85.7	 0.680	 0.1	
223	 -2.297	 0.095	 27.3	 96.2	 23.1	 17.6	 10.0	 0.130	 85.3	 0.070	 0.1	
224	 -0.083	 0.090	 1.3	 46.0	 19.8	 17.4	 10.0	 0.110	 90.3	 0.050	 0.1	
225	 -2.299	 0.089	 15.1	 78.0	 21.1	 17.5	 10.1	 0.100	 85.1	 0.030	 0.1	
226	 -2.779	 0.095	 20.2	 94.7	 19.5	 17.4	 10.2	 0.090	 79.1	 0.100	 0.1	
227	 -4.052	 0.105	 18.9	 80.6	 14.7	 17.2	 10.2	 0.080	 79.5	 0.080	 0.1	
