DoY	 NEE	 CH4	 H 	 LE	 Tair	 Tsoil 10cm	 Tsoil 100cm	 Water Table	 RH	 Prec	 Tsoil_water	 
24	 -1.557	 0.018	 -3.4	 9.4	 -0.9	 0.5	 5.4	 0.000	 84.7	 0.000	 NaN	
25	 -1.574	 0.021	 -5.9	 7.1	 -7.5	 0.5	 5.4	 -0.010	 74.2	 0.000	 NaN	
26	 -2.024	 0.017	 -7.9	 6.9	 -2.5	 0.5	 5.3	 0.000	 91.9	 0.010	 NaN	
27	 -1.730	 0.017	 -1.9	 8.9	 -2.5	 0.5	 5.3	 -0.010	 86.4	 0.000	 0.3	
28	 -2.232	 0.016	 -9.4	 5.7	 -2.9	 0.5	 5.3	 -0.010	 96.9	 0.000	 NaN	
29	 -1.904	 0.019	 -9.6	 4.9	 -9.2	 0.5	 5.2	 -0.020	 84.5	 0.000	 NaN	
30	 -1.867	 0.022	 -11.5	 3.1	 -14.3	 0.5	 5.2	 -0.020	 79.2	 0.000	 NaN	
31	 -1.626	 0.020	 -7.9	 6.7	 -11.5	 0.5	 5.2	 -0.020	 71.2	 0.000	 NaN	
32	 -1.914	 0.023	 -13.5	 2.4	 -21.8	 0.4	 5.1	 -0.030	 65.8	 0.000	 NaN	
33	 -1.748	 0.023	 -10.4	 4.5	 -19.1	 0.4	 5.1	 -0.030	 63.6	 0.000	 NaN	
34	 -1.740	 0.022	 -10.6	 4.4	 -16.4	 0.4	 5.0	 -0.030	 74.8	 0.000	 NaN	
35	 -1.862	 0.023	 -8.7	 2.1	 -18.3	 0.3	 5.0	 -0.040	 69.2	 0.000	 0.0	
36	 -1.359	 0.022	 -11.0	 4.0	 -13.5	 0.3	 5.0	 -0.050	 71.5	 0.000	 0.0	
37	 -2.983	 0.021	 2.3	 4.1	 -10.4	 0.3	 4.9	 -0.050	 80.3	 0.000	 0.0	
38	 -3.083	 0.025	 -2.0	 6.2	 -5.9	 0.3	 4.9	 -0.050	 85.2	 0.000	 0.0	
39	 -2.437	 0.021	 -1.1	 3.3	 -9.6	 0.3	 4.9	 -0.060	 90.0	 0.000	 0.0	
40	 -2.082	 0.027	 -5.8	 5.9	 -6.6	 0.3	 4.8	 -0.060	 83.5	 0.000	 0.0	
41	 -2.353	 0.029	 -8.0	 5.2	 -5.5	 0.3	 4.8	 -0.060	 86.8	 0.190	 0.0	
42	 -2.317	 0.029	 -12.0	 2.4	 -14.1	 0.2	 4.8	 -0.080	 77.4	 0.000	 0.0	
43	 -1.824	 0.022	 -14.6	 1.3	 -20.5	 0.2	 4.7	 -0.070	 69.8	 0.000	 0.0	
44	 -1.936	 0.025	 -15.1	 3.1	 -12.7	 0.2	 4.7	 -0.060	 76.9	 0.000	 0.0	
45	 -2.471	 0.023	 -18.2	 0.4	 -22.4	 0.2	 4.7	 -0.070	 60.4	 0.000	 0.0	
46	 -2.063	 0.023	 -13.9	 0.2	 -20.1	 0.2	 4.6	 -0.080	 73.1	 0.000	 0.0	
47	 -2.114	 0.023	 -12.9	 1.6	 -14.7	 0.2	 4.6	 -0.070	 77.8	 0.000	 0.0	
48	 -1.821	 0.021	 -12.8	 0.2	 -20.3	 0.1	 4.6	 -0.070	 75.6	 0.000	 0.0	
49	 -2.500	 0.023	 -14.4	 -0.6	 -24.9	 0.1	 4.5	 -0.080	 68.6	 0.000	 0.0	
50	 -2.008	 0.023	 -12.2	 1.4	 -24.4	 0.1	 4.5	 -0.090	 63.3	 0.000	 0.0	
51	 -2.341	 0.022	 -13.9	 2.0	 -12.5	 0.1	 4.5	 -0.090	 83.3	 0.020	 0.0	
52	 -1.759	 0.023	 -18.5	 1.1	 -15.9	 0.1	 4.4	 -0.090	 72.7	 0.000	 0.0	
53	 -2.320	 0.023	 -15.4	 -0.6	 -25.7	 0.1	 4.4	 -0.100	 64.0	 0.000	 0.0	
54	 -1.723	 0.023	 -8.4	 4.2	 -17.7	 0.0	 4.4	 -0.100	 67.4	 0.000	 0.0	
55	 -1.472	 0.024	 -20.5	 6.8	 -10.5	 0.1	 4.4	 -0.110	 62.6	 0.000	 0.0	
56	 -2.200	 0.021	 -13.9	 1.0	 -19.3	 0.0	 4.3	 -0.110	 63.6	 0.000	 0.0	
57	 -1.823	 0.022	 -12.8	 0.0	 -20.9	 0.0	 4.3	 -0.110	 64.7	 0.000	 0.0	
58	 -1.467	 0.022	 -9.4	 4.7	 -18.6	 0.0	 4.3	 -0.100	 60.6	 0.000	 0.0	
59	 -1.539	 0.023	 3.6	 9.5	 -13.8	 -0.0	 4.3	 -0.100	 66.4	 0.000	 0.0	
60	 -1.123	 0.022	 -12.1	 4.9	 -10.2	 -0.0	 4.2	 -0.100	 75.9	 0.000	 0.0	
61	 -1.322	 0.024	 8.5	 15.3	 -10.4	 -0.0	 4.2	 -0.100	 68.1	 0.000	 0.0	
62	 -1.538	 0.026	 -17.6	 5.0	 -9.4	 -0.0	 4.2	 -0.100	 72.5	 0.080	 0.0	
63	 -1.709	 0.021	 -11.6	 1.2	 -20.6	 -0.0	 4.1	 -0.110	 66.3	 0.000	 0.0	
64	 -1.742	 0.023	 -2.9	 5.5	 -20.1	 -0.0	 4.1	 -0.120	 62.1	 0.000	 0.0	
65	 -1.232	 0.021	 -9.9	 10.8	 -6.8	 -0.1	 4.1	 -0.120	 60.1	 0.000	 0.0	
66	 -1.306	 0.022	 -13.9	 10.5	 -2.7	 -0.0	 4.1	 -0.130	 65.1	 0.000	 0.0	
67	 -0.321	 0.025	 -15.1	 9.2	 1.2	 -0.0	 4.0	 -0.140	 69.7	 0.000	 0.0	
68	 -0.663	 0.028	 -17.7	 17.2	 4.0	 -0.0	 4.0	 -0.130	 60.2	 0.000	 0.0	
69	 -0.968	 0.031	 -16.2	 25.8	 5.9	 -0.0	 4.0	 0.050	 61.5	 0.000	 0.0	
70	 -0.990	 0.033	 17.5	 36.0	 2.6	 -0.0	 4.0	 0.030	 62.7	 0.000	 0.1	
71	 -0.776	 0.030	 17.9	 49.5	 6.6	 -0.0	 3.9	 0.080	 58.0	 0.000	 0.1	
72	 -0.926	 0.027	 9.1	 22.3	 3.4	 -0.0	 3.9	 0.070	 84.8	 0.000	 0.1	
73	 -0.714	 0.026	 26.0	 44.2	 4.6	 -0.0	 3.9	 0.100	 76.6	 0.000	 0.1	
74	 -0.364	 0.029	 2.9	 56.9	 11.7	 0.0	 3.8	 0.110	 48.2	 0.000	 0.1	
75	 -0.303	 0.028	 2.6	 21.2	 3.9	 0.0	 3.8	 0.150	 59.5	 0.120	 0.1	
76	 -0.704	 0.027	 27.9	 49.5	 -0.6	 0.0	 3.8	 0.120	 44.5	 0.000	 0.1	
77	 -0.840	 0.029	 22.7	 33.9	 -0.4	 0.0	 3.8	 0.080	 59.2	 0.000	 0.1	
78	 -0.891	 0.029	 10.8	 28.4	 2.4	 0.0	 3.7	 0.090	 67.5	 0.020	 0.1	
79	 -1.344	 0.028	 2.8	 17.1	 0.8	 0.0	 3.7	 0.120	 81.4	 0.060	 0.1	
80	 -1.029	 0.029	 31.6	 39.5	 -7.1	 0.0	 3.7	 0.100	 46.3	 0.000	 0.1	
81	 -1.102	 0.029	 33.9	 45.4	 -3.0	 0.0	 3.7	 0.070	 48.1	 0.000	 0.1	
82	 -0.839	 0.031	 15.1	 26.0	 -0.7	 0.0	 3.7	 0.050	 61.5	 0.000	 0.1	
83	 -1.153	 0.032	 24.5	 46.8	 2.8	 0.0	 3.6	 0.050	 67.2	 0.000	 0.1	
84	 -1.186	 0.030	 3.9	 14.5	 -0.2	 0.0	 3.6	 0.070	 90.5	 0.020	 0.1	
85	 -1.085	 0.031	 43.2	 50.1	 -5.0	 0.0	 3.6	 0.050	 59.3	 0.000	 0.1	
86	 -0.686	 0.031	 33.4	 39.7	 -6.8	 0.0	 3.6	 0.030	 59.1	 0.000	 0.1	
87	 -1.367	 0.033	 32.1	 57.1	 -1.9	 0.0	 3.6	 0.020	 58.4	 0.000	 0.1	
88	 0.333	 0.033	 7.5	 36.0	 3.2	 0.0	 3.6	 0.070	 72.8	 0.240	 0.1	
89	 -1.264	 0.031	 12.4	 27.7	 2.5	 0.0	 3.5	 0.030	 80.7	 0.000	 0.1	
90	 -0.830	 0.034	 27.1	 58.3	 4.8	 0.0	 3.5	 0.020	 74.9	 0.000	 0.1	
91	 -0.864	 0.031	 12.4	 52.4	 9.3	 0.0	 3.5	 0.030	 61.6	 0.000	 0.1	
92	 -0.484	 0.036	 23.1	 75.8	 5.4	 0.0	 3.5	 0.030	 64.5	 0.000	 0.1	
93	 -1.263	 0.034	 51.4	 49.7	 -4.2	 0.0	 3.5	 -0.010	 65.0	 0.010	 0.1	
94	 -1.209	 0.035	 41.1	 51.9	 -1.7	 0.0	 3.5	 -0.020	 68.5	 0.000	 0.1	
95	 -1.004	 0.033	 38.7	 51.5	 -1.5	 0.0	 3.4	 -0.030	 44.9	 0.000	 0.1	
96	 -1.409	 0.029	 22.1	 47.2	 0.8	 0.0	 3.4	 -0.060	 25.2	 0.000	 0.1	
97	 -2.339	 0.034	 3.7	 27.0	 0.5	 0.0	 3.4	 -0.080	 36.8	 0.000	 0.1	
98	 -2.099	 0.031	 27.5	 31.1	 2.1	 0.0	 3.4	 -0.070	 81.2	 0.010	 0.1	
99	 -1.377	 0.034	 18.6	 43.4	 3.6	 0.0	 3.4	 -0.080	 78.6	 0.000	 0.1	
100	 -1.079	 0.036	 40.9	 76.0	 4.0	 0.0	 3.4	 -0.090	 64.9	 0.000	 0.1	
101	 -0.514	 0.034	 30.3	 81.8	 8.9	 0.0	 3.4	 -0.120	 53.2	 0.000	 0.1	
102	 -0.019	 0.029	 9.6	 76.1	 15.6	 0.1	 3.3	 -0.120	 51.3	 0.000	 0.1	
103	 -0.565	 0.035	 8.2	 76.2	 8.3	 0.1	 3.3	 -0.140	 40.9	 0.000	 0.1	
104	 -0.358	 0.033	 34.8	 90.8	 9.0	 0.1	 3.3	 -0.180	 36.2	 0.000	 0.1	
105	 0.284	 0.037	 31.6	 102.6	 13.4	 0.1	 3.3	 -0.190	 30.8	 0.000	 0.1	
106	 -0.040	 0.037	 17.6	 60.3	 11.5	 0.1	 3.3	 -0.200	 52.3	 0.000	 0.1	
107	 -0.556	 0.039	 16.6	 94.7	 10.8	 0.1	 3.3	 -0.210	 50.2	 0.000	 0.1	
108	 -0.554	 0.036	 32.2	 83.4	 9.3	 0.1	 3.3	 -0.230	 49.6	 0.000	 0.1	
109	 -1.136	 0.032	 -1.4	 15.1	 5.0	 0.0	 3.2	 0.030	 92.6	 0.540	 0.1	
110	 -1.834	 0.035	 5.6	 20.2	 0.2	 0.0	 3.2	 0.030	 91.5	 0.000	 0.1	
111	 -0.866	 0.034	 12.5	 21.1	 -1.3	 0.0	 3.2	 0.000	 84.9	 0.010	 0.1	
112	 -1.213	 0.035	 44.8	 75.7	 0.2	 0.0	 3.2	 0.010	 54.1	 0.000	 0.1	
113	 -0.893	 0.036	 47.6	 75.2	 1.7	 0.1	 3.2	 -0.030	 49.4	 0.000	 0.1	
114	 -1.313	 0.036	 0.3	 18.3	 3.4	 0.1	 3.2	 -0.060	 58.7	 0.000	 0.1	
115	 -1.159	 0.031	 36.2	 73.4	 7.5	 0.1	 3.1	 -0.070	 44.5	 0.000	 0.1	
116	 -0.910	 0.034	 37.7	 87.9	 5.9	 0.1	 3.1	 -0.110	 47.0	 0.000	 0.1	
117	 -0.890	 0.034	 32.1	 97.7	 9.3	 0.1	 3.1	 -0.160	 49.2	 0.000	 0.1	
118	 -0.679	 0.035	 29.0	 100.4	 10.5	 0.1	 3.1	 -0.160	 60.9	 0.000	 0.1	
119	 -1.119	 0.033	 19.1	 53.4	 8.3	 0.1	 3.1	 -0.190	 61.5	 0.000	 0.1	
120	 -0.056	 0.037	 36.9	 90.0	 12.0	 0.1	 3.1	 -0.200	 48.4	 0.000	 0.1	
121	 0.185	 0.035	 29.3	 75.4	 12.7	 0.1	 3.1	 -0.200	 63.7	 0.030	 0.1	
122	 1.091	 0.037	 30.0	 108.9	 16.0	 0.1	 3.1	 -0.220	 54.7	 0.000	 0.1	
123	 -0.329	 0.040	 9.8	 87.3	 15.5	 0.1	 3.1	 -0.250	 49.2	 0.000	 0.1	
124	 -0.834	 0.038	 39.0	 97.3	 9.7	 0.1	 3.1	 -0.290	 52.3	 0.000	 0.1	
125	 0.365	 0.040	 35.2	 102.5	 12.8	 0.1	 3.0	 -0.320	 45.6	 0.000	 0.2	
126	 -0.992	 0.041	 15.3	 41.7	 14.2	 0.1	 3.0	 -0.310	 70.0	 0.050	 0.2	
127	 0.068	 0.030	 5.8	 34.6	 15.2	 0.1	 3.0	 -0.240	 89.7	 0.110	 0.2	
128	 -1.745	 0.035	 42.7	 63.3	 5.2	 0.1	 3.0	 -0.230	 81.2	 0.010	 0.2	
129	 -1.291	 0.032	 23.2	 42.5	 5.9	 0.1	 3.0	 -0.230	 74.0	 0.000	 0.2	
130	 -1.796	 0.034	 23.3	 48.8	 6.7	 0.1	 3.0	 -0.260	 73.3	 0.890	 0.2	
131	 -1.299	 0.029	 1.9	 14.3	 4.2	 0.1	 2.9	 0.070	 98.8	 0.640	 0.3	
132	 -0.806	 0.029	 41.5	 66.1	 4.0	 0.1	 2.9	 0.210	 85.3	 0.000	 0.4	
133	 -1.171	 0.028	 1.4	 20.4	 3.8	 0.1	 2.9	 0.200	 93.3	 0.500	 0.5	
134	 -0.639	 0.028	 3.7	 23.5	 7.6	 0.3	 2.9	 0.290	 91.8	 0.520	 0.6	
135	 -0.678	 0.030	 22.0	 48.7	 10.3	 0.3	 2.9	 0.370	 89.4	 0.000	 0.8	
136	 -0.507	 0.029	 22.1	 69.8	 13.2	 0.2	 2.8	 0.370	 77.2	 0.040	 0.8	
137	 -0.097	 0.030	 9.0	 46.5	 15.4	 0.4	 2.8	 0.480	 95.0	 1.060	 0.9	
138	 -0.562	 0.031	 25.0	 40.6	 3.8	 0.3	 2.8	 0.530	 92.1	 0.300	 1.0	
139	 -1.582	 0.031	 54.3	 111.1	 5.7	 0.2	 2.8	 0.530	 61.5	 0.000	 1.0	
140	 -0.683	 0.032	 35.5	 107.4	 9.1	 0.2	 2.8	 0.510	 59.4	 0.000	 1.0	
141	 -0.895	 0.029	 31.2	 139.4	 12.4	 0.2	 2.8	 0.490	 48.4	 0.000	 1.0	
142	 -0.203	 0.030	 32.3	 111.1	 12.4	 0.2	 2.8	 0.460	 61.6	 0.000	 1.0	
143	 0.625	 0.030	 32.9	 133.6	 16.1	 0.3	 2.8	 0.440	 55.1	 0.000	 1.0	
144	 -0.504	 0.029	 15.9	 66.3	 15.0	 0.3	 2.8	 0.410	 72.4	 0.000	 1.0	
145	 -0.323	 0.029	 2.2	 25.5	 13.8	 0.5	 2.8	 0.500	 96.7	 0.730	 1.0	
146	 -0.258	 0.030	 28.9	 88.3	 15.9	 0.6	 2.7	 0.500	 80.1	 0.000	 1.0	
147	 -0.656	 0.031	 23.8	 111.9	 17.9	 1.2	 2.7	 0.480	 69.4	 0.000	 1.0	
148	 1.175	 0.031	 19.4	 98.2	 18.3	 1.7	 2.7	 0.450	 66.7	 0.010	 1.0	
149	 -1.083	 0.031	 4.0	 40.9	 12.7	 2.2	 2.7	 0.450	 86.4	 0.140	 1.0	
150	 -2.038	 0.028	 52.5	 111.8	 7.0	 2.9	 2.7	 0.440	 66.4	 0.000	 1.0	
151	 -1.087	 0.031	 36.4	 94.8	 9.0	 3.3	 2.7	 0.410	 59.3	 0.000	 1.0	
152	 -0.335	 0.032	 38.5	 115.1	 12.1	 3.6	 2.7	 0.390	 55.2	 0.000	 1.0	
153	 -0.008	 0.031	 13.9	 67.2	 16.6	 4.0	 2.7	 0.470	 63.0	 0.020	 1.0	
154	 -0.230	 0.031	 0.3	 25.3	 15.7	 4.6	 2.7	 0.410	 96.4	 0.380	 1.0	
155	 -0.873	 0.030	 5.4	 28.0	 15.6	 5.1	 2.7	 0.410	 94.7	 0.010	 1.0	
156	 -1.765	 0.033	 36.8	 98.9	 15.6	 5.6	 2.7	 0.400	 72.6	 0.000	 1.0	
157	 0.181	 0.031	 9.3	 48.3	 12.8	 6.0	 2.7	 0.530	 83.0	 1.130	 1.0	
158	 0.217	 0.037	 34.8	 97.2	 17.0	 6.6	 2.8	 0.560	 84.6	 0.320	 1.0	
159	 -1.649	 0.039	 15.8	 75.5	 17.8	 7.6	 2.8	 0.570	 79.3	 0.010	 1.0	
160	 -1.000	 0.038	 10.3	 92.4	 18.6	 8.3	 2.8	 0.550	 74.5	 0.010	 1.0	
161	 -2.871	 0.037	 26.1	 105.7	 16.5	 8.9	 2.8	 0.530	 68.1	 0.000	 1.0	
162	 -0.895	 0.038	 30.6	 113.3	 17.5	 9.4	 2.9	 0.510	 66.7	 0.000	 1.0	
163	 -0.336	 0.041	 34.2	 124.3	 19.1	 9.9	 3.0	 0.480	 67.1	 0.000	 1.1	
164	 -2.035	 0.041	 30.4	 116.2	 18.0	 10.4	 3.0	 0.450	 69.9	 0.000	 1.2	
165	 -2.739	 0.041	 17.3	 68.2	 15.7	 10.6	 3.1	 0.430	 90.4	 0.130	 1.3	
166	 -3.838	 0.041	 26.3	 103.6	 14.4	 10.6	 3.2	 0.420	 72.0	 0.000	 1.1	
167	 -1.551	 0.038	 21.2	 72.2	 12.2	 10.5	 3.2	 0.400	 74.5	 0.000	 1.0	
168	 -2.177	 0.041	 39.1	 107.8	 15.4	 10.4	 3.3	 0.390	 76.7	 0.000	 1.1	
169	 -2.598	 0.039	 43.6	 108.9	 14.6	 10.5	 3.4	 0.370	 69.6	 0.000	 1.0	
170	 -2.171	 0.041	 23.9	 86.0	 15.8	 10.5	 3.5	 0.340	 74.2	 0.000	 1.0	
171	 -2.222	 0.042	 21.3	 64.0	 18.0	 10.5	 3.6	 0.350	 89.3	 0.150	 1.1	
172	 -2.746	 0.043	 33.1	 115.9	 17.9	 10.7	 3.7	 0.320	 76.3	 0.000	 1.2	
173	 -4.250	 0.043	 18.6	 61.6	 16.6	 10.9	 3.8	 0.330	 88.3	 0.200	 1.4	
174	 -2.560	 0.046	 31.0	 119.9	 18.0	 10.9	 3.9	 0.310	 72.0	 0.000	 1.2	
175	 -2.974	 0.042	 15.1	 61.5	 16.6	 11.0	 4.0	 0.340	 87.9	 0.420	 1.1	
176	 -2.086	 0.046	 33.2	 97.1	 17.3	 11.2	 4.1	 0.340	 81.9	 0.070	 1.4	
177	 -3.326	 0.046	 30.4	 117.2	 18.2	 11.4	 4.2	 0.320	 76.7	 0.000	 1.4	
178	 -2.580	 0.045	 19.6	 99.2	 19.0	 11.6	 4.3	 0.310	 77.5	 0.270	 1.3	
179	 -4.371	 0.048	 28.2	 91.5	 19.0	 11.9	 4.4	 0.310	 84.4	 0.020	 1.3	
180	 -4.863	 0.046	 20.6	 100.9	 19.5	 12.0	 4.5	 0.280	 79.3	 0.000	 1.3	
181	 -6.333	 0.048	 42.6	 97.7	 16.5	 12.1	 4.6	 0.260	 79.1	 0.000	 1.2	
182	 -4.485	 0.048	 25.1	 85.8	 17.0	 12.1	 4.7	 0.230	 82.4	 0.000	 1.2	
183	 -4.451	 0.048	 23.0	 91.0	 18.8	 12.2	 4.8	 0.210	 78.1	 0.000	 1.1	
184	 -5.299	 0.051	 22.7	 91.0	 20.8	 12.4	 4.9	 0.190	 71.2	 0.000	 1.0	
185	 -4.040	 0.051	 24.4	 104.0	 19.6	 12.6	 5.0	 0.170	 76.2	 0.000	 0.9	
186	 -3.222	 0.050	 12.8	 74.5	 21.7	 12.9	 5.0	 0.290	 86.4	 0.800	 0.9	
187	 -3.498	 0.049	 24.3	 81.9	 15.7	 13.3	 5.1	 0.280	 78.8	 0.010	 1.2	
188	 -4.886	 0.056	 47.5	 121.2	 14.6	 13.0	 5.2	 0.260	 69.2	 0.000	 1.2	
189	 -4.114	 0.054	 4.8	 45.7	 14.5	 12.8	 5.3	 0.210	 81.6	 0.000	 1.2	
190	 -4.457	 0.051	 26.0	 94.3	 18.0	 12.5	 5.4	 0.200	 79.7	 0.000	 1.1	
191	 -3.878	 0.052	 27.5	 122.6	 19.9	 12.6	 5.5	 0.170	 71.7	 0.000	 1.0	
192	 -3.934	 0.054	 21.5	 99.1	 21.5	 12.9	 5.6	 0.140	 79.8	 0.000	 0.8	
193	 -0.820	 0.058	 9.3	 69.0	 22.9	 13.3	 5.7	 0.170	 88.1	 0.280	 0.8	
194	 -4.268	 0.057	 26.3	 102.2	 21.8	 13.6	 5.8	 0.160	 79.6	 0.000	 0.8	
195	 -3.592	 0.055	 14.6	 60.3	 21.0	 13.9	 5.8	 0.120	 83.7	 0.000	 0.8	
196	 -3.269	 0.069	 21.6	 86.8	 20.1	 14.1	 5.9	 0.080	 75.9	 0.020	 0.7	
197	 -1.367	 0.055	 4.6	 45.2	 20.6	 14.3	 6.0	 0.230	 93.1	 0.910	 0.8	
198	 -2.898	 0.060	 37.1	 118.2	 22.2	 14.4	 6.1	 0.230	 81.9	 0.000	 1.0	
199	 -3.562	 0.054	 24.4	 114.3	 21.5	 14.6	 6.2	 0.190	 72.7	 0.000	 1.0	
200	 -3.534	 0.052	 26.5	 126.6	 22.0	 14.5	 6.3	 0.160	 62.8	 0.000	 0.9	
201	 -5.555	 0.059	 27.0	 99.5	 19.1	 14.5	 6.3	 0.120	 68.4	 0.000	 0.8	
202	 -5.745	 0.067	 41.3	 124.5	 18.1	 14.4	 6.4	 0.090	 71.9	 0.000	 0.7	
203	 -4.294	 0.068	 25.6	 100.5	 19.0	 14.3	 6.5	 0.060	 80.8	 0.000	 0.6	
204	 -2.486	 0.077	 24.7	 120.1	 22.5	 14.5	 6.6	 0.040	 76.2	 0.000	 0.6	
205	 -1.616	 0.069	 18.1	 60.3	 21.3	 14.7	 6.7	 0.100	 86.2	 0.440	 0.6	
206	 -2.882	 0.071	 18.5	 90.7	 21.1	 14.7	 6.8	 0.070	 80.4	 0.000	 0.6	
207	 -0.963	 0.076	 24.7	 111.6	 23.0	 14.9	 6.8	 0.050	 77.9	 0.000	 0.6	
208	 -1.292	 0.088	 19.5	 115.2	 23.4	 15.2	 6.9	 0.010	 76.8	 0.000	 0.5	
209	 2.166	 0.095	 3.4	 67.6	 23.3	 15.5	 7.0	 -0.010	 78.6	 0.090	 0.5	
210	 -0.895	 0.087	 -18.3	 70.1	 19.9	 15.4	 7.1	 -0.040	 62.2	 0.000	 0.5	
211	 -2.572	 0.095	 22.6	 102.8	 21.2	 15.2	 7.1	 -0.070	 64.0	 0.000	 0.5	
212	 -3.514	 0.090	 22.9	 95.7	 19.3	 15.1	 7.2	 -0.090	 64.7	 0.000	 0.5	
213	 -4.918	 0.094	 31.1	 103.5	 18.9	 14.9	 7.3	 -0.120	 71.1	 0.000	 0.4	
214	 -2.839	 0.094	 20.8	 91.5	 19.0	 15.0	 7.3	 -0.140	 67.9	 0.010	 0.4	
215	 -5.055	 0.086	 18.6	 59.0	 15.9	 14.8	 7.4	 -0.170	 74.1	 0.000	 0.4	
216	 -4.735	 0.087	 34.7	 79.9	 15.0	 14.6	 7.5	 -0.190	 79.3	 0.000	 0.4	
217	 -3.911	 0.095	 26.8	 76.9	 16.0	 14.4	 7.6	 -0.230	 75.2	 0.000	 0.4	
218	 -1.681	 0.105	 5.2	 36.3	 17.7	 14.4	 7.6	 -0.230	 86.2	 0.000	 0.4	
219	 -0.999	 0.118	 16.6	 50.5	 20.3	 14.5	 7.7	 -0.240	 87.5	 0.000	 0.4	
220	 -2.386	 0.087	 14.0	 54.6	 19.2	 14.8	 7.8	 -0.030	 92.1	 0.640	 0.4	
221	 -3.711	 0.087	 15.9	 62.9	 18.5	 14.8	 7.9	 -0.060	 85.1	 0.000	 0.4	
222	 -4.080	 0.089	 30.0	 100.5	 18.1	 14.7	 7.9	 -0.090	 78.3	 0.000	 0.4	
223	 -3.041	 0.097	 27.6	 90.3	 18.3	 14.6	 8.0	 -0.150	 77.8	 0.000	 0.4	
224	 -0.785	 0.108	 10.6	 79.7	 21.0	 14.7	 8.0	 -0.190	 78.1	 0.020	 0.4	
225	 0.092	 0.119	 17.4	 80.1	 24.2	 15.0	 8.1	 -0.210	 80.2	 0.000	 0.4	
226	 0.103	 0.121	 18.4	 97.5	 24.4	 15.4	 8.1	 -0.240	 75.6	 0.000	 NaN	
227	 0.468	 0.120	 13.0	 84.9	 24.5	 15.7	 8.1	 -0.270	 77.8	 0.000	 NaN	
228	 -1.601	 0.108	 7.4	 55.3	 20.4	 16.0	 8.2	 -0.170	 79.6	 0.300	 NaN	
229	 -4.762	 0.093	 24.7	 67.7	 15.9	 15.9	 8.3	 -0.220	 76.4	 0.010	 0.3	
