DoY	 NEE	 CH4	 H 	 LE	 Tair	 Tsoil 10cm	 Tsoil 100cm	 Water Table	 RH	 Prec	 Tsoil_water	 
25	 -1.440	 0.020	 -30.7	 0.3	 -19.6	 0.8	 5.4	 -0.120	 57.5	 0.000	 0.4	
26	 -0.777	 0.015	 -22.7	 -0.6	 -20.1	 0.8	 5.3	 -0.130	 75.5	 0.020	 0.4	
27	 -1.282	 0.017	 -19.7	 -2.0	 -28.1	 0.7	 5.3	 -0.150	 66.0	 0.000	 0.4	
28	 -0.188	 0.021	 -14.9	 -1.7	 -25.9	 0.7	 5.3	 -0.160	 69.4	 0.000	 0.4	
29	 -0.523	 0.019	 -11.9	 2.0	 -16.1	 0.7	 5.2	 -0.150	 66.7	 0.000	 0.4	
30	 -1.224	 0.025	 -14.3	 0.4	 -18.5	 0.7	 5.2	 -0.160	 65.3	 0.000	 0.4	
31	 -0.703	 0.020	 -17.7	 -2.2	 -22.9	 0.6	 5.2	 -0.180	 70.8	 0.000	 0.4	
32	 -0.813	 0.020	 -21.4	 -1.8	 -16.8	 0.6	 5.1	 -0.180	 76.9	 0.000	 0.4	
33	 -0.622	 0.020	 -15.7	 -2.9	 -21.3	 0.6	 5.1	 -0.190	 74.7	 0.000	 0.4	
34	 -0.455	 0.020	 -18.8	 -2.7	 -19.7	 0.6	 5.1	 -0.190	 76.9	 0.000	 0.4	
35	 -0.880	 0.020	 -18.0	 -2.3	 -21.6	 0.6	 5.0	 -0.190	 74.2	 0.000	 0.4	
36	 -0.986	 0.020	 -12.5	 -1.2	 -21.3	 0.6	 5.0	 -0.200	 72.3	 0.000	 0.4	
37	 -0.168	 0.020	 -18.3	 -1.4	 -21.0	 0.6	 5.0	 -0.200	 75.0	 0.000	 0.4	
38	 -0.075	 0.020	 -22.5	 -0.5	 -17.9	 0.5	 4.9	 -0.200	 62.5	 0.000	 0.4	
39	 -0.862	 0.020	 -14.5	 -1.5	 -21.3	 0.5	 4.9	 -0.210	 67.0	 0.000	 0.4	
40	 -1.334	 0.020	 -19.2	 -1.3	 -21.9	 0.5	 4.9	 -0.210	 67.9	 0.000	 0.3	
41	 -1.025	 0.020	 -15.4	 -2.3	 -23.8	 0.5	 4.8	 -0.220	 70.9	 0.000	 0.3	
42	 -0.659	 0.020	 -13.7	 -3.4	 -20.6	 0.5	 4.8	 -0.220	 71.2	 0.000	 0.3	
43	 -0.341	 0.020	 -15.2	 -2.0	 -14.9	 0.5	 4.8	 -0.220	 68.9	 0.000	 0.3	
44	 -0.036	 0.020	 -8.8	 -1.9	 -11.0	 0.5	 4.7	 -0.200	 82.6	 0.160	 0.3	
45	 -0.961	 0.020	 -19.6	 -2.0	 -19.2	 0.4	 4.7	 -0.210	 76.6	 0.000	 0.3	
46	 -0.298	 0.020	 -15.6	 -3.8	 -13.5	 0.4	 4.7	 -0.220	 78.0	 0.000	 0.3	
47	 -0.557	 0.020	 -12.9	 -3.0	 -16.9	 0.4	 4.6	 -0.220	 74.0	 0.000	 0.3	
48	 -0.045	 0.020	 -6.2	 -4.7	 -9.0	 0.4	 4.6	 -0.200	 87.5	 0.230	 0.3	
49	 0.045	 0.021	 -9.7	 -2.2	 -2.6	 0.4	 4.6	 -0.200	 73.9	 0.000	 0.3	
50	 0.286	 0.021	 -5.8	 -2.6	 -1.6	 0.4	 4.6	 -0.210	 68.4	 0.000	 0.3	
51	 0.326	 0.021	 -4.3	 -6.4	 -1.3	 0.4	 4.5	 -0.190	 82.1	 0.200	 0.3	
52	 -0.627	 0.020	 -10.0	 0.6	 -14.9	 0.4	 4.5	 -0.180	 80.7	 0.050	 0.3	
53	 -0.547	 0.020	 -16.6	 0.4	 -15.4	 0.4	 4.5	 -0.180	 71.9	 0.010	 0.4	
54	 -0.417	 0.020	 -23.6	 0.9	 -15.5	 0.4	 4.5	 -0.200	 71.6	 0.000	 0.4	
55	 -1.053	 0.020	 -20.4	 0.1	 -18.1	 0.4	 4.4	 -0.210	 68.1	 0.000	 0.4	
56	 -1.239	 0.021	 -17.5	 0.3	 -22.5	 0.4	 4.4	 -0.210	 67.8	 0.000	 0.4	
57	 -1.077	 0.022	 -21.7	 2.0	 -20.8	 0.4	 4.4	 -0.190	 64.7	 0.000	 0.4	
58	 -1.287	 0.020	 -14.6	 -2.0	 -27.5	 0.4	 4.4	 -0.210	 54.3	 0.000	 0.4	
59	 -0.601	 0.020	 -16.2	 -1.8	 -20.9	 0.4	 4.3	 -0.210	 59.4	 0.000	 0.4	
60	 -2.185	 0.021	 -18.8	 -0.6	 -26.0	 0.4	 4.3	 -0.220	 56.5	 0.000	 0.4	
61	 -0.886	 0.020	 -12.5	 -1.8	 -25.8	 0.4	 4.3	 -0.230	 58.2	 0.000	 0.4	
62	 -0.846	 0.020	 -14.6	 -3.9	 -23.2	 0.4	 4.3	 -0.230	 71.4	 0.000	 0.4	
63	 -0.658	 0.020	 -16.7	 -2.3	 -17.1	 0.4	 4.2	 -0.230	 69.1	 0.000	 0.4	
64	 -0.580	 0.020	 -7.6	 -0.7	 -15.0	 0.4	 4.2	 -0.230	 64.0	 0.000	 0.4	
65	 -0.133	 0.020	 2.1	 -5.0	 -6.3	 0.4	 4.2	 -0.220	 76.4	 0.000	 0.4	
66	 0.361	 0.021	 -5.5	 -4.3	 -5.7	 0.3	 4.1	 -0.230	 84.9	 0.020	 0.4	
67	 0.080	 0.019	 -11.4	 0.7	 -9.6	 0.3	 4.1	 -0.230	 64.4	 0.000	 0.4	
68	 0.052	 0.021	 14.3	 -5.1	 0.2	 0.3	 4.1	 -0.220	 67.9	 0.000	 0.4	
69	 0.540	 0.019	 -17.6	 2.0	 4.2	 0.3	 4.1	 -0.160	 67.2	 0.000	 0.4	
70	 -0.135	 0.021	 -21.1	 19.0	 -2.2	 0.3	 4.1	 -0.170	 60.3	 0.000	 0.4	
71	 -0.416	 0.020	 -7.6	 3.8	 -10.7	 0.3	 4.0	 -0.220	 50.8	 0.000	 0.4	
72	 -0.067	 0.022	 17.3	 16.5	 0.6	 0.3	 4.0	 -0.110	 68.8	 0.000	 0.4	
73	 0.129	 0.021	 -1.7	 3.3	 -2.9	 0.3	 4.0	 -0.120	 78.1	 0.000	 NaN	
74	 -0.485	 0.020	 -9.8	 -0.8	 -12.0	 0.3	 4.0	 -0.220	 62.7	 0.000	 NaN	
75	 -0.582	 0.020	 -6.6	 -3.1	 -13.9	 0.3	 3.9	 -0.240	 64.1	 0.000	 NaN	
76	 -0.097	 0.021	 6.1	 -7.8	 -4.4	 0.3	 3.9	 -0.240	 74.2	 0.010	 NaN	
77	 0.007	 0.021	 4.9	 -13.1	 -3.1	 0.3	 3.9	 -0.260	 74.9	 0.000	 NaN	
78	 0.070	 0.020	 2.8	 -17.9	 -2.8	 0.3	 3.9	 -0.280	 74.9	 0.000	 NaN	
79	 -0.133	 0.020	 16.1	 -21.2	 -2.5	 0.3	 3.9	 -0.280	 69.7	 0.000	 NaN	
80	 0.324	 0.021	 -4.5	 -16.9	 -3.3	 0.3	 3.8	 -0.250	 87.3	 0.470	 NaN	
81	 -0.651	 0.020	 -15.2	 -5.7	 -15.9	 0.3	 3.8	 -0.260	 69.3	 0.000	 NaN	
82	 -0.757	 0.020	 -12.3	 -5.8	 -17.3	 0.3	 3.8	 -0.260	 70.9	 0.000	 NaN	
83	 -0.597	 0.020	 -6.4	 -6.5	 -13.4	 0.3	 3.8	 -0.260	 66.3	 0.000	 0.5	
84	 -0.633	 0.020	 -11.8	 -5.1	 -14.3	 0.3	 3.8	 -0.260	 63.5	 0.000	 NaN	
85	 -0.512	 0.020	 0.9	 -6.8	 -10.8	 0.3	 3.8	 -0.270	 61.5	 0.000	 NaN	
86	 0.018	 0.020	 1.7	 -15.0	 -3.5	 0.3	 3.7	 -0.270	 75.0	 0.000	 NaN	
87	 -0.366	 0.020	 7.4	 -8.4	 -5.7	 0.3	 3.7	 -0.280	 42.6	 0.000	 NaN	
88	 -0.261	 0.020	 16.2	 -15.5	 -2.6	 0.3	 3.7	 -0.290	 45.1	 0.000	 NaN	
89	 0.018	 0.022	 24.4	 19.9	 4.3	 0.3	 3.7	 -0.120	 65.6	 0.000	 NaN	
90	 0.335	 0.023	 0.9	 13.6	 1.6	 0.3	 3.7	 -0.040	 80.2	 0.330	 NaN	
91	 -0.283	 0.021	 -2.0	 10.4	 -8.3	 0.3	 3.6	 -0.070	 76.7	 0.310	 NaN	
92	 -0.342	 0.021	 12.9	 18.6	 -5.9	 0.3	 3.6	 -0.120	 63.0	 0.000	 NaN	
93	 -0.010	 0.021	 9.9	 13.9	 -0.8	 0.3	 3.6	 -0.130	 56.6	 0.000	 0.6	
94	 -0.131	 0.021	 19.4	 19.4	 -0.5	 0.3	 3.6	 -0.110	 65.0	 0.000	 NaN	
95	 -0.255	 0.023	 26.3	 39.3	 0.8	 0.3	 3.6	 0.000	 69.8	 0.000	 NaN	
96	 -0.253	 0.025	 27.2	 45.6	 3.9	 0.3	 3.5	 0.070	 76.5	 0.000	 NaN	
97	 -0.611	 0.029	 27.7	 59.1	 5.1	 0.3	 3.5	 0.160	 70.6	 0.240	 NaN	
98	 -0.784	 0.029	 28.1	 60.5	 1.9	 0.3	 3.5	 0.220	 63.2	 0.000	 NaN	
99	 -1.505	 0.047	 31.0	 83.9	 7.0	 0.3	 3.4	 0.390	 58.7	 0.090	 NaN	
100	 -1.783	 0.053	 30.0	 77.1	 4.8	 0.3	 3.4	 0.490	 58.9	 0.000	 NaN	
101	 -1.792	 0.059	 28.5	 68.2	 4.2	 0.3	 3.3	 0.560	 64.4	 0.000	 NaN	
102	 -1.735	 0.061	 7.7	 32.9	 2.5	 0.3	 3.2	 0.580	 81.1	 0.000	 NaN	
103	 -1.783	 0.056	 10.2	 30.2	 -1.0	 0.3	 3.2	 0.580	 80.4	 0.000	 NaN	
104	 -1.838	 0.045	 6.5	 32.5	 -5.9	 0.4	 3.2	 0.580	 60.7	 0.000	 NaN	
105	 -1.717	 0.040	 4.0	 42.6	 -7.6	 0.4	 3.2	 0.560	 51.0	 0.000	 1.0	
106	 -3.072	 0.047	 21.0	 25.3	 -3.4	 0.4	 3.2	 0.550	 62.3	 0.000	 1.0	
107	 -1.423	 0.047	 34.1	 38.0	 -1.5	 0.4	 3.2	 0.530	 67.1	 0.000	 1.0	
108	 -1.730	 0.053	 34.7	 73.3	 1.0	 0.4	 3.2	 0.540	 56.3	 0.000	 1.0	
109	 -1.763	 0.065	 15.0	 58.1	 5.6	 0.4	 3.2	 0.600	 69.2	 0.310	 1.0	
110	 -1.517	 0.066	 31.6	 91.7	 7.3	 0.4	 3.1	 0.600	 63.8	 0.000	 1.0	
111	 -1.744	 0.073	 16.2	 55.1	 5.9	 0.4	 3.1	 0.590	 63.1	 0.000	 1.0	
112	 -1.396	 0.065	 43.7	 74.6	 3.4	 0.4	 3.1	 0.580	 58.7	 0.000	 1.0	
113	 -1.680	 0.066	 22.9	 60.2	 3.7	 0.7	 3.1	 0.590	 63.8	 0.350	 1.0	
114	 -1.301	 0.067	 -8.7	 15.0	 0.8	 1.3	 3.1	 0.630	 97.7	 0.410	 1.0	
115	 -1.049	 0.071	 15.7	 35.3	 1.6	 1.6	 3.1	 0.660	 87.4	 0.030	 1.0	
116	 -2.185	 0.068	 25.4	 65.0	 2.2	 2.0	 3.1	 0.650	 70.5	 0.000	 1.0	
117	 -1.236	 0.067	 -1.3	 38.6	 2.6	 2.6	 3.1	 0.630	 56.6	 0.020	 1.0	
118	 -2.266	 0.068	 -16.9	 45.5	 5.1	 2.8	 3.1	 0.610	 55.6	 0.030	 1.0	
119	 -2.144	 0.068	 13.9	 66.2	 4.1	 2.8	 3.1	 0.610	 61.3	 0.070	 1.0	
120	 -1.455	 0.071	 4.3	 23.1	 2.3	 3.0	 3.1	 0.630	 95.2	 0.080	 1.0	
121	 -1.639	 0.072	 6.7	 30.0	 3.1	 3.2	 3.1	 0.630	 89.3	 0.000	 1.0	
122	 -1.485	 0.073	 2.9	 30.5	 3.8	 3.4	 3.1	 0.630	 91.4	 0.100	 1.0	
123	 -1.491	 0.075	 23.6	 56.6	 4.2	 3.6	 3.1	 0.630	 72.0	 0.010	 1.0	
124	 -1.316	 0.076	 46.1	 77.0	 4.5	 4.0	 3.1	 0.610	 62.9	 0.000	 1.0	
125	 -1.773	 0.078	 13.6	 38.8	 4.9	 4.5	 3.1	 0.600	 85.0	 0.030	 1.0	
126	 -2.948	 0.078	 7.2	 40.4	 5.6	 5.0	 3.1	 0.600	 84.0	 0.080	 1.0	
127	 -2.241	 0.082	 22.9	 73.5	 9.4	 5.1	 3.2	 0.600	 70.4	 0.160	 1.0	
128	 -0.738	 0.072	 -2.8	 21.7	 7.8	 5.8	 3.2	 0.690	 97.8	 0.750	 1.0	
129	 -1.590	 0.065	 1.5	 30.8	 4.7	 6.1	 3.2	 0.710	 96.2	 0.180	 1.0	
130	 -1.927	 0.074	 37.4	 119.2	 10.2	 6.0	 3.3	 0.710	 58.8	 0.000	 1.0	
131	 -1.530	 0.080	 29.3	 109.3	 15.1	 6.6	 3.3	 0.700	 67.4	 0.140	 1.0	
132	 -1.460	 0.046	 -6.5	 22.8	 6.8	 7.8	 3.4	 0.810	 96.9	 1.170	 1.0	
133	 -3.210	 0.049	 24.7	 63.7	 5.4	 7.8	 3.4	 0.810	 80.7	 0.040	 1.0	
134	 -1.839	 0.052	 18.7	 40.6	 3.4	 7.7	 3.5	 0.790	 74.4	 0.000	 1.0	
135	 -2.015	 0.057	 17.7	 48.2	 3.6	 7.3	 3.5	 0.780	 66.1	 0.000	 1.0	
136	 -3.450	 0.068	 23.1	 79.7	 6.0	 6.9	 3.6	 0.760	 50.6	 0.000	 1.0	
137	 -2.876	 0.071	 24.9	 98.2	 9.2	 7.0	 3.7	 0.740	 53.6	 0.000	 1.0	
138	 -2.062	 0.076	 21.4	 97.3	 12.6	 7.4	 3.7	 0.720	 59.1	 0.020	 1.0	
139	 -1.527	 0.074	 4.7	 42.5	 11.6	 8.1	 3.8	 0.720	 77.4	 0.170	 1.1	
140	 -2.453	 0.079	 32.8	 121.8	 16.1	 8.4	 3.9	 0.720	 69.9	 0.030	 1.2	
141	 -3.517	 0.080	 17.3	 52.8	 11.1	 9.2	 3.9	 0.690	 79.8	 0.000	 1.4	
142	 -4.680	 0.085	 40.1	 113.5	 12.3	 9.5	 4.0	 0.670	 69.7	 0.000	 1.4	
143	 -3.058	 0.084	 33.3	 135.0	 15.4	 10.0	 4.1	 0.650	 58.2	 0.000	 1.4	
144	 -3.353	 0.098	 26.4	 145.4	 21.4	 10.6	 4.1	 0.630	 48.0	 0.020	 1.4	
145	 -3.387	 0.099	 27.4	 140.9	 21.4	 11.4	 4.2	 0.610	 51.9	 0.000	 1.3	
146	 -2.507	 0.077	 29.6	 105.5	 20.6	 12.1	 4.3	 0.580	 70.0	 0.000	 1.3	
147	 -4.093	 0.091	 33.4	 122.9	 19.0	 12.6	 4.4	 0.560	 59.7	 0.000	 1.3	
148	 -4.537	 0.105	 29.0	 140.2	 18.5	 13.1	 4.5	 0.540	 49.2	 0.000	 1.3	
149	 -4.203	 0.108	 30.4	 141.7	 19.4	 13.3	 4.6	 0.510	 54.6	 0.000	 1.3	
150	 -3.475	 0.108	 24.2	 127.0	 21.4	 13.4	 4.7	 0.480	 64.2	 0.000	 1.3	
151	 -1.540	 0.118	 10.9	 57.5	 19.3	 13.6	 4.8	 0.560	 93.5	 0.810	 1.3	
152	 -2.593	 0.101	 20.5	 72.8	 19.6	 13.8	 4.9	 0.620	 93.2	 0.500	 1.2	
153	 -4.325	 0.127	 15.4	 67.4	 17.1	 14.3	 5.0	 0.650	 92.4	 0.350	 1.2	
154	 -5.720	 0.116	 29.9	 116.1	 16.4	 14.6	 5.1	 0.640	 71.4	 0.010	 1.2	
155	 -5.806	 0.110	 27.7	 119.8	 17.7	 14.6	 5.2	 0.630	 66.3	 0.000	 1.2	
156	 -4.451	 0.116	 10.7	 56.9	 15.3	 14.7	 5.3	 0.650	 86.4	 0.540	 1.2	
157	 -4.821	 0.098	 32.2	 118.8	 17.6	 14.7	 5.4	 0.640	 72.6	 0.000	 1.2	
158	 -6.933	 0.106	 29.1	 113.1	 14.5	 14.9	 5.6	 0.610	 65.4	 0.030	 1.2	
159	 -6.371	 0.113	 35.5	 128.6	 13.2	 14.8	 5.7	 0.590	 64.4	 0.000	 1.2	
160	 -6.243	 0.113	 25.8	 102.3	 15.6	 14.6	 5.8	 0.560	 71.0	 0.000	 1.3	
161	 -4.681	 0.115	 28.3	 121.4	 17.0	 14.5	 5.9	 0.540	 69.8	 0.000	 1.3	
162	 -2.130	 0.110	 8.3	 62.6	 15.6	 14.5	 6.0	 0.620	 86.1	 0.910	 1.3	
163	 -5.093	 0.075	 9.1	 52.0	 10.9	 14.4	 6.2	 0.750	 89.6	 1.120	 1.3	
164	 -6.279	 0.083	 32.2	 111.8	 13.4	 13.8	 6.3	 0.740	 71.9	 0.000	 1.3	
165	 -2.353	 0.080	 -0.6	 35.3	 12.7	 13.8	 6.4	 0.750	 86.9	 0.400	 1.3	
166	 -1.909	 0.055	 0.1	 31.7	 13.2	 13.6	 6.5	 0.850	 94.3	 1.120	 1.3	
167	 -4.439	 0.066	 16.1	 93.6	 17.7	 13.3	 6.6	 0.850	 76.0	 0.010	 1.3	
168	 -5.334	 0.078	 27.2	 127.7	 19.6	 13.6	 6.7	 0.820	 70.3	 0.000	 1.2	
169	 -8.046	 0.106	 28.8	 117.0	 19.1	 14.4	 6.8	 0.780	 66.9	 0.000	 1.1	
170	 -2.501	 0.101	 1.3	 37.2	 15.8	 15.0	 6.9	 0.800	 89.2	 0.490	 1.1	
171	 -5.836	 0.094	 26.8	 101.4	 17.8	 14.9	 7.0	 0.810	 87.6	 0.050	 1.1	
172	 -7.213	 0.122	 32.0	 117.6	 18.1	 15.3	 7.1	 0.780	 81.9	 0.000	 1.1	
173	 -6.641	 0.154	 28.3	 116.8	 19.8	 15.9	 7.2	 0.750	 79.4	 0.020	 1.0	
174	 -4.002	 0.166	 27.8	 119.2	 19.9	 16.5	 7.2	 0.730	 78.4	 0.000	 1.0	
175	 -2.788	 0.141	 8.5	 47.8	 16.6	 16.9	 7.3	 0.760	 93.1	 0.560	 1.0	
176	 -8.144	 0.122	 21.2	 55.0	 14.1	 16.8	 7.4	 0.760	 82.5	 0.000	 1.1	
177	 -8.676	 0.133	 23.8	 95.4	 16.7	 16.4	 7.5	 0.740	 75.0	 0.000	 1.1	
178	 -5.414	 0.113	 15.6	 80.4	 20.0	 16.3	 7.6	 0.810	 83.9	 0.080	 1.1	
179	 -1.951	 0.105	 12.8	 84.4	 22.6	 16.6	 7.7	 0.880	 89.2	 1.790	 1.0	
180	 -6.204	 0.115	 21.1	 96.9	 20.8	 17.0	 7.8	 0.900	 75.0	 0.320	 1.0	
181	 -6.702	 0.122	 23.4	 133.5	 20.2	 17.1	 7.9	 0.880	 66.0	 0.090	 1.0	
182	 -8.909	 0.116	 17.7	 75.3	 14.1	 17.2	 8.0	 0.860	 89.2	 0.090	 1.0	
183	 -8.537	 0.112	 37.5	 137.2	 14.8	 16.8	 8.1	 0.850	 70.1	 0.000	 1.1	
184	 -7.632	 0.121	 27.9	 119.2	 16.4	 16.6	 8.2	 0.820	 70.9	 0.000	 1.1	
185	 -6.507	 0.122	 19.4	 93.6	 16.7	 16.6	 8.3	 0.790	 77.4	 0.030	 1.1	
186	 -5.878	 0.139	 23.0	 114.5	 22.5	 16.7	 8.4	 0.780	 81.1	 0.010	 1.1	
187	 -4.260	 0.143	 15.8	 103.5	 22.2	 17.0	 8.5	 0.810	 77.0	 0.530	 1.0	
188	 -5.249	 0.154	 18.8	 118.7	 21.0	 17.5	 8.6	 0.800	 71.9	 0.000	 1.0	
189	 -10.387	 0.152	 22.8	 79.9	 16.2	 17.7	 8.7	 0.790	 84.9	 0.230	 1.0	
190	 -6.509	 0.141	 36.3	 120.9	 15.8	 17.6	 8.7	 0.790	 76.8	 0.000	 1.0	
191	 -5.983	 0.144	 26.1	 127.5	 18.5	 17.4	 8.8	 0.760	 76.5	 0.050	 1.0	
192	 -5.032	 0.142	 14.1	 81.3	 21.4	 17.5	 8.9	 0.800	 85.4	 0.520	 1.0	
193	 -6.728	 0.152	 20.4	 106.8	 18.7	 17.8	 9.0	 0.790	 77.5	 0.070	 1.0	
194	 -6.215	 0.147	 22.7	 101.4	 14.7	 17.8	 9.1	 0.770	 79.3	 0.030	 1.0	
195	 -7.588	 0.120	 23.6	 67.7	 12.2	 17.6	 9.2	 0.780	 89.8	 0.270	 1.0	
196	 -8.874	 0.124	 34.4	 110.1	 15.2	 17.1	 9.2	 0.780	 74.5	 0.000	 1.1	
197	 -7.338	 0.136	 26.6	 111.2	 15.7	 16.8	 9.3	 0.740	 75.7	 0.000	 1.1	
198	 -6.852	 0.130	 23.4	 106.8	 17.2	 16.7	 9.4	 0.720	 79.7	 0.000	 1.1	
199	 -6.828	 0.145	 27.2	 119.5	 19.5	 16.8	 9.5	 0.700	 74.6	 0.000	 1.1	
200	 -5.761	 0.169	 24.8	 110.4	 20.6	 17.0	 9.5	 0.680	 77.5	 0.000	 1.1	
201	 -5.249	 0.171	 19.8	 110.6	 22.5	 17.3	 9.6	 0.660	 84.2	 0.000	 1.1	
202	 -2.676	 0.180	 14.7	 104.8	 26.3	 17.6	 9.7	 0.710	 82.9	 0.510	 1.0	
203	 -3.760	 0.191	 27.5	 134.5	 20.0	 18.2	 9.8	 0.720	 78.6	 0.170	 1.0	
204	 -5.300	 0.183	 30.1	 114.7	 17.4	 18.6	 9.8	 0.680	 78.1	 0.000	 1.0	
205	 -4.335	 0.178	 19.0	 96.0	 17.4	 18.3	 9.9	 0.660	 81.6	 0.010	 1.0	
206	 -1.823	 0.189	 9.0	 46.1	 19.5	 18.2	 9.9	 0.640	 91.8	 0.000	 1.1	
207	 -3.352	 0.182	 25.1	 116.4	 20.4	 18.1	 10.0	 0.660	 77.8	 0.360	 1.0	
208	 -5.343	 0.176	 15.9	 62.2	 16.6	 18.2	 10.1	 0.690	 88.1	 0.200	 1.0	
209	 -7.741	 0.182	 28.6	 119.7	 18.1	 18.0	 10.1	 0.670	 74.6	 0.000	 1.1	
210	 -6.905	 0.177	 21.8	 115.5	 17.9	 17.7	 10.2	 0.650	 77.9	 0.000	 1.1	
211	 -7.933	 0.201	 22.6	 116.3	 18.6	 17.7	 10.2	 0.620	 76.5	 0.000	 1.1	
212	 -6.253	 0.194	 23.8	 117.6	 19.3	 17.7	 10.3	 0.590	 77.3	 0.000	 1.1	
213	 -5.272	 0.195	 23.7	 117.1	 19.0	 17.8	 10.4	 0.570	 79.8	 0.000	 1.1	
214	 -4.657	 0.185	 20.9	 120.3	 19.0	 17.9	 10.4	 0.550	 77.1	 0.000	 1.1	
215	 -6.041	 0.192	 26.7	 88.6	 17.4	 18.0	 10.5	 0.530	 87.0	 0.000	 1.1	
216	 -5.843	 0.160	 24.8	 115.4	 16.2	 17.9	 10.5	 0.510	 77.9	 0.000	 1.1	
217	 -4.886	 0.151	 22.9	 105.2	 18.0	 17.6	 10.6	 0.490	 80.3	 0.000	 1.1	
218	 -4.047	 0.146	 21.5	 99.1	 19.5	 17.4	 10.6	 0.450	 81.1	 0.000	 1.1	
219	 -4.169	 0.149	 20.0	 96.8	 17.9	 17.4	 10.7	 0.430	 79.5	 0.000	 1.1	
220	 -3.190	 0.136	 21.4	 110.4	 19.5	 17.3	 10.7	 0.410	 79.2	 0.000	 1.1	
221	 -2.564	 0.144	 18.1	 93.2	 19.4	 17.2	 10.8	 0.390	 81.8	 0.000	 1.1	
222	 1.002	 0.152	 5.8	 54.4	 19.4	 17.2	 10.8	 0.390	 92.1	 0.180	 1.0	
223	 -4.571	 0.150	 26.8	 116.9	 17.7	 17.3	 10.8	 0.390	 78.4	 0.000	 1.1	
224	 -3.533	 0.127	 26.3	 119.8	 17.4	 17.1	 10.9	 0.360	 77.9	 0.010	 1.1	
225	 -3.826	 0.124	 24.2	 107.1	 16.8	 16.9	 10.9	 0.330	 80.0	 0.000	 1.0	
226	 -3.229	 0.128	 23.4	 91.7	 15.9	 16.7	 11.0	 0.310	 80.7	 0.000	 1.0	
227	 -2.026	 0.130	 22.7	 100.7	 20.7	 16.6	 11.0	 0.290	 82.2	 0.000	 1.0	
