DoY	 NEE	 CH4	 H 	 LE	 Tair	 Tsoil 10cm	 Tsoil 100cm	 Water Table	 RH	 Prec	 Tsoil_water	 
228	 -0.554	 0.148	 9.6	 55.1	 21.5	 16.7	 11.0	 0.270	 84.4	 0.010	 0.9	
229	 -2.696	 0.148	 11.3	 40.4	 15.4	 16.8	 11.0	 0.250	 89.6	 0.010	 0.9	
230	 -0.378	 0.154	 10.1	 50.8	 16.7	 16.7	 11.1	 0.410	 96.1	 1.030	 0.9	
231	 -2.343	 0.155	 16.8	 68.0	 18.3	 16.8	 11.1	 0.410	 90.8	 0.010	 1.1	
232	 -4.178	 0.153	 16.7	 67.9	 17.3	 16.8	 11.2	 0.390	 87.5	 0.000	 1.1	
233	 -0.299	 0.140	 6.6	 39.8	 18.7	 16.7	 11.2	 0.370	 91.1	 0.000	 1.1	
234	 -0.683	 0.143	 10.4	 47.3	 20.1	 16.7	 11.2	 0.360	 92.3	 0.010	 1.0	
235	 0.205	 0.148	 8.4	 38.8	 20.1	 16.8	 11.2	 0.350	 91.2	 0.000	 1.0	
236	 4.623	 0.166	 -3.5	 35.1	 20.8	 16.9	 11.3	 0.490	 96.0	 1.010	 1.1	
237	 -2.311	 0.181	 6.8	 50.1	 15.1	 17.0	 11.3	 0.500	 85.9	 0.010	 1.1	
238	 -6.740	 0.163	 23.2	 75.1	 12.6	 16.7	 11.3	 0.490	 83.8	 0.020	 1.1	
239	 -4.356	 0.147	 22.2	 81.3	 13.8	 16.4	 11.3	 0.470	 84.3	 0.000	 1.2	
240	 -2.190	 0.137	 5.8	 53.0	 15.4	 16.2	 11.4	 0.450	 90.3	 0.010	 1.2	
241	 0.306	 0.140	 -0.5	 29.7	 17.1	 16.0	 11.4	 0.550	 97.6	 0.780	 1.2	
242	 -2.894	 0.145	 7.6	 32.6	 16.4	 16.0	 11.4	 0.550	 93.2	 0.000	 1.2	
243	 -1.682	 0.144	 5.9	 46.1	 18.1	 16.0	 11.5	 0.550	 92.1	 0.060	 1.2	
244	 -3.341	 0.147	 21.6	 85.5	 16.9	 16.0	 11.5	 0.540	 83.1	 0.000	 1.2	
245	 -3.343	 0.139	 12.7	 81.9	 15.6	 16.0	 11.5	 0.520	 84.7	 0.100	 1.2	
246	 -2.952	 0.137	 16.0	 75.0	 17.3	 15.9	 11.5	 0.510	 88.4	 0.000	 1.2	
247	 -1.689	 0.142	 7.8	 80.3	 19.0	 15.8	 11.5	 0.560	 83.6	 0.460	 1.2	
248	 -5.326	 0.145	 24.7	 86.3	 13.9	 15.9	 11.5	 0.540	 77.0	 0.000	 1.2	
249	 -4.484	 0.140	 24.0	 96.1	 15.1	 15.8	 11.6	 0.510	 78.1	 0.000	 1.2	
250	 -2.831	 0.128	 17.0	 89.4	 17.6	 15.7	 11.6	 0.490	 76.7	 0.000	 1.2	
251	 -2.991	 0.130	 18.4	 90.7	 17.8	 15.6	 11.6	 0.480	 80.6	 0.000	 1.2	
252	 -1.459	 0.127	 3.4	 30.2	 12.7	 15.5	 11.6	 0.500	 96.2	 0.300	 1.2	
253	 -4.993	 0.116	 3.6	 37.4	 6.6	 15.4	 11.6	 0.510	 88.3	 0.030	 1.3	
254	 -5.517	 0.123	 13.9	 45.2	 6.0	 14.9	 11.6	 0.490	 83.1	 0.010	 1.3	
255	 -5.177	 0.115	 8.1	 39.6	 4.9	 14.4	 11.6	 0.480	 83.1	 0.000	 1.3	
256	 -3.436	 0.103	 12.4	 47.2	 6.6	 13.9	 11.6	 0.460	 78.6	 0.000	 1.4	
257	 -3.170	 0.126	 11.8	 42.9	 9.7	 13.5	 11.6	 0.450	 83.6	 0.000	 1.4	
258	 -3.439	 0.116	 19.7	 61.5	 8.6	 13.3	 11.6	 0.440	 78.4	 0.000	 1.4	
259	 -3.196	 0.113	 18.2	 86.8	 12.5	 13.0	 11.6	 0.420	 70.5	 0.000	 1.4	
260	 -3.251	 0.103	 21.2	 66.2	 12.1	 12.9	 11.6	 0.400	 80.4	 0.000	 1.3	
261	 -2.834	 0.104	 17.3	 60.6	 10.2	 12.9	 11.6	 0.380	 86.8	 0.000	 1.3	
262	 2.302	 0.105	 -7.2	 22.9	 15.3	 12.9	 11.6	 0.380	 95.1	 0.080	 1.3	
263	 -0.631	 0.115	 17.4	 62.0	 14.5	 13.0	 11.6	 0.450	 86.0	 0.520	 1.3	
264	 -2.640	 0.112	 25.4	 66.9	 11.5	 13.2	 11.6	 0.450	 86.5	 0.050	 1.3	
265	 -1.388	 0.111	 16.7	 74.9	 12.5	 13.2	 11.5	 0.430	 84.0	 0.000	 1.3	
266	 -1.296	 0.103	 10.9	 72.8	 13.0	 13.0	 11.5	 0.410	 84.5	 0.000	 1.4	
267	 -0.437	 0.102	 4.4	 45.1	 16.2	 12.9	 11.5	 0.390	 81.3	 0.000	 1.3	
268	 -0.077	 0.103	 6.4	 43.7	 16.1	 13.0	 11.5	 0.380	 91.6	 0.000	 1.3	
269	 -0.169	 0.105	 10.8	 71.1	 17.2	 13.2	 11.4	 0.370	 85.4	 0.000	 1.2	
270	 0.275	 0.104	 11.2	 73.2	 18.9	 13.2	 11.4	 0.350	 81.2	 0.000	 1.2	
271	 -0.621	 0.105	 9.1	 57.7	 15.2	 13.3	 11.4	 0.350	 88.8	 0.130	 1.2	
272	 -3.632	 0.103	 24.0	 49.5	 8.1	 13.4	 11.4	 0.360	 86.8	 0.000	 1.2	
273	 -2.948	 0.108	 10.4	 45.7	 8.0	 13.2	 11.3	 0.340	 86.3	 0.000	 1.2	
274	 0.811	 0.104	 -10.2	 20.8	 9.9	 13.0	 11.3	 0.320	 95.2	 0.000	 1.2	
275	 0.164	 0.105	 -4.6	 33.8	 10.8	 12.8	 11.3	 0.330	 97.7	 0.100	 1.2	
276	 -1.693	 0.100	 -8.1	 20.1	 4.3	 12.7	 11.3	 0.380	 95.6	 0.190	 1.3	
277	 -1.646	 0.092	 11.0	 43.8	 3.5	 12.2	 11.3	 0.380	 79.4	 0.000	 1.4	
278	 -1.794	 0.105	 20.7	 60.0	 4.6	 11.7	 11.3	 0.370	 57.8	 0.000	 1.4	
279	 -1.562	 0.097	 2.2	 50.7	 5.3	 11.4	 11.3	 0.360	 60.7	 0.000	 1.2	
280	 -1.328	 0.090	 0.4	 39.6	 4.1	 11.1	 11.2	 0.340	 69.3	 0.000	 0.9	
281	 -1.696	 0.088	 16.3	 49.2	 4.5	 10.8	 11.2	 0.320	 66.6	 0.000	 0.9	
282	 -1.206	 0.089	 4.0	 31.9	 3.7	 10.6	 11.2	 0.310	 81.8	 0.000	 0.9	
283	 -1.565	 0.085	 6.7	 28.3	 2.5	 10.3	 11.2	 0.300	 82.6	 0.000	 0.9	
284	 -1.206	 0.086	 13.0	 52.4	 5.3	 10.1	 11.1	 0.300	 69.3	 0.000	 0.9	
285	 -0.593	 0.087	 8.3	 56.4	 10.4	 9.8	 11.1	 0.290	 62.4	 0.030	 0.8	
286	 0.229	 0.090	 -9.4	 23.0	 7.7	 9.8	 11.1	 0.360	 97.5	 0.350	 0.9	
287	 -0.563	 0.083	 7.2	 50.3	 7.9	 9.9	 11.0	 0.350	 82.7	 0.000	 0.9	
288	 -0.760	 0.088	 9.9	 51.1	 6.9	 9.8	 11.0	 0.340	 77.1	 0.000	 0.9	
289	 -0.024	 0.087	 7.4	 59.3	 11.2	 9.6	 11.0	 0.330	 67.5	 0.010	 0.9	
290	 0.134	 0.068	 -1.9	 39.2	 8.4	 9.7	 10.9	 0.320	 80.8	 0.000	 0.9	
291	 -1.154	 0.078	 16.9	 37.4	 4.0	 9.7	 10.9	 0.300	 75.2	 0.000	 0.9	
292	 -0.320	 0.085	 6.4	 43.7	 9.5	 9.6	 10.8	 0.290	 76.4	 0.000	 0.8	
293	 -0.522	 0.098	 -8.6	 15.7	 6.5	 9.6	 10.8	 0.280	 86.6	 0.000	 0.8	
294	 -0.754	 0.086	 9.1	 40.5	 5.5	 9.5	 10.7	 0.270	 82.5	 0.000	 0.8	
295	 -0.187	 0.086	 6.1	 43.9	 9.3	 9.4	 10.7	 0.250	 73.5	 0.000	 0.8	
296	 0.214	 0.090	 6.3	 45.0	 10.7	 9.4	 10.7	 0.270	 87.3	 0.100	 0.8	
297	 0.066	 0.093	 -6.4	 60.9	 14.3	 9.5	 10.6	 0.250	 59.7	 0.000	 0.8	
298	 -0.537	 0.124	 -18.4	 51.0	 9.4	 9.5	 10.6	 0.230	 51.7	 0.000	 0.8	
299	 -0.786	 0.081	 10.8	 53.1	 7.1	 9.4	 10.5	 0.220	 59.7	 0.000	 0.8	
300	 0.373	 0.086	 -4.0	 31.8	 7.7	 9.2	 10.5	 0.280	 75.4	 0.220	 0.8	
301	 0.453	 0.087	 -6.6	 19.2	 3.4	 9.1	 10.4	 0.290	 96.3	 0.080	 0.8	
302	 -0.633	 0.085	 1.2	 18.2	 1.9	 9.0	 10.4	 0.290	 93.8	 0.000	 0.8	
303	 -0.874	 0.081	 -5.1	 26.4	 1.0	 8.8	 10.4	 0.280	 80.6	 0.000	 0.8	
304	 -0.731	 0.072	 12.0	 22.3	 -2.5	 8.6	 10.3	 0.260	 70.3	 0.000	 0.8	
305	 -0.685	 0.068	 2.4	 27.3	 -0.5	 8.2	 10.3	 0.250	 64.9	 0.000	 0.8	
306	 -0.310	 0.070	 5.1	 37.5	 3.3	 7.8	 10.3	 0.240	 61.6	 0.000	 0.8	
307	 0.270	 0.074	 -2.7	 26.4	 5.2	 7.5	 10.2	 0.250	 76.9	 0.020	 0.8	
308	 0.505	 0.073	 -8.9	 21.1	 2.6	 7.3	 10.2	 0.250	 79.0	 0.020	 0.8	
309	 -0.195	 0.069	 -2.3	 15.8	 0.3	 7.2	 10.1	 0.250	 76.7	 0.000	 0.8	
310	 -0.053	 0.070	 -3.1	 11.8	 0.9	 7.1	 10.1	 0.240	 82.6	 0.000	 0.8	
311	 0.570	 0.074	 -11.3	 14.8	 1.1	 7.0	 10.0	 0.270	 93.1	 0.090	 0.8	
312	 0.312	 0.067	 0.7	 26.6	 -0.9	 6.9	 10.0	 0.270	 74.6	 0.000	 0.8	
313	 -0.209	 0.057	 5.3	 11.9	 -5.6	 6.7	 9.9	 0.260	 71.4	 0.000	 0.8	
314	 -0.366	 0.053	 -1.8	 10.4	 -6.3	 6.5	 9.9	 0.250	 77.4	 0.000	 0.8	
315	 -1.104	 0.048	 15.0	 17.9	 -6.4	 6.3	 9.8	 0.240	 69.8	 0.000	 0.8	
316	 -0.874	 0.049	 1.4	 6.1	 -5.6	 6.0	 9.8	 0.220	 87.7	 0.000	 0.8	
317	 -0.308	 0.044	 -2.1	 5.8	 -7.8	 5.7	 9.7	 0.220	 85.7	 0.000	 0.8	
318	 -0.530	 0.040	 -11.0	 7.8	 -10.3	 5.5	 9.7	 0.220	 82.4	 0.000	 NaN	
319	 -0.693	 0.037	 -11.6	 8.1	 -11.0	 5.3	 9.6	 0.210	 80.6	 0.000	 NaN	
320	 -0.636	 0.036	 -16.2	 4.9	 -12.2	 5.1	 9.6	 0.210	 85.4	 0.000	 NaN	
321	 -0.841	 0.033	 -16.9	 6.0	 -13.2	 4.8	 9.5	 0.200	 78.2	 0.000	 NaN	
322	 -0.748	 0.034	 -14.6	 6.7	 -12.1	 4.6	 9.4	 0.200	 78.4	 0.000	 NaN	
323	 -0.286	 0.037	 -10.4	 7.0	 -9.5	 4.3	 9.4	 0.200	 82.4	 0.000	 NaN	
324	 -1.018	 0.029	 -18.9	 4.4	 -15.9	 4.1	 9.3	 0.190	 77.4	 0.000	 NaN	
325	 -0.474	 0.037	 -7.2	 12.5	 -8.3	 3.9	 9.2	 0.190	 78.3	 0.000	 NaN	
326	 0.353	 0.048	 -0.6	 19.8	 0.2	 3.8	 9.2	 0.190	 86.0	 0.000	 NaN	
327	 0.926	 0.051	 -11.5	 11.7	 1.1	 3.6	 9.1	 0.190	 98.6	 0.000	 NaN	
328	 0.111	 0.038	 -9.0	 7.2	 -6.9	 3.5	 9.0	 0.180	 91.7	 0.010	 NaN	
329	 -0.467	 0.030	 -11.7	 8.4	 -10.9	 3.4	 9.0	 0.170	 73.9	 0.000	 NaN	
330	 -0.527	 0.028	 -13.7	 6.2	 -12.4	 3.4	 8.9	 0.150	 76.8	 0.000	 NaN	
331	 -1.255	 0.024	 -19.8	 1.7	 -20.2	 3.3	 8.8	 0.150	 77.0	 0.000	 NaN	
332	 -0.418	 0.028	 -14.4	 5.5	 -11.7	 3.2	 8.8	 0.150	 81.9	 0.000	 NaN	
333	 0.110	 0.034	 -5.4	 9.1	 -6.2	 3.1	 8.7	 0.160	 87.4	 0.000	 NaN	
334	 -0.774	 0.024	 -19.1	 5.5	 -15.4	 2.9	 8.6	 0.140	 66.4	 0.000	 NaN	
335	 -1.003	 0.023	 -20.3	 3.2	 -19.6	 2.8	 8.5	 0.130	 57.5	 0.000	 NaN	
336	 -0.450	 0.026	 -13.7	 7.6	 -11.9	 2.6	 8.5	 0.130	 68.6	 0.000	 NaN	
337	 -0.392	 0.025	 -12.3	 8.4	 -11.6	 2.4	 8.4	 0.120	 70.5	 0.000	 NaN	
338	 -0.344	 0.026	 -7.7	 13.1	 -9.1	 2.3	 8.3	 0.110	 67.1	 0.000	 NaN	
339	 -0.042	 0.028	 -3.4	 14.1	 -5.6	 2.1	 8.3	 0.110	 74.8	 0.000	 NaN	
340	 -0.326	 0.025	 -11.1	 9.6	 -9.9	 2.0	 8.2	 0.100	 72.5	 0.000	 NaN	
341	 0.547	 0.030	 -8.4	 11.4	 -1.8	 1.9	 8.1	 0.100	 80.8	 0.030	 NaN	
342	 0.680	 0.029	 -10.8	 5.5	 -5.3	 1.8	 8.0	 0.100	 94.6	 0.010	 NaN	
343	 0.243	 0.026	 -10.7	 3.7	 -9.0	 1.8	 8.0	 0.090	 97.4	 0.000	 NaN	
344	 0.680	 0.028	 -8.2	 4.9	 -5.4	 1.7	 7.9	 0.090	 99.5	 0.000	 NaN	
345	 0.875	 0.029	 -9.5	 5.7	 -3.3	 1.7	 7.8	 0.090	 100.0	 0.000	 NaN	
346	 0.823	 0.031	 -9.0	 7.8	 -1.2	 1.7	 7.8	 0.090	 100.0	 0.000	 NaN	
347	 1.098	 0.033	 -13.9	 8.8	 2.1	 1.6	 7.7	 0.090	 100.0	 0.000	 NaN	
348	 1.419	 0.037	 -19.0	 8.6	 4.1	 1.6	 7.6	 0.110	 100.0	 0.030	 NaN	
349	 1.004	 0.034	 -14.1	 8.0	 -0.4	 1.6	 7.5	 0.140	 98.6	 0.070	 NaN	
350	 0.191	 0.025	 -11.5	 4.9	 -9.5	 1.5	 7.5	 0.130	 89.2	 0.000	 NaN	
351	 -0.062	 0.024	 -13.7	 5.1	 -11.4	 1.5	 7.4	 0.110	 87.3	 0.000	 NaN	
352	 0.075	 0.024	 -15.4	 2.7	 -12.2	 1.5	 7.3	 0.100	 93.0	 0.000	 NaN	
353	 0.588	 0.026	 -8.4	 5.3	 -6.0	 1.5	 7.3	 0.100	 96.0	 0.000	 NaN	
354	 1.018	 0.027	 -12.0	 5.0	 -2.6	 1.5	 7.2	 0.070	 99.8	 0.000	 NaN	
355	 1.098	 0.029	 -14.2	 6.1	 -1.2	 1.5	 7.1	 0.100	 99.9	 0.000	 NaN	
356	 1.012	 0.031	 -14.8	 8.5	 0.8	 1.5	 7.0	 0.130	 100.0	 0.060	 0.7	
357	 0.640	 0.029	 -10.0	 7.6	 0.8	 1.5	 7.0	 0.130	 97.8	 0.000	 0.7	
358	 0.711	 0.029	 -7.3	 8.5	 0.0	 1.5	 6.9	 0.140	 98.5	 0.000	 0.7	
359	 0.499	 0.031	 -6.7	 8.9	 -1.3	 1.5	 6.9	 0.140	 87.3	 0.000	 0.8	
360	 -0.367	 0.028	 3.4	 8.1	 -4.9	 1.5	 6.8	 0.110	 88.1	 0.000	 0.7	
361	 0.183	 0.024	 6.3	 7.1	 -8.7	 1.5	 6.8	 0.110	 76.4	 0.000	 0.7	
362	 -0.949	 0.022	 -3.5	 1.9	 -15.7	 1.5	 6.7	 0.100	 79.0	 0.000	 0.7	
363	 -1.397	 0.019	 -5.9	 0.9	 -21.7	 1.4	 6.7	 0.080	 73.0	 0.000	 0.7	
364	 -0.698	 0.020	 -2.2	 0.6	 -22.6	 1.4	 6.6	 0.070	 76.4	 0.000	 0.7	
365	 0.396	 0.023	 -3.4	 4.7	 -14.5	 1.2	 6.5	 0.080	 74.9	 0.000	 0.7	
