DoY	 NEE	 CH4	 H 	 LE	 Tair	 Tsoil 10cm	 Tsoil 100cm	 Water Table	 RH	 Prec	 Tsoil_water	 
66	 -0.835	 0.000	 -10.1	 4.3	 -12.0	 0.3	 4.1	 -0.230	 82.2	 0.000	 0.0	
67	 -0.798	 0.000	 -8.8	 6.8	 -11.0	 0.3	 4.1	 -0.230	 70.8	 0.000	 NaN	
68	 -0.563	 0.000	 -3.8	 5.3	 -4.8	 0.3	 4.0	 -0.220	 81.8	 0.000	 NaN	
69	 -0.121	 0.000	 -5.5	 5.9	 -1.4	 0.3	 4.0	 -0.220	 94.5	 0.470	 NaN	
70	 -0.405	 0.000	 -4.4	 3.8	 -4.6	 0.3	 4.0	 -0.230	 86.3	 0.000	 NaN	
71	 -0.666	 0.000	 -7.3	 5.7	 -7.0	 0.3	 4.0	 -0.240	 82.0	 0.000	 NaN	
72	 -0.745	 0.000	 -9.1	 4.7	 -9.1	 0.3	 4.0	 -0.250	 71.4	 0.000	 NaN	
73	 -0.780	 0.000	 -9.7	 6.2	 -9.5	 0.3	 3.9	 -0.250	 70.5	 0.000	 0.1	
74	 -0.519	 0.000	 -7.5	 10.2	 -3.1	 0.3	 3.9	 -0.240	 76.2	 0.000	 0.1	
75	 -0.612	 0.000	 -5.5	 8.2	 -6.8	 0.3	 3.9	 -0.240	 70.3	 0.000	 0.1	
76	 -0.655	 0.000	 -11.7	 3.1	 -14.4	 0.3	 3.9	 -0.230	 70.3	 0.010	 0.1	
77	 -0.897	 0.000	 -10.4	 2.8	 -15.7	 0.3	 3.9	 -0.200	 55.8	 0.000	 0.1	
78	 -0.511	 0.000	 -9.9	 2.8	 -7.3	 0.3	 3.8	 -0.200	 88.0	 0.260	 0.2	
79	 -1.295	 0.000	 -24.3	 4.2	 -12.5	 0.3	 3.8	 -0.210	 64.7	 0.000	 0.2	
80	 -1.317	 0.000	 -19.1	 3.9	 -13.5	 0.3	 3.8	 -0.210	 63.9	 0.000	 0.2	
81	 -0.885	 0.000	 -9.4	 3.0	 -12.4	 0.3	 3.8	 -0.220	 67.5	 0.000	 0.2	
82	 -0.988	 0.000	 -10.2	 5.0	 -9.4	 0.3	 3.8	 -0.220	 73.3	 0.000	 0.2	
83	 -0.561	 0.000	 -6.8	 8.3	 -4.8	 0.3	 3.8	 -0.220	 67.2	 0.000	 0.2	
84	 -0.345	 0.000	 -8.5	 7.1	 -3.0	 0.2	 3.7	 -0.230	 65.4	 0.000	 0.2	
85	 -0.656	 0.000	 -20.4	 9.1	 -3.6	 0.2	 3.7	 -0.230	 60.0	 0.000	 0.2	
86	 -0.581	 0.000	 -7.1	 8.0	 -3.2	 0.3	 3.7	 -0.230	 65.9	 0.000	 0.2	
87	 -0.571	 0.000	 -2.6	 11.5	 -0.5	 0.3	 3.7	 -0.220	 57.3	 0.000	 0.3	
88	 -0.648	 0.000	 -3.0	 19.9	 -2.1	 0.3	 3.7	 -0.150	 63.0	 0.000	 0.3	
89	 -0.291	 0.000	 -26.8	 13.5	 1.8	 0.3	 3.6	 0.060	 67.3	 0.000	 0.4	
90	 -0.596	 0.000	 1.8	 27.7	 4.8	 0.2	 3.6	 0.000	 68.4	 0.180	 0.5	
91	 -0.538	 0.000	 -12.8	 13.7	 -3.3	 0.2	 3.6	 -0.070	 63.8	 0.010	 0.5	
92	 -0.781	 0.000	 -13.1	 14.3	 -7.2	 0.2	 3.6	 -0.090	 56.8	 0.000	 0.5	
93	 -0.806	 0.000	 -8.0	 9.3	 -5.7	 0.2	 3.5	 -0.110	 53.1	 0.000	 0.5	
94	 -0.682	 0.000	 -22.8	 23.1	 -2.9	 0.2	 3.5	 -0.120	 57.1	 0.000	 0.5	
95	 -0.645	 0.000	 -5.0	 16.0	 0.2	 0.2	 3.5	 -0.120	 60.0	 0.000	 0.6	
96	 0.038	 0.000	 -6.4	 11.4	 -2.6	 0.2	 3.5	 -0.100	 58.1	 0.010	 0.6	
97	 -0.279	 0.000	 -2.2	 6.7	 -0.4	 0.2	 3.5	 -0.100	 91.4	 0.470	 0.6	
98	 -0.192	 0.000	 -8.5	 10.7	 0.7	 0.2	 3.5	 -0.060	 82.4	 0.200	 0.6	
99	 -0.044	 0.000	 -10.4	 16.0	 0.8	 0.2	 3.4	 -0.080	 88.2	 0.050	 0.7	
100	 -0.991	 0.000	 -15.7	 18.9	 -3.0	 0.2	 3.4	 -0.100	 61.4	 0.000	 0.7	
101	 -1.459	 0.000	 -10.0	 19.6	 0.6	 0.2	 3.4	 -0.100	 41.0	 0.000	 0.7	
102	 -0.658	 0.000	 -3.3	 6.5	 -2.3	 0.2	 3.4	 -0.090	 64.3	 0.060	 0.7	
103	 -0.320	 0.000	 -4.6	 5.9	 -3.5	 0.2	 3.4	 -0.090	 83.9	 0.080	 0.7	
104	 -1.574	 0.000	 -12.1	 12.3	 -4.1	 0.2	 3.4	 -0.090	 77.8	 0.000	 0.7	
105	 -0.174	 0.000	 3.3	 17.6	 -2.8	 0.2	 3.4	 -0.060	 74.5	 0.250	 0.8	
106	 -0.333	 0.006	 -4.4	 11.5	 0.4	 0.2	 3.3	 -0.080	 89.5	 0.100	 0.8	
107	 -0.282	 0.004	 -2.3	 15.1	 0.5	 0.2	 3.3	 -0.070	 74.0	 0.000	 0.8	
108	 -0.149	 0.008	 -3.5	 10.6	 0.2	 0.2	 3.3	 -0.050	 82.2	 0.070	 0.8	
109	 -0.959	 0.006	 -31.8	 26.5	 -1.7	 0.2	 3.3	 -0.040	 91.7	 0.180	 0.8	
110	 -0.635	 0.003	 -6.8	 11.5	 -2.7	 0.2	 3.3	 -0.040	 62.3	 0.020	 0.8	
111	 -0.853	 0.000	 -0.8	 16.1	 -5.0	 0.2	 3.3	 -0.010	 51.3	 0.000	 0.8	
112	 -0.269	 0.012	 -9.5	 11.2	 -0.8	 0.2	 3.3	 -0.010	 78.2	 0.190	 0.8	
113	 -0.470	 0.012	 -11.6	 14.8	 -0.2	 0.2	 3.3	 -0.010	 69.8	 0.000	 0.9	
114	 -0.469	 0.003	 -4.6	 17.7	 -0.2	 0.2	 3.2	 0.020	 49.9	 0.000	 0.9	
115	 -0.327	 0.006	 -9.7	 15.5	 -0.5	 0.2	 3.2	 0.050	 69.2	 0.000	 0.9	
116	 -0.545	 0.003	 -15.5	 11.2	 1.4	 0.3	 3.2	 0.150	 66.2	 0.000	 0.9	
117	 -0.714	 -0.001	 26.2	 72.1	 7.4	 0.2	 3.2	 0.350	 56.5	 0.000	 0.9	
118	 -0.300	 0.002	 7.9	 60.2	 10.2	 0.2	 3.2	 0.570	 51.1	 0.000	 0.9	
119	 -0.619	 0.001	 7.3	 61.8	 11.0	 0.2	 3.1	 0.710	 61.5	 0.000	 0.9	
120	 0.259	 0.007	 -7.7	 33.8	 8.5	 0.2	 3.0	 0.840	 49.8	 0.000	 1.0	
121	 -0.823	 0.015	 18.4	 33.7	 10.2	 0.3	 2.9	 0.830	 67.2	 0.110	 1.0	
122	 -0.886	 0.007	 15.7	 29.6	 0.7	 0.3	 2.8	 0.810	 65.8	 0.000	 1.0	
123	 -0.312	 0.008	 18.5	 40.7	 -0.7	 0.3	 2.8	 0.790	 69.9	 0.000	 1.0	
124	 -0.782	 0.001	 3.2	 37.6	 1.1	 0.4	 2.8	 0.810	 63.8	 0.000	 1.0	
125	 -1.078	 0.006	 15.4	 24.4	 0.7	 0.4	 2.8	 0.820	 94.9	 0.130	 1.0	
126	 -0.397	 0.004	 9.3	 42.2	 4.2	 0.5	 2.8	 0.820	 91.1	 0.000	 1.0	
127	 -0.487	 0.001	 21.7	 84.8	 11.2	 1.5	 2.8	 0.810	 69.8	 0.000	 1.0	
128	 -0.233	 0.000	 11.7	 75.7	 13.0	 3.5	 2.8	 0.800	 71.3	 0.010	 1.1	
129	 -1.789	 0.003	 25.0	 63.3	 8.6	 4.9	 2.8	 0.790	 65.6	 0.000	 1.1	
130	 -0.605	 0.002	 13.6	 79.5	 6.3	 5.6	 2.8	 0.770	 59.8	 0.000	 1.1	
131	 -1.661	 0.020	 22.6	 71.9	 2.6	 5.9	 2.8	 0.750	 62.6	 0.000	 1.0	
132	 -1.418	 0.018	 50.4	 98.9	 3.2	 5.6	 2.8	 0.740	 51.2	 0.000	 1.0	
133	 -0.695	 0.000	 19.9	 69.7	 7.6	 5.7	 2.8	 0.720	 52.2	 0.010	 1.0	
134	 -0.650	 0.015	 1.1	 134.2	 14.5	 6.0	 2.9	 0.720	 63.5	 0.130	 1.1	
135	 -1.427	 0.026	 3.0	 106.0	 15.8	 6.9	 3.0	 0.700	 51.8	 0.000	 1.3	
136	 -1.417	 0.012	 21.9	 104.3	 14.5	 7.7	 3.0	 0.680	 48.7	 0.000	 1.3	
137	 -1.820	 0.009	 12.8	 80.1	 14.8	 8.5	 3.1	 0.660	 44.4	 0.000	 1.4	
138	 -1.849	 0.002	 -2.7	 46.1	 11.8	 8.9	 3.2	 0.640	 87.4	 0.020	 1.4	
139	 -1.384	 0.000	 -2.8	 52.6	 14.3	 9.1	 3.3	 0.640	 94.4	 0.110	 1.4	
140	 -0.539	 0.000	 -8.7	 46.6	 11.3	 9.4	 3.3	 0.730	 96.4	 0.760	 1.4	
141	 -1.896	 0.000	 -2.7	 44.4	 7.2	 9.4	 3.4	 0.740	 96.5	 0.190	 1.5	
142	 -1.467	 0.000	 27.6	 100.3	 12.5	 9.1	 3.5	 0.740	 65.4	 0.000	 1.3	
143	 -2.332	 0.000	 31.1	 102.6	 9.9	 9.3	 3.6	 0.710	 48.9	 0.000	 1.4	
144	 -2.099	 0.000	 34.5	 96.7	 10.7	 9.5	 3.8	 0.680	 53.9	 0.000	 1.4	
145	 -3.108	 0.004	 12.2	 68.6	 12.9	 9.9	 3.9	 0.660	 59.1	 0.000	 1.4	
146	 -2.644	 0.003	 31.4	 109.3	 14.2	 10.1	 4.0	 0.640	 42.4	 0.000	 1.4	
147	 -3.543	 0.003	 12.9	 67.4	 13.5	 10.4	 4.1	 0.620	 53.5	 0.000	 1.4	
148	 -3.647	 0.000	 10.6	 68.3	 14.2	 10.6	 4.2	 0.600	 69.1	 0.000	 1.4	
149	 -3.642	 0.000	 16.5	 100.6	 16.4	 10.9	 4.3	 0.650	 80.8	 0.560	 1.3	
150	 -3.154	 0.002	 0.8	 72.8	 18.2	 11.5	 4.4	 0.660	 88.3	 0.160	 1.3	
151	 -4.556	 0.000	 10.0	 88.8	 17.5	 12.2	 4.5	 0.680	 79.6	 0.160	 1.2	
152	 -6.373	 0.000	 16.3	 61.7	 9.9	 12.6	 4.6	 0.650	 88.4	 0.050	 1.3	
153	 -5.541	 0.000	 46.8	 124.3	 9.2	 12.1	 4.7	 0.640	 66.1	 0.000	 1.3	
154	 -4.501	 0.014	 26.4	 89.2	 10.4	 11.8	 4.8	 0.610	 60.5	 0.000	 1.4	
155	 -3.159	 0.019	 6.6	 53.6	 11.9	 11.7	 4.9	 0.590	 63.3	 0.010	 1.3	
156	 -1.735	 0.000	 -4.8	 39.7	 9.0	 11.6	 5.0	 0.650	 93.0	 0.450	 1.4	
157	 -3.621	 0.000	 7.2	 53.0	 9.8	 11.3	 5.1	 0.640	 87.7	 0.000	 1.4	
158	 -3.987	 0.003	 20.0	 70.4	 11.3	 11.0	 5.2	 0.630	 79.3	 0.000	 1.4	
159	 -4.832	 0.004	 25.1	 104.9	 13.7	 11.2	 5.3	 0.610	 71.1	 0.000	 1.4	
160	 -2.621	 0.004	 -0.9	 49.9	 12.0	 11.6	 5.4	 0.640	 91.2	 0.370	 1.4	
161	 -3.953	 0.022	 12.7	 67.8	 14.8	 11.7	 5.5	 0.640	 88.5	 0.000	 1.4	
162	 -4.741	 0.016	 31.7	 146.7	 18.0	 12.1	 5.6	 0.620	 67.0	 0.000	 1.3	
163	 -6.552	 0.041	 21.0	 137.1	 16.0	 12.9	 5.7	 0.580	 67.6	 0.000	 1.3	
164	 -7.804	 0.034	 32.9	 129.0	 16.6	 13.2	 5.8	 0.550	 66.4	 0.000	 1.3	
165	 -6.142	 0.011	 20.2	 96.2	 15.9	 13.4	 5.9	 0.520	 75.3	 0.090	 1.3	
166	 -5.181	 0.032	 19.4	 110.0	 18.0	 13.5	 6.0	 0.520	 65.5	 0.000	 1.2	
167	 -6.146	 0.037	 18.7	 114.6	 17.6	 13.6	 6.0	 0.510	 72.5	 0.180	 1.2	
168	 -5.243	 0.000	 15.8	 52.7	 13.1	 13.7	 6.1	 0.510	 89.6	 0.010	 1.2	
169	 -6.759	 0.000	 35.7	 128.7	 13.7	 13.6	 6.2	 0.490	 63.4	 0.000	 1.3	
170	 -5.937	 0.000	 22.8	 126.6	 17.3	 13.5	 6.3	 0.470	 69.5	 0.000	 1.3	
171	 -3.582	 0.000	 -0.9	 43.2	 16.4	 13.6	 6.4	 0.470	 94.1	 0.170	 1.2	
172	 -4.715	 0.000	 15.4	 79.8	 19.7	 13.8	 6.5	 0.540	 84.0	 0.540	 1.2	
173	 -4.488	 0.000	 10.0	 61.5	 17.2	 14.2	 6.6	 0.540	 88.9	 0.130	 1.2	
174	 -3.681	 0.000	 1.2	 75.0	 18.8	 14.4	 6.7	 0.540	 84.1	 0.080	 1.2	
175	 -6.992	 0.000	 27.1	 156.0	 20.3	 14.6	 6.7	 0.510	 69.1	 0.000	 1.2	
176	 -6.421	 0.000	 27.0	 144.8	 21.6	 14.9	 6.8	 0.490	 76.4	 0.000	 1.1	
177	 -3.686	 0.000	 22.2	 99.9	 20.5	 15.3	 6.9	 0.520	 82.6	 0.610	 1.1	
178	 -6.540	 0.000	 17.9	 140.0	 20.0	 15.6	 7.0	 0.520	 74.9	 0.010	 1.1	
179	 -7.298	 0.000	 15.6	 85.5	 17.9	 15.7	 7.1	 0.530	 90.1	 0.100	 1.1	
180	 -10.071	 0.000	 21.9	 122.8	 17.8	 15.8	 7.2	 0.530	 73.3	 0.080	 1.1	
181	 -8.203	 0.000	 18.0	 143.0	 18.7	 15.8	 7.3	 0.500	 68.0	 0.020	 1.1	
182	 -6.819	 0.000	 24.4	 148.5	 19.6	 15.8	 7.3	 0.470	 66.9	 0.020	 1.1	
183	 -6.793	 0.000	 28.7	 139.8	 18.4	 15.9	 7.4	 0.440	 67.2	 0.000	 1.1	
184	 -6.972	 0.000	 28.5	 152.3	 19.1	 15.9	 7.5	 0.410	 70.4	 0.000	 1.1	
185	 -6.400	 0.000	 22.6	 141.5	 21.2	 16.0	 7.6	 0.370	 68.2	 0.000	 1.0	
186	 -5.391	 0.000	 19.6	 128.9	 23.0	 16.2	 7.7	 0.350	 67.5	 0.000	 1.0	
187	 -1.849	 0.000	 0.9	 28.1	 20.0	 16.4	 7.8	 0.320	 92.0	 0.000	 0.9	
188	 -2.305	 0.000	 12.7	 47.5	 21.5	 16.5	 7.9	 0.320	 89.3	 0.010	 0.9	
189	 -3.226	 0.000	 24.3	 108.2	 21.5	 16.8	 8.0	 0.290	 79.3	 0.000	 0.8	
190	 -3.304	 0.000	 7.8	 56.0	 18.6	 17.0	 8.1	 0.380	 88.8	 0.000	 0.9	
191	 -6.466	 0.000	 16.8	 96.1	 17.0	 16.9	 8.2	 0.290	 77.7	 0.010	 1.0	
192	 -7.372	 0.000	 27.7	 135.7	 19.0	 16.7	 8.2	 0.330	 72.4	 0.000	 1.0	
193	 -4.518	 0.000	 13.5	 122.0	 23.8	 16.6	 8.3	 0.370	 66.5	 0.000	 0.9	
194	 -4.026	 0.000	 12.7	 78.4	 22.7	 16.9	 8.4	 0.370	 85.3	 0.010	 1.0	
195	 3.524	 0.000	 -10.0	 17.4	 19.3	 17.4	 8.5	 0.410	 92.3	 0.010	 1.0	
196	 -0.524	 0.000	 -0.1	 24.7	 20.1	 17.3	 8.6	 0.420	 94.4	 0.750	 1.0	
197	 -5.310	 0.000	 17.4	 126.6	 24.2	 17.3	 8.7	 0.420	 76.5	 0.000	 1.0	
198	 -3.050	 0.000	 15.9	 77.6	 23.8	 17.5	 8.8	 0.430	 84.4	 0.450	 0.9	
199	 -4.520	 0.000	 13.1	 130.1	 24.9	 18.0	 8.9	 0.550	 81.1	 1.150	 1.0	
200	 -7.623	 0.000	 20.5	 139.1	 21.0	 18.3	 9.0	 0.550	 68.9	 0.000	 1.0	
201	 -8.658	 0.000	 35.8	 127.7	 15.2	 18.5	 9.0	 0.520	 69.1	 0.000	 1.0	
202	 -7.989	 0.000	 28.5	 117.7	 16.5	 18.2	 9.1	 0.490	 73.4	 0.000	 1.1	
203	 -7.871	 0.000	 21.4	 107.8	 18.4	 18.0	 9.2	 0.470	 75.9	 0.000	 1.0	
204	 -7.783	 0.000	 31.4	 101.9	 15.2	 17.8	 9.3	 0.440	 74.7	 0.000	 1.1	
205	 -6.296	 0.000	 23.8	 129.9	 16.3	 17.4	 9.4	 0.410	 77.2	 0.000	 1.0	
206	 -7.236	 0.000	 23.3	 96.0	 16.5	 17.2	 9.5	 0.380	 84.5	 0.100	 1.0	
207	 -5.109	 0.000	 9.5	 68.5	 11.7	 17.0	 9.5	 0.370	 86.9	 0.020	 1.0	
208	 -5.893	 0.000	 2.9	 51.1	 10.5	 16.5	 9.6	 0.350	 81.8	 0.030	 1.1	
209	 -9.289	 0.000	 36.5	 103.4	 13.7	 15.9	 9.7	 0.350	 76.2	 0.000	 1.0	
210	 -7.924	 0.000	 27.1	 113.8	 15.3	 15.6	 9.8	 0.340	 78.2	 0.000	 1.0	
211	 -3.309	 0.000	 11.1	 68.3	 17.0	 15.6	 9.8	 0.320	 88.7	 0.040	 0.9	
212	 -5.780	 0.000	 25.7	 116.9	 17.0	 15.7	 9.9	 0.300	 74.0	 0.000	 0.9	
213	 -5.588	 0.000	 24.9	 113.0	 17.7	 15.8	 9.9	 0.270	 68.7	 0.000	 0.8	
214	 -7.132	 0.000	 30.6	 126.7	 15.5	 15.8	 10.0	 0.240	 74.5	 0.000	 0.7	
215	 -9.199	 0.000	 38.5	 122.1	 13.6	 15.5	 10.0	 0.210	 76.9	 0.000	 0.7	
216	 -6.698	 0.000	 33.7	 117.6	 13.5	 15.2	 10.0	 0.180	 76.5	 0.000	 0.6	
217	 -3.881	 0.000	 12.1	 55.8	 16.1	 15.1	 10.1	 0.290	 89.9	 0.660	 0.8	
218	 -4.030	 0.000	 7.5	 47.6	 14.8	 15.1	 10.1	 0.280	 91.3	 0.130	 0.8	
219	 -6.133	 0.000	 26.4	 98.3	 14.8	 15.1	 10.2	 0.270	 75.9	 0.000	 0.8	
220	 -6.061	 0.000	 20.7	 93.9	 14.7	 15.1	 10.2	 0.240	 79.3	 0.030	 0.7	
221	 -5.208	 0.000	 14.5	 65.2	 13.5	 15.0	 10.2	 0.210	 82.2	 0.000	 0.7	
222	 -5.251	 0.000	 30.3	 98.9	 15.3	 14.8	 10.2	 0.190	 77.9	 0.000	 0.6	
223	 -6.397	 0.000	 22.0	 78.2	 15.4	 14.7	 10.3	 0.170	 85.0	 0.000	 0.6	
224	 -7.555	 0.000	 28.5	 107.9	 14.7	 14.7	 10.3	 0.180	 78.6	 0.000	 0.5	
225	 -6.944	 0.000	 32.8	 101.9	 12.3	 14.5	 10.3	 0.110	 77.3	 0.000	 0.5	
226	 -5.979	 0.000	 27.1	 98.3	 14.1	 14.3	 10.3	 0.090	 77.2	 0.000	 0.5	
227	 -4.555	 0.000	 25.8	 107.4	 15.3	 14.2	 10.3	 0.070	 76.0	 0.000	 0.5	
