DoY	 NEE	 CH4	 H 	 LE	 Tair	 Tsoil 10cm	 Tsoil 100cm	 Water Table	 RH	 Prec	 Tsoil_water	 
228	 -3.411	 0.000	 16.0	 92.0	 17.1	 14.2	 10.3	 0.050	 80.3	 0.000	 0.4	
229	 -3.484	 0.000	 18.3	 103.3	 18.5	 14.3	 10.3	 0.020	 76.7	 0.000	 0.4	
230	 -0.905	 0.000	 7.1	 90.7	 20.9	 14.5	 10.3	 0.000	 71.2	 0.000	 0.4	
231	 0.268	 0.000	 12.5	 83.5	 22.7	 14.8	 10.3	 -0.020	 80.4	 0.000	 0.4	
232	 0.872	 0.000	 9.7	 91.5	 24.4	 15.3	 10.3	 -0.040	 79.6	 0.000	 0.3	
233	 -0.959	 0.000	 15.6	 103.7	 21.5	 15.9	 10.4	 0.010	 72.6	 0.260	 0.3	
234	 -2.791	 0.000	 24.5	 115.8	 17.0	 15.9	 10.4	 -0.040	 71.1	 0.010	 0.3	
235	 -2.513	 0.000	 22.1	 109.0	 16.8	 15.5	 10.4	 -0.070	 75.2	 0.000	 0.3	
236	 1.119	 0.000	 5.4	 94.9	 23.8	 15.4	 10.4	 -0.110	 74.2	 0.000	 0.3	
237	 7.219	 0.000	 5.0	 90.9	 26.5	 16.0	 10.4	 -0.130	 79.7	 0.030	 0.3	
238	 4.435	 0.000	 5.8	 73.4	 24.2	 16.6	 10.4	 -0.110	 82.2	 0.150	 0.3	
239	 3.994	 0.000	 16.2	 74.3	 23.0	 17.0	 10.5	 -0.110	 86.0	 0.050	 0.3	
240	 3.653	 0.000	 10.3	 78.2	 22.9	 17.2	 10.5	 -0.160	 84.6	 0.000	 0.3	
241	 5.547	 0.000	 -10.4	 -1.4	 19.7	 17.2	 10.5	 0.070	 95.5	 1.100	 0.3	
242	 0.528	 0.000	 12.4	 76.8	 20.8	 17.3	 10.6	 0.030	 82.2	 0.000	 0.3	
243	 1.242	 0.000	 8.2	 65.5	 19.4	 17.2	 10.6	 0.070	 86.5	 0.390	 0.3	
244	 -0.325	 0.000	 5.1	 44.1	 15.3	 17.2	 10.7	 0.060	 87.4	 0.020	 0.3	
245	 -4.333	 0.000	 20.2	 75.0	 12.0	 16.8	 10.7	 0.040	 84.2	 0.020	 0.3	
246	 -3.728	 0.000	 20.1	 91.4	 15.2	 16.2	 10.8	 0.010	 82.1	 0.000	 0.3	
247	 -2.522	 0.000	 21.2	 101.7	 15.4	 15.9	 10.8	 -0.020	 73.8	 0.000	 0.3	
248	 -3.439	 0.000	 19.8	 93.9	 13.7	 15.5	 10.8	 -0.050	 81.6	 0.000	 0.3	
249	 0.420	 0.000	 8.7	 76.6	 21.0	 15.3	 10.9	 -0.070	 83.1	 0.000	 0.3	
250	 0.478	 0.000	 11.6	 82.0	 20.2	 15.7	 10.9	 -0.100	 79.8	 0.000	 0.3	
251	 1.660	 0.000	 -0.4	 42.0	 13.8	 15.7	 11.0	 -0.130	 89.9	 0.040	 0.3	
252	 6.264	 0.000	 -12.9	 -1.4	 17.0	 15.5	 11.0	 -0.050	 97.8	 0.240	 0.3	
253	 0.802	 0.000	 10.1	 49.7	 18.1	 15.7	 11.0	 -0.050	 87.4	 0.020	 0.3	
254	 -1.147	 0.000	 10.1	 81.8	 16.0	 15.6	 11.1	 -0.050	 82.3	 0.210	 0.3	
255	 -4.252	 0.000	 25.9	 86.9	 11.9	 15.3	 11.1	 -0.060	 82.9	 0.000	 0.3	
256	 -3.586	 0.000	 22.0	 86.5	 11.2	 14.8	 11.1	 -0.100	 81.9	 0.000	 0.3	
257	 0.384	 0.000	 2.3	 59.4	 13.6	 14.3	 11.1	 -0.130	 83.9	 0.030	 0.3	
258	 -2.391	 0.000	 23.4	 53.5	 10.0	 14.3	 11.1	 -0.130	 86.2	 0.010	 0.3	
259	 -4.500	 0.000	 25.1	 78.9	 7.4	 13.9	 11.1	 -0.160	 83.7	 0.000	 0.3	
260	 -1.651	 0.000	 12.1	 69.1	 12.0	 13.4	 11.1	 -0.180	 81.0	 0.000	 0.3	
261	 4.677	 0.000	 -7.3	 12.0	 15.4	 13.5	 11.2	 -0.180	 97.2	 0.020	 0.3	
262	 5.964	 0.000	 -7.9	 4.0	 18.5	 13.8	 11.2	 -0.160	 96.7	 0.050	 0.3	
263	 -1.485	 0.000	 15.3	 52.9	 11.5	 14.1	 11.2	 -0.170	 81.5	 0.000	 0.3	
264	 -3.283	 0.000	 34.3	 64.8	 8.2	 13.8	 11.2	 -0.200	 78.4	 0.000	 0.3	
265	 -3.093	 0.000	 18.8	 80.5	 9.8	 13.3	 11.2	 -0.200	 77.9	 0.000	 0.3	
266	 -1.209	 0.000	 13.6	 96.8	 14.8	 13.1	 11.2	 -0.230	 72.9	 0.000	 0.3	
267	 -0.892	 0.000	 11.2	 80.2	 13.6	 13.1	 11.1	 -0.260	 83.7	 0.000	 0.3	
268	 -0.178	 0.000	 10.9	 77.6	 13.0	 13.0	 11.1	 -0.280	 82.5	 0.000	 0.3	
269	 0.392	 0.000	 8.7	 83.5	 16.0	 13.0	 11.1	 -0.290	 79.3	 0.000	 0.3	
270	 3.513	 0.000	 -4.4	 46.9	 18.6	 13.2	 11.1	 -0.230	 82.8	 0.180	 0.3	
271	 3.494	 0.000	 -10.3	 28.6	 13.9	 13.6	 11.1	 -0.110	 85.4	 0.500	 0.3	
272	 -0.981	 0.000	 11.9	 75.2	 12.4	 13.3	 11.1	 -0.130	 74.4	 0.000	 0.3	
273	 -0.449	 0.000	 9.0	 84.3	 16.3	 13.1	 11.1	 -0.160	 67.6	 0.000	 0.3	
274	 0.528	 0.000	 5.4	 82.6	 14.7	 13.2	 11.1	 -0.190	 59.1	 0.000	 0.3	
275	 0.368	 0.000	 1.9	 42.9	 9.9	 12.8	 11.1	 -0.230	 79.3	 0.020	 0.3	
276	 -0.014	 0.000	 3.9	 35.6	 9.6	 12.4	 11.1	 -0.240	 84.6	 0.000	 0.3	
277	 0.484	 0.000	 -2.0	 35.0	 10.4	 12.3	 11.0	 -0.260	 83.6	 0.000	 0.3	
278	 0.931	 0.000	 -16.0	 17.4	 7.6	 12.2	 11.0	 0.040	 96.1	 1.280	 0.3	
279	 -1.462	 0.000	 -1.9	 22.7	 6.3	 11.7	 11.1	 0.030	 94.5	 0.050	 0.3	
280	 -1.859	 0.000	 21.2	 47.1	 6.8	 11.4	 11.1	 0.000	 81.9	 0.000	 0.3	
281	 -0.036	 0.000	 6.6	 69.6	 12.9	 11.1	 11.0	 -0.020	 66.8	 0.000	 0.3	
282	 -0.396	 0.000	 11.7	 66.9	 13.2	 11.2	 11.0	 -0.040	 78.1	 0.000	 0.3	
283	 -0.116	 0.000	 7.2	 66.0	 14.6	 11.2	 11.0	 -0.060	 72.8	 0.000	 0.3	
284	 1.247	 0.000	 -4.2	 55.3	 15.6	 11.5	 11.0	 -0.010	 74.7	 0.290	 0.3	
285	 1.306	 0.000	 -12.0	 20.5	 9.3	 11.7	 10.9	 0.010	 87.8	 0.180	 0.3	
286	 -1.597	 0.000	 16.0	 41.7	 5.6	 11.4	 10.9	 0.010	 75.1	 0.000	 0.3	
287	 -0.034	 0.000	 -5.8	 14.3	 4.9	 11.0	 10.9	 0.090	 90.7	 0.420	 0.3	
288	 -0.041	 0.000	 -10.8	 17.0	 5.4	 10.7	 10.9	 0.150	 95.1	 0.420	 0.4	
289	 -2.377	 0.000	 6.1	 27.6	 4.0	 10.4	 10.8	 0.150	 84.1	 0.000	 0.4	
290	 -0.837	 0.000	 -3.5	 14.5	 4.6	 10.2	 10.8	 0.130	 93.1	 0.010	 0.4	
291	 -1.490	 0.000	 0.5	 20.2	 2.3	 10.0	 10.8	 0.120	 79.2	 0.000	 0.4	
292	 -1.345	 0.000	 13.3	 22.9	 1.9	 9.7	 10.8	 0.110	 85.5	 0.000	 0.4	
293	 -1.444	 0.000	 -6.3	 13.2	 -0.6	 9.5	 10.7	 0.130	 94.2	 0.130	 0.4	
294	 -1.070	 0.000	 -3.9	 12.9	 -0.9	 9.0	 10.7	 0.130	 85.1	 0.020	 0.4	
295	 -0.937	 0.000	 9.2	 18.4	 0.2	 8.7	 10.7	 0.130	 77.2	 0.000	 0.4	
296	 -0.497	 0.000	 0.9	 13.1	 -1.1	 8.5	 10.6	 0.130	 77.5	 0.000	 0.4	
297	 -0.985	 0.000	 -2.2	 13.1	 0.4	 8.3	 10.6	 0.120	 81.4	 0.010	 0.4	
298	 -0.523	 0.000	 -3.1	 18.2	 3.6	 8.1	 10.5	 0.110	 72.8	 0.010	 0.4	
299	 -0.745	 0.000	 -2.8	 13.9	 2.5	 8.0	 10.5	 0.110	 74.8	 0.010	 0.4	
300	 -0.686	 0.000	 -3.4	 15.0	 1.8	 8.0	 10.4	 0.100	 70.3	 0.000	 0.4	
301	 -1.033	 0.000	 -6.0	 12.3	 -3.8	 7.8	 10.4	 0.080	 69.1	 0.000	 0.4	
302	 -0.667	 0.000	 -3.7	 9.3	 -2.8	 7.4	 10.3	 0.070	 82.3	 0.000	 0.4	
303	 0.190	 0.000	 -5.2	 11.3	 2.1	 7.1	 10.3	 0.080	 92.6	 0.030	 0.4	
304	 0.139	 0.000	 -4.6	 10.7	 3.3	 6.9	 10.2	 0.090	 99.1	 0.000	 0.4	
305	 -0.077	 0.000	 -4.0	 11.1	 2.3	 7.0	 10.2	 0.090	 84.9	 0.000	 0.4	
306	 -0.628	 0.000	 8.9	 15.7	 0.1	 6.9	 10.1	 0.070	 80.4	 0.000	 0.4	
307	 -0.222	 0.000	 -3.1	 13.8	 3.1	 6.8	 10.0	 0.050	 72.9	 0.000	 0.3	
308	 0.402	 0.000	 -12.1	 9.0	 4.5	 6.8	 10.0	 0.070	 76.7	 0.110	 0.4	
309	 0.038	 0.000	 -8.5	 10.4	 -1.0	 6.8	 9.9	 0.060	 71.0	 0.000	 0.4	
310	 -0.523	 0.000	 12.7	 14.5	 -2.6	 6.6	 9.8	 0.060	 73.6	 0.000	 0.3	
311	 -0.259	 0.000	 13.1	 15.7	 -4.2	 6.3	 9.8	 0.050	 75.9	 0.000	 0.3	
312	 -0.352	 0.000	 -8.3	 7.5	 -3.8	 5.9	 9.7	 0.050	 92.7	 0.190	 0.3	
313	 0.315	 0.000	 -11.1	 6.6	 0.0	 5.6	 9.7	 0.060	 94.9	 0.010	 0.3	
314	 -0.009	 0.000	 -7.2	 14.0	 -1.1	 5.5	 9.6	 0.050	 78.6	 0.030	 0.3	
315	 -0.868	 0.000	 1.0	 11.0	 -9.9	 5.3	 9.5	 0.060	 68.9	 0.000	 0.3	
316	 0.007	 0.000	 -2.5	 7.8	 -7.6	 5.3	 9.5	 0.040	 62.0	 0.000	 0.3	
317	 -0.213	 0.000	 -6.7	 11.8	 0.2	 5.2	 9.4	 0.050	 70.3	 0.000	 0.3	
318	 -0.042	 0.000	 -1.1	 9.2	 1.4	 5.1	 9.4	 0.050	 82.7	 0.000	 0.3	
319	 -0.016	 0.000	 -3.2	 13.9	 3.1	 5.0	 9.3	 0.070	 83.6	 0.000	 0.3	
320	 0.336	 0.000	 -7.3	 13.2	 4.7	 4.9	 9.2	 0.090	 90.2	 0.000	 0.4	
321	 -0.910	 0.000	 -11.2	 19.2	 1.2	 4.9	 9.1	 0.100	 94.3	 0.080	 0.4	
322	 -0.641	 0.000	 0.9	 12.7	 -5.2	 4.9	 9.1	 0.080	 79.9	 0.000	 0.4	
323	 -0.373	 0.000	 -7.9	 8.1	 -2.3	 4.8	 9.0	 0.070	 72.6	 0.000	 0.4	
324	 -0.180	 0.000	 -3.9	 13.2	 3.3	 4.7	 8.9	 0.070	 68.0	 0.000	 0.4	
325	 -0.456	 0.000	 3.6	 9.6	 -5.8	 4.6	 8.9	 0.060	 81.6	 0.000	 0.4	
326	 -0.554	 0.000	 -6.7	 4.3	 -11.8	 4.5	 8.8	 0.040	 79.4	 0.000	 0.3	
327	 -0.839	 0.000	 -13.1	 3.9	 -15.5	 4.2	 8.8	 0.030	 71.3	 0.000	 0.3	
328	 -0.577	 0.000	 -11.1	 4.7	 -8.7	 3.9	 8.7	 0.010	 68.1	 0.000	 0.3	
329	 -0.309	 0.000	 -6.3	 7.1	 -1.2	 3.7	 8.6	 0.000	 71.8	 0.000	 0.3	
330	 -0.686	 0.000	 -11.6	 4.2	 -11.2	 3.5	 8.6	 -0.010	 69.9	 0.000	 0.3	
331	 -0.538	 0.000	 -12.5	 2.7	 -11.5	 3.3	 8.5	 -0.020	 85.1	 0.080	 0.3	
332	 -0.456	 0.000	 -12.6	 2.7	 -10.6	 3.1	 8.4	 -0.020	 88.1	 0.010	 0.3	
333	 -0.519	 0.000	 -12.0	 2.5	 -11.8	 2.9	 8.4	 -0.020	 82.1	 0.000	 0.3	
334	 -0.389	 0.000	 -7.2	 5.8	 -4.7	 2.8	 8.3	 -0.020	 83.4	 0.000	 0.3	
335	 -0.328	 0.000	 -8.9	 4.0	 -6.1	 2.7	 8.2	 -0.030	 86.3	 0.000	 0.3	
336	 -0.169	 0.000	 -9.5	 4.9	 -4.7	 2.7	 8.2	 -0.010	 93.2	 0.260	 0.3	
337	 0.018	 0.000	 -10.0	 5.6	 -2.8	 2.6	 8.1	 0.000	 92.2	 0.090	 0.3	
338	 -0.330	 0.000	 -12.1	 3.4	 -8.9	 2.6	 8.0	 0.020	 90.0	 0.140	 0.3	
339	 -0.756	 0.000	 -12.5	 3.2	 -15.3	 2.5	 8.0	 0.020	 81.5	 0.010	 0.4	
340	 -0.931	 0.000	 -13.1	 1.6	 -22.3	 2.5	 7.9	 0.010	 78.2	 0.000	 0.4	
341	 -1.033	 0.000	 -12.6	 0.3	 -27.9	 2.5	 7.8	 0.010	 76.1	 0.000	 0.4	
342	 -0.952	 0.000	 -12.7	 0.9	 -24.7	 2.4	 7.8	 0.010	 79.0	 0.000	 0.4	
343	 -0.864	 0.000	 -13.4	 1.0	 -22.0	 2.4	 7.7	 0.010	 76.7	 0.000	 0.4	
344	 -0.898	 0.000	 -13.2	 0.4	 -24.4	 2.4	 7.6	 0.000	 77.9	 0.000	 0.4	
345	 -0.829	 0.000	 -13.4	 0.1	 -25.4	 2.3	 7.6	 -0.010	 74.8	 0.000	 0.4	
346	 -0.471	 0.000	 -9.2	 1.5	 -18.9	 2.3	 7.5	 -0.010	 77.4	 0.000	 0.4	
347	 -2.001	 0.000	 0.5	 1.9	 -21.4	 2.2	 7.4	 -0.020	 67.3	 0.000	 0.4	
348	 -1.184	 0.000	 -12.1	 0.6	 -19.5	 2.2	 7.4	 -0.020	 77.6	 0.010	 0.4	
349	 -1.221	 0.000	 -15.4	 -0.8	 -25.9	 2.1	 7.3	 -0.030	 76.0	 0.000	 0.4	
350	 -0.720	 0.000	 -12.8	 1.6	 -17.0	 2.1	 7.3	 -0.030	 83.0	 0.010	 0.4	
351	 -0.340	 0.000	 -15.8	 3.6	 -12.5	 2.0	 7.2	 -0.030	 81.1	 0.000	 0.4	
352	 -0.737	 0.000	 -12.1	 3.0	 -15.0	 2.0	 7.1	 -0.030	 78.4	 0.000	 0.4	
353	 -0.273	 0.000	 -9.9	 0.6	 -16.2	 1.9	 7.1	 -0.040	 78.5	 0.000	 0.4	
354	 -0.808	 0.000	 -11.8	 1.1	 -19.8	 1.9	 7.0	 -0.040	 83.7	 0.000	 0.4	
355	 -0.490	 0.000	 -10.7	 1.7	 -14.2	 1.8	 7.0	 -0.040	 84.9	 0.000	 0.4	
356	 0.040	 0.000	 -6.6	 1.4	 -16.8	 1.8	 6.9	 -0.050	 81.6	 0.000	 0.4	
357	 -0.873	 0.000	 -13.0	 0.3	 -25.2	 1.8	 6.9	 -0.050	 74.8	 0.000	 0.4	
358	 -0.865	 0.000	 -13.3	 0.4	 -23.7	 1.7	 6.8	 -0.050	 75.3	 0.010	 NaN	
359	 -0.677	 0.000	 -12.9	 2.3	 -13.8	 1.7	 6.8	 -0.060	 82.0	 0.000	 NaN	
360	 -0.830	 0.000	 -13.3	 1.0	 -19.8	 1.7	 6.7	 -0.060	 82.6	 0.000	 NaN	
361	 -0.420	 0.000	 -6.7	 7.4	 -4.2	 1.6	 6.6	 -0.060	 85.3	 0.000	 NaN	
362	 -0.289	 0.000	 -9.6	 4.1	 -6.6	 1.6	 6.6	 -0.070	 91.3	 0.000	 NaN	
363	 -0.965	 0.000	 -13.2	 -0.2	 -26.8	 1.6	 6.6	 -0.080	 68.5	 0.000	 NaN	
364	 -1.036	 0.000	 -12.5	 -0.7	 -29.8	 1.5	 6.5	 -0.090	 72.3	 0.000	 NaN	
365	 -1.069	 0.000	 -12.6	 -0.8	 -30.7	 1.5	 6.5	 -0.080	 72.4	 0.000	 NaN	
