DoY	 NEE	 CH4	 H 	 LE	 Tair	 Tsoil 10cm	 Tsoil 100cm	 Water Table	 RH	 Prec	 Tsoil_water	 
120	 -0.531	 0.020	 12.7	 44.7	 7.2	 5.1	 3.1	 0.530	 88.7	 0.020	 0.5	
121	 -1.065	 0.019	 33.8	 64.7	 4.9	 5.5	 3.1	 0.520	 69.5	 0.030	 0.5	
122	 -0.017	 0.020	 29.3	 74.2	 5.9	 5.7	 3.2	 0.520	 64.8	 0.040	 0.5	
123	 -0.454	 0.018	 41.0	 100.1	 6.5	 6.0	 3.2	 0.500	 60.8	 0.000	 0.5	
124	 -0.320	 0.023	 46.0	 116.6	 9.5	 6.4	 3.3	 0.430	 50.8	 0.000	 0.4	
125	 -1.915	 0.026	 14.2	 45.9	 10.1	 7.0	 3.3	 0.500	 79.9	 0.320	 0.4	
126	 0.098	 0.029	 20.7	 96.9	 13.0	 7.4	 3.4	 0.500	 71.8	 0.000	 0.5	
127	 -0.178	 0.026	 31.8	 107.7	 10.5	 8.3	 3.4	 0.490	 67.2	 0.000	 0.4	
128	 -1.500	 0.022	 26.5	 50.0	 5.8	 8.4	 3.5	 0.470	 78.1	 0.000	 0.4	
129	 -1.632	 0.022	 27.7	 42.6	 4.0	 8.0	 3.6	 0.450	 78.5	 0.010	 0.3	
130	 -1.232	 0.025	 54.2	 102.3	 6.8	 7.7	 3.6	 0.440	 60.3	 0.000	 0.3	
131	 -1.623	 0.026	 40.9	 90.7	 8.2	 7.9	 3.7	 0.420	 62.0	 0.000	 0.2	
132	 -0.482	 0.028	 1.9	 33.5	 11.0	 8.1	 3.8	 0.490	 81.7	 0.530	 0.3	
133	 0.986	 0.026	 17.6	 114.5	 14.4	 8.6	 3.8	 0.540	 68.9	 0.400	 0.5	
134	 -1.071	 0.022	 42.3	 51.6	 1.8	 9.1	 3.9	 0.540	 82.4	 0.020	 0.6	
135	 0.566	 0.021	 19.6	 62.8	 8.0	 8.6	 4.0	 0.630	 78.8	 0.690	 0.7	
136	 -1.486	 0.024	 52.5	 116.3	 3.8	 8.2	 4.1	 0.630	 54.6	 0.000	 0.8	
137	 0.399	 0.022	 49.4	 126.8	 9.6	 8.4	 4.1	 0.600	 47.6	 0.000	 0.8	
138	 -0.986	 0.024	 24.0	 132.1	 15.0	 9.6	 4.2	 0.570	 51.8	 0.000	 0.7	
139	 -2.957	 0.025	 39.0	 87.3	 8.9	 10.6	 4.3	 0.540	 58.9	 0.000	 0.7	
140	 0.804	 0.034	 25.4	 116.4	 17.3	 10.8	 4.4	 0.530	 59.5	 0.000	 0.6	
141	 -2.730	 0.036	 42.3	 113.2	 11.0	 11.7	 4.4	 0.510	 61.7	 0.030	 0.6	
142	 0.982	 0.029	 35.2	 102.7	 11.5	 11.5	 4.5	 0.490	 54.9	 0.050	 0.5	
143	 -2.212	 0.033	 42.1	 94.4	 9.6	 11.2	 4.6	 0.470	 64.9	 0.000	 0.4	
144	 -1.518	 0.030	 43.3	 113.8	 10.7	 11.2	 4.7	 0.460	 56.4	 0.000	 0.3	
145	 -1.488	 0.032	 -1.7	 56.7	 12.7	 11.2	 4.7	 0.440	 49.1	 0.000	 0.3	
146	 -2.890	 0.041	 2.6	 34.8	 10.6	 10.7	 4.8	 0.420	 81.2	 0.030	 0.3	
147	 -3.148	 0.036	 23.5	 42.8	 9.0	 10.3	 4.9	 0.420	 85.9	 0.000	 0.2	
148	 -2.237	 0.037	 42.9	 122.4	 12.7	 10.3	 5.0	 0.410	 64.9	 0.000	 0.2	
149	 -3.260	 0.044	 35.5	 98.0	 12.5	 10.6	 5.1	 0.390	 52.6	 0.000	 0.2	
150	 -4.189	 0.039	 46.2	 133.5	 10.3	 10.7	 5.2	 0.370	 48.0	 0.000	 0.2	
151	 -1.854	 0.031	 11.2	 33.9	 6.2	 10.2	 5.3	 0.410	 85.4	 0.410	 0.2	
152	 -2.785	 0.040	 42.6	 79.8	 9.5	 9.9	 5.3	 0.400	 75.7	 0.090	 0.2	
153	 -3.423	 0.039	 47.1	 98.1	 9.7	 10.2	 5.4	 0.390	 69.7	 0.000	 0.2	
154	 -2.967	 0.040	 48.2	 106.3	 9.4	 10.2	 5.5	 0.360	 66.1	 0.000	 0.2	
155	 -1.778	 0.046	 30.8	 115.6	 16.2	 10.4	 5.6	 0.340	 52.3	 0.010	 0.2	
156	 -3.969	 0.048	 34.5	 62.2	 8.4	 10.6	 5.6	 0.340	 76.4	 0.160	 0.2	
157	 -3.643	 0.043	 21.5	 40.5	 6.8	 10.3	 5.7	 0.300	 75.9	 0.000	 0.1	
158	 -6.168	 0.046	 28.0	 64.9	 9.7	 10.2	 5.8	 0.290	 66.6	 0.010	 0.1	
159	 -2.527	 0.043	 1.7	 23.7	 7.9	 10.1	 5.8	 0.350	 82.8	 0.420	 0.1	
160	 -5.710	 0.049	 35.2	 70.4	 11.3	 10.0	 5.9	 0.350	 77.0	 0.010	 0.1	
161	 -9.081	 0.055	 72.4	 125.4	 12.1	 10.4	 5.9	 0.310	 66.5	 0.000	 0.1	
162	 -7.470	 0.052	 70.9	 116.5	 10.5	 10.6	 6.0	 0.280	 74.5	 0.000	 0.1	
163	 -4.469	 0.056	 34.9	 103.0	 13.0	 10.7	 6.0	 0.260	 72.0	 0.000	 0.1	
164	 -3.313	 0.063	 39.0	 101.9	 15.7	 11.1	 6.1	 0.250	 77.3	 0.030	 0.1	
165	 -2.308	 0.060	 40.6	 118.6	 15.8	 11.5	 6.1	 0.230	 62.5	 0.000	 0.1	
166	 -3.147	 0.068	 30.3	 113.9	 18.0	 11.9	 6.2	 0.210	 66.6	 0.000	 0.1	
167	 -4.178	 0.069	 9.7	 49.1	 17.2	 12.2	 6.2	 0.180	 74.9	 0.010	 0.1	
168	 -5.717	 0.074	 27.7	 84.0	 18.5	 12.6	 6.3	 0.180	 76.5	 0.000	 0.1	
169	 -4.692	 0.077	 21.2	 68.5	 18.7	 13.0	 6.4	 0.220	 84.9	 0.310	 0.1	
170	 -2.896	 0.072	 29.1	 81.4	 19.2	 13.5	 6.4	 0.220	 84.5	 0.040	 0.1	
171	 -1.983	 0.076	 32.5	 123.6	 21.1	 13.9	 6.5	 0.220	 72.1	 0.000	 0.1	
172	 -2.777	 0.075	 19.4	 83.5	 19.2	 14.2	 6.5	 0.220	 78.7	 0.440	 0.1	
173	 -1.392	 0.070	 19.9	 64.4	 20.7	 14.5	 6.6	 0.220	 89.0	 0.010	 0.1	
174	 -1.421	 0.073	 21.6	 81.8	 21.6	 14.8	 6.7	 0.180	 82.4	 0.050	 0.1	
175	 -3.602	 0.077	 27.4	 110.6	 19.7	 15.1	 6.8	 0.170	 71.6	 0.000	 0.1	
176	 -4.082	 0.073	 35.3	 136.8	 19.4	 15.1	 6.9	 0.130	 68.9	 0.000	 0.1	
177	 -3.263	 0.073	 32.8	 127.4	 19.6	 15.1	 6.9	 0.090	 66.6	 0.000	 0.1	
178	 -1.947	 0.077	 0.9	 54.3	 18.4	 15.3	 7.0	 0.120	 80.0	 0.260	 0.1	
179	 -5.409	 0.075	 11.2	 95.6	 16.4	 15.0	 7.2	 0.110	 74.7	 0.050	 0.1	
180	 -6.242	 0.072	 18.9	 59.6	 12.7	 14.6	 7.2	 0.090	 89.3	 0.020	 0.1	
181	 -4.107	 0.066	 11.3	 35.1	 11.2	 14.0	 7.3	 0.070	 88.0	 0.000	 0.1	
182	 -8.193	 0.064	 40.1	 82.9	 14.5	 13.8	 7.4	 0.050	 76.0	 0.000	 0.1	
183	 -7.028	 0.070	 29.2	 56.4	 15.2	 14.1	 7.5	 0.030	 84.3	 0.000	 0.1	
184	 -6.542	 0.073	 44.1	 123.0	 16.4	 14.2	 7.6	 0.010	 72.8	 0.000	 0.1	
185	 -5.731	 0.073	 35.8	 110.2	 16.2	 14.3	 7.7	 -0.010	 69.4	 0.000	 0.1	
186	 -6.536	 0.074	 41.7	 115.9	 16.1	 14.3	 7.8	 -0.050	 72.7	 0.000	 0.1	
187	 -6.284	 0.073	 39.6	 118.0	 16.4	 14.3	 7.8	 -0.080	 69.5	 0.000	 0.1	
188	 -6.857	 0.068	 29.2	 86.1	 15.5	 14.3	 7.9	 -0.110	 72.6	 0.000	 0.1	
189	 -5.461	 0.071	 39.8	 110.9	 16.4	 14.4	 8.0	 -0.130	 67.2	 0.000	 0.1	
190	 -1.939	 0.072	 16.0	 58.3	 17.5	 14.6	 8.0	 -0.160	 84.1	 0.000	 0.1	
191	 -4.515	 0.078	 32.9	 120.5	 19.0	 14.9	 8.1	 -0.170	 67.9	 0.020	 0.1	
192	 -7.249	 0.078	 46.1	 125.4	 14.6	 14.8	 8.2	 -0.210	 62.1	 0.000	 0.1	
193	 -5.746	 0.071	 47.2	 123.5	 15.4	 14.6	 8.2	 -0.240	 56.3	 0.000	 0.0	
194	 -4.591	 0.064	 38.3	 109.7	 15.0	 14.3	 8.3	 -0.270	 65.6	 0.000	 0.0	
195	 0.970	 0.068	 -4.1	 24.4	 14.3	 14.2	 8.3	 -0.130	 90.9	 0.670	 0.1	
196	 -2.850	 0.067	 8.6	 50.6	 15.6	 14.3	 8.4	 -0.140	 83.7	 0.010	 0.1	
197	 -3.978	 0.064	 -0.5	 41.2	 11.3	 14.0	 8.5	 -0.170	 87.4	 0.110	 0.1	
198	 -3.615	 0.060	 7.0	 38.6	 11.4	 13.6	 8.6	 -0.120	 92.0	 0.060	 0.1	
199	 -8.240	 0.063	 26.1	 58.8	 13.0	 13.6	 8.6	 -0.130	 81.0	 0.000	 0.1	
200	 -5.416	 0.064	 40.9	 104.0	 14.2	 13.5	 8.7	 -0.160	 76.5	 0.000	 0.0	
201	 -1.973	 0.068	 18.5	 57.9	 15.8	 13.7	 8.7	 -0.100	 86.7	 0.420	 0.1	
202	 -1.031	 0.074	 18.9	 52.5	 16.8	 14.3	 8.8	 -0.040	 90.5	 0.290	 0.1	
203	 -5.376	 0.068	 28.0	 78.8	 15.1	 14.3	 8.8	 -0.020	 83.5	 0.310	 0.1	
204	 -4.669	 0.071	 26.2	 86.2	 17.1	 14.4	 8.9	 0.060	 81.7	 0.660	 0.1	
205	 -5.900	 0.071	 25.5	 83.1	 18.4	 15.0	 8.9	 0.070	 80.4	 0.180	 0.1	
206	 -5.760	 0.069	 22.6	 66.2	 17.2	 15.0	 9.0	 0.070	 87.7	 0.240	 0.1	
207	 -6.933	 0.072	 34.8	 103.2	 18.2	 15.0	 9.0	 0.070	 81.5	 0.000	 0.1	
208	 -8.031	 0.071	 26.5	 106.8	 17.7	 15.1	 9.0	 0.040	 74.5	 0.010	 0.1	
209	 -7.037	 0.074	 19.3	 69.4	 15.0	 15.0	 9.1	 0.010	 78.1	 0.020	 0.1	
210	 -7.863	 0.074	 21.3	 62.6	 14.9	 14.6	 9.1	 -0.010	 80.1	 0.000	 0.1	
211	 -6.224	 0.075	 28.3	 64.1	 15.3	 14.8	 9.2	 -0.020	 85.8	 0.070	 0.1	
212	 -5.828	 0.071	 25.7	 71.2	 16.0	 14.7	 9.2	 0.030	 83.3	 0.410	 0.1	
213	 -7.806	 0.077	 30.5	 91.7	 13.7	 14.8	 9.3	 0.050	 81.3	 0.190	 0.1	
214	 -4.246	 0.069	 8.9	 36.0	 12.8	 14.3	 9.3	 0.060	 91.1	 0.190	 0.1	
215	 -5.344	 0.078	 23.2	 80.9	 16.7	 14.5	 9.4	 0.060	 81.1	 0.000	 0.1	
216	 -7.722	 0.075	 36.0	 93.9	 14.5	 14.5	 9.4	 0.030	 76.9	 0.000	 0.1	
217	 -7.302	 0.074	 16.9	 58.9	 13.9	 14.2	 9.5	 0.000	 81.3	 0.000	 0.1	
218	 -6.977	 0.073	 33.8	 86.3	 14.5	 14.1	 9.5	 -0.030	 79.4	 0.000	 0.1	
219	 -3.557	 0.071	 14.2	 52.1	 15.6	 14.3	 9.5	 -0.010	 87.5	 0.200	 0.1	
220	 1.800	 0.072	 6.7	 27.0	 18.0	 14.6	 9.6	 -0.010	 95.3	 0.000	 0.1	
221	 -2.711	 0.079	 18.9	 59.2	 18.4	 15.0	 9.6	 -0.050	 85.1	 0.000	 0.1	
222	 -4.827	 0.080	 36.0	 103.2	 17.9	 15.0	 9.6	 -0.080	 79.3	 0.010	 0.1	
223	 -2.977	 0.073	 30.3	 95.7	 18.0	 15.0	 9.7	 -0.110	 79.5	 0.000	 0.1	
224	 2.067	 0.074	 26.8	 104.4	 22.0	 15.4	 9.7	 -0.130	 78.1	 0.000	 0.1	
225	 2.665	 0.082	 22.4	 76.5	 21.8	 15.8	 9.7	 -0.170	 84.8	 0.000	 0.0	
226	 2.864	 0.075	 24.1	 89.7	 23.3	 16.1	 9.8	 -0.210	 81.5	 0.000	 0.0	
227	 3.176	 0.077	 5.2	 46.0	 21.5	 16.6	 9.8	 -0.130	 85.4	 0.290	 0.0	
228	 -0.277	 0.076	 4.2	 35.5	 18.4	 16.9	 9.9	 0.200	 94.2	 1.980	 0.1	
