DoY	 NEE	 CH4	 H 	 LE	 Tair	 Tsoil 10cm	 Tsoil 100cm	 Water Table	 RH	 Prec	 Tsoil_water	 
27	 -0.613	 0.022	 -13.6	 -0.3	 -8.0	 0.1	 5.2	 -0.130	 87.3	 0.130	 0.0	
28	 -0.808	 0.027	 -13.3	 1.6	 -8.3	 0.1	 5.2	 -0.130	 79.1	 0.000	 0.0	
29	 -1.025	 0.021	 -16.1	 0.4	 -16.4	 0.1	 5.1	 -0.130	 75.8	 0.000	 0.0	
30	 -0.725	 0.022	 -2.2	 5.0	 -7.2	 0.1	 5.1	 -0.130	 79.8	 0.000	 0.0	
31	 -0.226	 0.024	 -4.4	 3.3	 -4.0	 0.1	 5.0	 -0.130	 91.0	 0.000	 0.0	
32	 -0.616	 0.024	 -4.1	 4.5	 -1.7	 0.1	 5.0	 -0.150	 94.2	 0.000	 0.0	
33	 -0.223	 0.022	 -3.9	 2.9	 -0.7	 0.1	 5.0	 -0.150	 93.7	 0.000	 0.0	
34	 -0.395	 0.022	 -2.2	 1.8	 -2.3	 0.1	 4.9	 -0.160	 94.7	 0.000	 0.0	
35	 -0.834	 0.022	 -4.4	 5.0	 -3.6	 0.1	 4.9	 -0.160	 88.5	 0.000	 0.0	
36	 -0.690	 0.023	 1.1	 6.1	 -3.1	 0.1	 4.9	 -0.160	 86.4	 0.000	 0.0	
37	 -0.626	 0.022	 -6.8	 7.8	 -3.9	 0.1	 4.8	 -0.160	 83.1	 0.000	 0.0	
38	 -0.975	 0.018	 -3.4	 5.6	 -12.9	 0.1	 4.8	 -0.170	 58.6	 0.000	 0.0	
39	 -0.511	 0.020	 -14.9	 12.0	 -8.8	 0.1	 4.7	 -0.180	 52.8	 0.000	 0.0	
40	 -0.600	 0.023	 -3.6	 11.0	 -7.0	 0.1	 4.7	 -0.170	 64.5	 0.000	 0.0	
41	 -1.790	 0.014	 -10.8	 6.8	 -18.2	 -0.0	 4.7	 -0.190	 53.4	 0.000	 0.0	
42	 -1.521	 0.014	 -2.6	 6.7	 -18.1	 -0.0	 4.6	 -0.200	 55.1	 0.000	 0.0	
43	 -0.505	 0.018	 -5.4	 10.4	 -13.2	 -0.0	 4.6	 -0.190	 55.9	 0.000	 0.0	
44	 -0.832	 0.020	 -10.7	 5.0	 -11.8	 -0.1	 4.6	 -0.190	 69.8	 0.000	 0.0	
45	 -1.137	 0.018	 5.6	 15.1	 -3.6	 -0.0	 4.5	 -0.190	 73.4	 0.000	 0.0	
46	 -0.742	 0.021	 -0.6	 11.2	 -3.4	 0.0	 4.5	 -0.200	 88.1	 0.010	 0.0	
47	 0.296	 0.027	 -5.4	 7.1	 -2.8	 0.0	 4.5	 -0.210	 82.5	 0.000	 0.0	
48	 -0.448	 0.023	 -4.5	 5.4	 -4.2	 0.0	 4.4	 -0.210	 82.4	 0.030	 0.0	
49	 -1.119	 0.020	 -3.3	 5.7	 -10.8	 -0.0	 4.4	 -0.210	 80.7	 0.000	 0.0	
50	 -0.960	 0.021	 1.0	 20.4	 -6.7	 -0.0	 4.4	 -0.210	 68.5	 0.000	 0.0	
51	 -0.367	 0.022	 -6.1	 12.0	 -0.5	 0.0	 4.4	 -0.210	 71.8	 0.090	 0.0	
52	 0.277	 0.024	 -8.8	 1.9	 -2.2	 0.0	 4.3	 -0.190	 92.2	 0.170	 0.0	
53	 -0.389	 0.026	 -4.3	 2.8	 -4.9	 0.0	 4.3	 -0.190	 82.1	 0.000	 0.0	
54	 -0.694	 0.020	 -2.3	 5.3	 -5.4	 0.0	 4.3	 -0.200	 76.1	 0.000	 0.0	
55	 -0.014	 0.026	 0.6	 3.8	 -9.4	 0.0	 4.2	 -0.210	 75.7	 0.000	 0.0	
56	 -0.800	 0.021	 -0.4	 2.3	 -10.1	 -0.0	 4.2	 -0.220	 74.0	 0.000	 0.0	
57	 -1.566	 0.022	 -3.4	 1.8	 -5.9	 0.0	 4.2	 -0.190	 87.7	 0.120	 0.0	
58	 -1.137	 0.022	 -3.9	 2.1	 -9.5	 0.0	 4.2	 -0.190	 80.1	 0.000	 0.0	
59	 -1.645	 0.022	 -1.5	 6.2	 -4.8	 0.0	 4.1	 -0.190	 81.5	 0.020	 0.0	
60	 -1.048	 0.021	 -7.5	 3.7	 -1.7	 0.0	 4.1	 -0.170	 84.7	 0.040	 0.0	
61	 -0.562	 0.023	 -2.3	 11.6	 -1.4	 0.1	 4.1	 -0.180	 78.6	 0.020	 0.0	
62	 -0.442	 0.022	 -2.5	 7.6	 -1.5	 0.1	 4.0	 -0.170	 87.8	 0.040	 0.0	
63	 -0.708	 0.022	 -2.5	 2.1	 -6.8	 0.0	 4.0	 -0.170	 85.0	 0.000	 0.0	
64	 -1.184	 0.019	 -8.3	 1.9	 -12.3	 0.0	 4.0	 -0.180	 79.7	 0.000	 0.0	
65	 -1.000	 0.020	 -8.2	 2.3	 -11.0	 0.0	 4.0	 -0.180	 81.0	 0.010	 0.0	
66	 -0.650	 0.024	 17.1	 31.8	 0.8	 0.1	 3.9	 -0.170	 72.9	 0.000	 0.0	
67	 -1.756	 0.025	 -8.2	 6.1	 -1.6	 0.1	 3.9	 -0.170	 80.6	 0.000	 0.1	
68	 -0.597	 0.021	 -6.7	 6.4	 -7.7	 0.0	 3.9	 -0.190	 75.5	 0.000	 0.1	
69	 -1.080	 0.021	 -4.0	 16.1	 -9.4	 -0.0	 3.9	 -0.200	 54.0	 0.000	 0.1	
70	 -0.671	 0.024	 16.5	 53.0	 3.7	 0.1	 3.9	 -0.210	 51.1	 0.000	 0.1	
71	 -0.602	 0.027	 22.0	 55.6	 5.0	 0.1	 3.8	 -0.120	 70.9	 0.000	 0.1	
72	 0.461	 0.026	 -15.3	 12.3	 5.2	 0.1	 3.8	 0.160	 92.9	 0.390	 0.1	
73	 -0.667	 0.026	 10.5	 55.3	 6.0	 0.1	 3.8	 0.180	 56.6	 0.000	 0.1	
74	 -0.078	 0.026	 9.9	 57.9	 9.0	 0.1	 3.7	 0.230	 53.2	 0.000	 0.1	
75	 -0.552	 0.029	 9.7	 50.0	 4.2	 0.0	 3.7	 0.200	 49.7	 0.000	 0.1	
76	 -0.670	 0.029	 17.4	 70.3	 9.0	 0.1	 3.6	 0.210	 56.6	 0.000	 0.1	
77	 -0.272	 0.028	 1.1	 39.0	 12.8	 0.1	 3.6	 0.240	 89.1	 0.000	 0.1	
78	 -0.305	 0.028	 7.3	 72.1	 17.7	 0.1	 3.6	 0.260	 75.8	 0.000	 0.1	
79	 -0.111	 0.027	 -5.3	 49.5	 18.5	 0.1	 3.5	 0.300	 75.8	 0.100	 0.1	
80	 -0.144	 0.028	 -5.9	 21.8	 10.2	 0.0	 3.5	 0.300	 91.9	 0.010	 0.1	
81	 -0.124	 0.030	 6.7	 42.5	 7.8	 0.0	 3.5	 0.290	 78.0	 0.000	 0.1	
82	 -0.905	 0.025	 -1.1	 25.8	 8.0	 0.0	 3.5	 0.340	 87.6	 0.290	 0.1	
83	 0.135	 0.025	 -12.1	 18.1	 10.5	 0.1	 3.4	 0.350	 99.9	 0.100	 0.1	
84	 -0.327	 0.030	 8.6	 37.3	 8.6	 0.0	 3.4	 0.350	 92.1	 0.000	 0.1	
85	 -1.457	 0.030	 46.8	 59.7	 0.1	 0.0	 3.4	 0.330	 69.4	 0.000	 0.1	
86	 -0.763	 0.028	 2.8	 29.5	 0.3	 0.0	 3.4	 0.310	 60.4	 0.000	 0.1	
87	 0.131	 0.030	 -0.3	 41.9	 6.5	 0.1	 3.4	 0.300	 71.5	 0.000	 0.1	
88	 -0.973	 0.031	 11.4	 27.0	 2.2	 0.1	 3.4	 0.290	 80.5	 0.000	 0.2	
89	 -0.485	 0.026	 -8.8	 15.6	 -0.6	 0.0	 3.3	 0.390	 93.7	 0.840	 0.2	
90	 -0.595	 0.025	 -5.7	 25.8	 1.7	 0.0	 3.3	 0.420	 98.0	 0.010	 0.2	
91	 -0.327	 0.025	 -10.7	 18.9	 4.9	 0.1	 3.3	 0.430	 96.6	 0.000	 0.2	
92	 -1.531	 0.028	 15.0	 60.6	 9.3	 0.1	 3.3	 0.420	 76.5	 0.000	 0.2	
93	 -0.418	 0.028	 -1.3	 31.0	 8.1	 0.1	 3.3	 0.410	 76.0	 0.000	 0.2	
94	 -1.250	 0.028	 34.7	 89.7	 7.4	 0.1	 3.3	 0.380	 60.5	 0.000	 0.2	
95	 -1.134	 0.029	 32.8	 71.4	 5.0	 0.1	 3.2	 0.360	 54.2	 0.000	 0.3	
96	 -1.012	 0.027	 34.5	 72.7	 5.2	 0.1	 3.2	 0.340	 51.5	 0.000	 0.3	
97	 -0.844	 0.029	 28.6	 82.3	 6.3	 0.1	 3.2	 0.330	 47.4	 0.000	 0.3	
98	 -0.561	 0.029	 -16.5	 30.0	 5.6	 0.1	 3.2	 0.310	 64.5	 0.010	 0.3	
99	 -0.850	 0.029	 7.2	 67.6	 5.5	 0.1	 3.2	 0.310	 40.6	 0.000	 0.3	
100	 -0.957	 0.033	 9.5	 31.4	 -1.8	 0.1	 3.2	 0.290	 58.6	 0.000	 0.3	
101	 -1.050	 0.028	 50.6	 49.0	 -3.2	 0.1	 3.2	 0.280	 62.0	 0.000	 0.3	
102	 -0.631	 0.027	 46.7	 58.4	 1.5	 0.1	 3.2	 0.260	 60.6	 0.000	 0.3	
103	 -0.860	 0.029	 31.8	 88.7	 5.4	 0.1	 3.2	 0.250	 52.2	 0.000	 0.4	
104	 -0.334	 0.029	 -10.9	 26.6	 6.2	 0.1	 3.2	 0.300	 71.0	 0.230	 0.4	
105	 0.023	 0.032	 27.1	 83.3	 10.9	 0.1	 3.1	 0.310	 73.8	 0.130	 0.4	
106	 0.060	 0.024	 -9.4	 19.6	 6.1	 0.1	 3.1	 0.480	 90.5	 1.230	 0.4	
107	 -1.114	 0.023	 8.9	 18.5	 -2.9	 0.1	 3.1	 0.500	 96.9	 0.130	 0.4	
108	 -1.111	 0.026	 15.7	 54.0	 0.2	 0.1	 3.1	 0.530	 79.3	 0.000	 0.4	
109	 -1.046	 0.018	 -13.2	 25.7	 3.4	 0.1	 3.1	 0.650	 87.0	 0.380	 0.4	
110	 -1.771	 0.021	 24.4	 60.6	 2.5	 0.1	 3.1	 0.660	 68.8	 0.000	 0.5	
111	 -1.041	 0.025	 35.2	 83.7	 3.9	 0.1	 3.0	 0.650	 53.9	 0.000	 0.5	
112	 -0.502	 0.019	 -11.8	 22.1	 0.8	 0.2	 3.0	 0.650	 87.7	 0.830	 0.5	
113	 -0.787	 0.016	 10.8	 25.2	 1.2	 0.1	 3.0	 0.690	 91.7	 0.010	 0.5	
114	 -1.025	 0.017	 15.7	 64.2	 6.7	 0.2	 3.0	 0.710	 70.9	 0.000	 0.5	
115	 -0.779	 0.018	 20.7	 94.4	 10.9	 0.3	 3.0	 0.700	 56.0	 0.000	 0.6	
116	 -0.596	 0.013	 5.0	 48.0	 8.9	 0.3	 3.0	 0.700	 77.2	 0.080	 0.8	
117	 -0.535	 0.024	 45.9	 93.1	 3.9	 0.4	 3.0	 0.690	 56.6	 0.000	 1.0	
118	 -1.169	 0.026	 29.7	 85.0	 5.3	 0.7	 3.0	 0.670	 45.3	 0.000	 1.0	
119	 -0.959	 0.029	 34.8	 101.8	 6.9	 1.5	 2.9	 0.650	 35.2	 0.000	 1.0	
120	 -0.964	 0.028	 21.4	 70.7	 8.7	 2.9	 2.9	 0.630	 56.5	 0.000	 1.0	
121	 -0.853	 0.027	 14.2	 58.1	 9.6	 4.0	 2.9	 0.610	 68.5	 0.000	 1.0	
122	 -0.014	 0.013	 -3.5	 34.1	 11.4	 4.6	 2.9	 0.610	 89.4	 0.070	 1.0	
123	 -0.793	 0.025	 16.0	 83.3	 16.0	 5.1	 2.9	 0.610	 66.7	 0.000	 1.0	
124	 -0.866	 0.025	 14.4	 71.4	 14.0	 6.3	 2.9	 0.630	 76.4	 0.280	 1.2	
125	 -0.808	 0.027	 3.1	 27.4	 9.5	 7.1	 3.0	 0.610	 83.3	 0.000	 1.3	
126	 -0.532	 0.029	 5.7	 43.9	 10.2	 7.1	 3.0	 0.600	 76.5	 0.010	 1.0	
127	 -0.398	 0.017	 -2.8	 26.7	 9.3	 7.3	 3.0	 0.650	 91.3	 0.420	 1.0	
128	 -0.680	 0.031	 25.3	 80.4	 11.2	 7.4	 3.1	 0.650	 75.5	 0.020	 1.1	
129	 -1.863	 0.029	 16.7	 45.4	 9.4	 7.7	 3.2	 0.640	 87.6	 0.200	 1.3	
130	 -1.533	 0.037	 34.1	 96.6	 9.5	 7.9	 3.2	 0.640	 66.7	 0.000	 1.2	
131	 -2.131	 0.041	 38.5	 125.5	 13.1	 8.2	 3.3	 0.610	 60.3	 0.000	 1.4	
132	 -2.060	 0.044	 15.1	 76.8	 11.0	 8.9	 3.4	 0.590	 66.0	 0.040	 1.5	
133	 -1.415	 0.047	 32.0	 136.6	 10.9	 9.0	 3.5	 0.580	 50.3	 0.000	 1.3	
134	 -2.081	 0.052	 10.6	 143.6	 17.1	 9.3	 3.6	 0.550	 35.1	 0.000	 1.4	
135	 -1.012	 0.050	 22.7	 128.5	 18.1	 9.9	 3.7	 0.530	 47.1	 0.000	 1.5	
136	 -2.729	 0.059	 30.2	 124.9	 12.0	 10.5	 3.8	 0.500	 56.3	 0.000	 1.4	
137	 -1.279	 0.053	 42.4	 112.1	 10.2	 10.4	 3.9	 0.470	 54.4	 0.000	 1.4	
138	 -2.251	 0.058	 20.4	 101.1	 16.4	 10.4	 4.0	 0.450	 50.6	 0.000	 1.4	
139	 -4.037	 0.064	 18.3	 140.6	 22.5	 10.7	 4.1	 0.430	 52.4	 0.010	 1.4	
140	 -3.789	 0.066	 12.9	 100.1	 19.2	 11.4	 4.2	 0.420	 72.4	 0.120	 1.3	
141	 -2.868	 0.057	 9.8	 44.8	 9.6	 11.7	 4.2	 0.470	 86.8	 0.460	 1.4	
142	 -2.287	 0.059	 33.6	 110.0	 12.8	 11.1	 4.3	 0.460	 65.4	 0.000	 1.4	
143	 -2.329	 0.061	 13.4	 74.0	 16.4	 11.3	 4.4	 0.450	 65.7	 0.100	 1.4	
144	 -0.144	 0.055	 -3.7	 48.2	 15.6	 11.6	 4.5	 0.560	 83.1	 1.050	 1.4	
145	 -1.094	 0.051	 -9.3	 34.7	 12.9	 11.7	 4.7	 0.620	 97.0	 0.520	 1.4	
146	 -2.909	 0.056	 31.5	 96.6	 11.5	 11.6	 4.8	 0.620	 68.4	 0.000	 1.4	
147	 -5.118	 0.052	 16.4	 48.4	 10.2	 11.7	 4.9	 0.590	 79.7	 0.000	 1.4	
148	 -1.168	 0.045	 -3.4	 25.2	 12.4	 11.5	 5.0	 0.710	 94.7	 1.780	 1.4	
149	 -3.300	 0.075	 15.9	 76.8	 15.3	 11.6	 5.1	 0.800	 81.0	 0.450	 1.3	
150	 -4.686	 0.072	 24.2	 64.0	 9.6	 12.1	 5.2	 0.770	 83.3	 0.030	 1.3	
151	 -4.028	 0.068	 41.8	 84.3	 7.8	 12.0	 5.3	 0.750	 76.4	 0.000	 1.3	
152	 -4.018	 0.069	 40.3	 112.8	 10.4	 11.9	 5.4	 0.730	 68.4	 0.000	 1.3	
153	 -4.637	 0.080	 34.8	 122.7	 12.2	 12.2	 5.5	 0.700	 66.4	 0.000	 1.2	
154	 -4.639	 0.087	 36.9	 133.6	 14.7	 12.5	 5.5	 0.680	 66.2	 0.000	 1.2	
155	 -4.614	 0.087	 16.4	 81.3	 15.7	 13.0	 5.6	 0.660	 77.8	 0.000	 1.2	
156	 -4.434	 0.092	 28.7	 125.3	 19.1	 13.4	 5.7	 0.640	 67.8	 0.000	 1.2	
157	 -5.200	 0.109	 24.4	 118.9	 18.2	 14.3	 5.8	 0.610	 71.5	 0.010	 1.1	
158	 -4.704	 0.113	 10.1	 60.9	 16.5	 14.9	 5.9	 0.600	 88.8	 0.130	 1.1	
159	 -5.196	 0.113	 30.9	 128.4	 19.9	 15.2	 6.0	 0.600	 78.1	 0.040	 1.1	
160	 -3.956	 0.126	 23.9	 128.8	 21.2	 16.0	 6.1	 0.580	 76.5	 0.060	 1.1	
161	 -4.351	 0.141	 20.2	 145.4	 22.8	 16.8	 6.2	 0.560	 67.3	 0.000	 1.1	
162	 -1.731	 0.138	 2.3	 82.5	 22.3	 17.2	 6.3	 0.620	 70.3	 0.780	 1.0	
163	 -6.973	 0.128	 23.4	 105.6	 13.8	 17.1	 6.4	 0.620	 80.6	 0.020	 1.1	
164	 -6.322	 0.122	 48.8	 111.8	 10.3	 16.4	 6.5	 0.600	 71.2	 0.010	 1.1	
165	 -4.953	 0.108	 24.7	 104.7	 15.0	 15.7	 6.6	 0.570	 70.5	 0.000	 1.1	
166	 -0.157	 0.099	 -16.8	 27.0	 14.7	 15.5	 6.8	 0.620	 91.9	 0.550	 1.2	
167	 -6.512	 0.107	 38.0	 125.6	 19.0	 15.2	 6.9	 0.620	 79.2	 0.000	 1.2	
168	 -4.839	 0.114	 14.2	 79.4	 17.2	 15.9	 7.0	 0.610	 83.1	 0.300	 1.1	
169	 -5.369	 0.121	 24.2	 103.3	 17.7	 16.1	 7.1	 0.610	 71.8	 0.030	 1.1	
170	 -5.037	 0.127	 17.9	 117.0	 20.2	 16.3	 7.2	 0.580	 74.8	 0.010	 1.1	
171	 1.239	 0.123	 -14.0	 25.9	 14.8	 16.7	 7.3	 0.720	 97.9	 1.430	 1.1	
172	 -2.042	 0.120	 2.1	 54.6	 17.1	 16.3	 7.5	 0.760	 91.6	 0.470	 1.1	
173	 -6.679	 0.137	 25.6	 99.4	 16.0	 16.0	 7.6	 0.750	 79.0	 0.010	 1.1	
174	 -6.590	 0.139	 33.8	 129.9	 16.7	 16.0	 7.6	 0.720	 73.4	 0.000	 1.1	
175	 -4.303	 0.135	 13.9	 68.8	 15.5	 16.2	 7.7	 0.710	 91.0	 0.270	 1.1	
176	 -6.151	 0.134	 36.3	 121.4	 17.9	 16.3	 7.8	 0.710	 76.7	 0.000	 1.0	
177	 -6.098	 0.138	 37.9	 137.7	 16.5	 16.7	 7.9	 0.670	 70.9	 0.000	 1.0	
178	 -5.570	 0.137	 32.8	 139.0	 18.4	 16.8	 8.0	 0.640	 69.3	 0.000	 1.0	
179	 -2.599	 0.150	 19.2	 104.2	 22.2	 17.2	 8.1	 0.610	 76.0	 0.000	 1.0	
180	 -4.241	 0.165	 15.5	 157.5	 21.4	 17.7	 8.2	 0.590	 54.8	 2.980	 1.0	
181	 -3.921	 0.170	 22.3	 149.6	 21.1	 17.9	 8.3	 0.560	 59.6	 0.000	 1.0	
182	 -3.813	 0.157	 20.1	 103.8	 19.5	 18.0	 8.4	 0.520	 74.0	 0.000	 1.0	
183	 -1.677	 0.155	 23.5	 133.4	 22.1	 17.9	 8.5	 0.500	 76.2	 0.000	 1.0	
184	 -0.095	 0.155	 12.7	 114.9	 23.9	 18.3	 8.5	 0.580	 83.2	 0.820	 1.0	
185	 -2.133	 0.154	 22.4	 132.4	 23.4	 18.7	 8.6	 0.580	 81.7	 0.000	 NaN	
186	 0.044	 0.153	 4.3	 74.5	 21.8	 19.4	 8.7	 0.560	 86.9	 0.130	 NaN	
187	 -2.877	 0.158	 27.9	 145.2	 22.6	 19.6	 8.8	 0.550	 65.7	 0.000	 NaN	
188	 -0.159	 0.149	 -6.2	 34.7	 16.4	 19.6	 8.9	 0.590	 94.7	 0.470	 1.0	
189	 -3.210	 0.157	 29.4	 151.4	 20.1	 19.1	 9.0	 0.580	 73.7	 0.000	 1.0	
190	 -2.398	 0.169	 25.7	 143.6	 20.8	 19.1	 9.1	 0.540	 71.2	 0.000	 1.0	
191	 -3.029	 0.166	 26.8	 136.7	 19.3	 19.2	 9.2	 0.500	 72.5	 0.000	 1.0	
192	 -1.746	 0.162	 27.4	 128.8	 20.2	 19.1	 9.3	 0.470	 74.5	 0.000	 1.0	
193	 -2.232	 0.163	 23.6	 142.5	 21.8	 19.0	 9.4	 0.450	 73.3	 0.000	 1.0	
194	 -1.162	 0.170	 12.1	 96.3	 22.3	 19.0	 9.5	 0.410	 74.4	 0.000	 1.0	
195	 0.530	 0.164	 3.9	 54.6	 20.7	 18.9	 9.6	 0.490	 92.0	 0.700	 1.0	
196	 -0.543	 0.169	 22.1	 114.8	 22.6	 18.9	 9.7	 0.490	 82.3	 0.000	 1.0	
197	 -0.752	 0.162	 3.8	 62.7	 21.0	 18.9	 9.7	 0.460	 83.1	 0.000	 1.0	
198	 0.155	 0.181	 15.1	 125.2	 24.9	 18.9	 9.8	 0.480	 77.7	 0.210	 1.0	
199	 -1.068	 0.164	 23.5	 81.7	 20.9	 19.2	 9.9	 0.460	 82.0	 0.000	 0.9	
200	 -1.674	 0.162	 15.3	 74.0	 19.3	 19.3	 10.0	 0.420	 80.6	 0.000	 1.0	
201	 -1.883	 0.172	 26.1	 118.0	 19.7	 19.1	 10.1	 0.390	 76.3	 0.000	 1.0	
202	 0.470	 0.188	 16.8	 121.2	 24.0	 19.1	 10.1	 0.360	 76.0	 0.000	 1.0	
203	 0.096	 0.184	 26.5	 132.2	 21.5	 19.3	 10.2	 0.340	 65.7	 0.000	 1.0	
204	 -0.169	 0.150	 19.0	 122.0	 22.2	 19.3	 10.3	 0.310	 82.3	 0.000	 1.0	
205	 -0.381	 0.185	 16.1	 82.3	 21.3	 19.4	 10.3	 0.290	 79.4	 0.000	 1.0	
206	 -2.726	 0.147	 21.9	 117.6	 20.3	 19.2	 10.4	 0.260	 67.4	 0.000	 1.0	
207	 -0.760	 0.176	 16.0	 67.1	 19.8	 19.0	 10.5	 0.440	 89.3	 1.380	 1.0	
208	 -2.314	 0.169	 24.1	 102.3	 19.0	 18.8	 10.6	 0.430	 79.7	 0.010	 1.0	
209	 -1.907	 0.154	 29.2	 107.2	 18.9	 18.7	 10.6	 0.400	 78.6	 0.000	 1.0	
210	 -2.168	 0.153	 21.2	 105.3	 19.1	 18.6	 10.7	 0.370	 81.9	 0.000	 1.0	
211	 -1.498	 0.166	 20.9	 124.4	 22.1	 18.6	 10.7	 0.340	 81.1	 0.010	 1.0	
212	 -1.092	 0.180	 22.0	 100.4	 20.6	 18.8	 10.8	 0.340	 82.6	 0.050	 1.0	
213	 -1.249	 0.149	 19.3	 100.5	 19.8	 18.7	 10.9	 0.300	 81.7	 0.000	 1.0	
214	 -0.672	 0.176	 15.1	 95.7	 22.0	 18.7	 10.9	 0.270	 81.7	 0.000	 1.0	
215	 -1.155	 0.176	 27.2	 108.1	 20.7	 18.7	 11.0	 0.250	 75.7	 0.000	 1.0	
216	 1.746	 0.161	 3.7	 59.4	 18.9	 18.6	 11.0	 0.350	 89.6	 0.800	 NaN	
217	 -2.970	 0.165	 10.6	 81.5	 17.6	 18.4	 11.1	 0.350	 86.0	 0.090	 NaN	
218	 -2.846	 0.173	 31.8	 121.5	 16.3	 18.2	 11.1	 0.330	 72.9	 0.000	 NaN	
219	 -1.683	 0.184	 17.3	 125.1	 22.0	 17.9	 11.2	 0.290	 64.7	 0.000	 NaN	
220	 -3.038	 0.150	 26.3	 106.9	 17.5	 17.9	 11.2	 0.260	 77.2	 0.000	 NaN	
221	 -0.619	 0.152	 10.2	 65.1	 18.1	 17.8	 11.3	 0.260	 87.7	 0.150	 NaN	
222	 -3.643	 0.143	 24.3	 81.0	 15.6	 17.7	 11.3	 0.260	 85.2	 0.090	 NaN	
223	 -3.868	 0.127	 30.2	 105.1	 14.9	 17.4	 11.4	 0.220	 77.5	 0.000	 NaN	
224	 -3.506	 0.134	 25.0	 100.0	 15.9	 17.1	 11.4	 0.190	 80.0	 0.000	 NaN	
225	 -2.862	 0.154	 12.2	 69.2	 16.9	 17.0	 11.4	 0.170	 80.6	 0.000	 NaN	
226	 -2.780	 0.174	 27.8	 105.9	 17.9	 17.1	 11.5	 0.150	 76.1	 0.000	 NaN	
227	 -4.470	 0.125	 20.6	 83.6	 15.4	 17.0	 11.5	 0.130	 77.6	 0.000	 NaN	
228	 -1.604	 0.148	 14.5	 84.7	 17.1	 16.8	 11.5	 0.170	 84.8	 0.350	 NaN	
229	 -3.822	 0.167	 3.7	 59.8	 13.9	 16.8	 11.5	 0.160	 79.8	 0.020	 NaN	
