DoY	 NEE	 CH4	 H 	 LE	 Tair	 Tsoil 10cm	 Tsoil 100cm	 Water Table	 RH	 Prec	 Tsoil_water	 
230	 -3.913	 0.131	 30.1	 96.6	 12.9	 16.5	 11.6	 0.140	 75.6	 0.000	 NaN	
231	 -2.353	 0.141	 12.7	 68.1	 14.1	 16.2	 11.6	 0.200	 83.9	 0.450	 NaN	
232	 -4.961	 0.130	 27.7	 104.0	 12.5	 15.9	 11.6	 0.190	 75.9	 0.000	 NaN	
233	 -3.443	 0.135	 25.1	 101.9	 14.1	 15.6	 11.6	 0.160	 74.2	 0.000	 NaN	
234	 -3.291	 0.150	 20.8	 102.3	 16.4	 15.5	 11.6	 0.120	 74.0	 0.000	 NaN	
235	 -1.683	 0.158	 17.8	 110.5	 20.5	 15.6	 11.6	 0.090	 70.3	 0.000	 NaN	
236	 -0.765	 0.154	 13.0	 89.1	 20.8	 15.9	 11.6	 0.060	 79.3	 0.000	 NaN	
237	 -0.865	 0.157	 14.8	 98.9	 22.2	 16.2	 11.6	 0.040	 80.7	 0.000	 NaN	
238	 1.838	 0.148	 -1.9	 44.4	 20.5	 16.5	 11.6	 0.010	 86.8	 0.000	 NaN	
239	 -2.364	 0.153	 14.3	 112.8	 18.8	 16.6	 11.6	 -0.010	 71.1	 0.000	 NaN	
240	 -2.533	 0.125	 21.0	 88.6	 16.9	 16.4	 11.6	 -0.030	 80.6	 0.000	 0.3	
241	 -2.111	 0.126	 19.6	 88.9	 17.5	 16.3	 11.6	 -0.050	 80.9	 0.000	 0.3	
242	 -0.672	 0.148	 12.3	 99.6	 21.1	 16.3	 11.6	 -0.070	 77.5	 0.000	 0.3	
243	 -0.556	 0.125	 8.8	 70.8	 19.7	 16.5	 11.6	 -0.090	 79.1	 0.000	 0.3	
244	 -2.830	 0.107	 16.7	 93.8	 16.4	 16.3	 11.6	 -0.110	 71.1	 0.000	 0.3	
245	 -2.659	 0.126	 12.0	 83.8	 16.6	 15.9	 11.6	 -0.140	 67.7	 0.000	 0.3	
246	 0.723	 0.152	 5.1	 62.7	 20.0	 15.8	 11.6	 -0.160	 70.9	 0.000	 0.2	
247	 -0.226	 0.119	 8.6	 90.0	 20.1	 15.9	 11.7	 -0.180	 68.1	 0.000	 0.2	
248	 0.023	 0.076	 9.3	 81.8	 18.8	 16.0	 11.7	 -0.200	 77.4	 0.000	 0.2	
249	 -0.530	 0.104	 8.5	 72.1	 16.1	 15.9	 11.7	 -0.200	 70.7	 0.070	 0.2	
250	 -2.351	 0.102	 3.5	 38.5	 13.1	 15.6	 11.7	 -0.220	 86.9	 0.020	 0.2	
251	 -2.391	 0.122	 12.1	 45.0	 12.3	 15.3	 11.7	 -0.230	 80.5	 0.000	 0.2	
252	 -0.482	 0.108	 -0.1	 35.0	 11.2	 14.9	 11.7	 -0.240	 85.2	 0.000	 0.2	
253	 -1.704	 0.093	 25.6	 66.3	 12.0	 14.6	 11.7	 -0.250	 81.6	 0.000	 0.2	
254	 -1.928	 0.102	 14.1	 81.3	 15.7	 14.3	 11.7	 -0.270	 67.3	 0.000	 0.2	
255	 -0.991	 0.120	 3.0	 69.2	 18.2	 14.4	 11.7	 -0.300	 66.7	 0.000	 0.2	
256	 -1.524	 0.110	 -3.4	 82.5	 15.7	 14.6	 11.7	 -0.320	 36.3	 0.000	 0.2	
257	 -0.836	 0.104	 11.5	 71.4	 12.8	 14.2	 11.7	 -0.350	 46.5	 0.000	 0.2	
258	 -1.279	 0.074	 26.6	 57.5	 8.5	 13.8	 11.7	 -0.370	 75.1	 0.000	 0.2	
259	 -1.049	 0.087	 19.1	 73.9	 12.0	 13.5	 11.7	 -0.380	 72.1	 0.000	 0.2	
260	 -1.195	 0.093	 7.5	 77.5	 12.9	 13.4	 11.7	 -0.390	 67.2	 0.000	 0.2	
261	 -1.771	 0.089	 15.6	 56.5	 7.4	 13.3	 11.7	 -0.410	 70.5	 0.020	 0.2	
262	 -0.543	 0.082	 26.9	 50.4	 5.5	 12.7	 11.7	 -0.410	 68.4	 0.000	 0.2	
263	 -0.282	 0.092	 -1.6	 29.0	 10.3	 12.5	 11.7	 -0.420	 74.6	 0.040	 0.2	
264	 0.115	 0.084	 5.8	 42.2	 9.5	 12.5	 11.6	 -0.410	 73.5	 0.060	 0.2	
265	 -0.015	 0.083	 15.9	 43.3	 5.7	 12.3	 11.6	 -0.380	 84.3	 0.090	 0.2	
266	 -1.227	 0.082	 22.0	 48.9	 4.8	 11.8	 11.6	 -0.380	 78.3	 0.010	 0.2	
267	 -0.184	 0.078	 30.5	 43.2	 3.6	 11.4	 11.6	 -0.410	 75.7	 0.000	 0.2	
268	 0.244	 0.082	 2.3	 67.9	 11.2	 11.2	 11.5	 -0.430	 53.3	 0.000	 0.2	
269	 -0.721	 0.073	 17.8	 32.7	 4.7	 11.0	 11.5	 -0.450	 79.1	 0.000	 0.2	
270	 -0.466	 0.070	 27.2	 38.1	 5.0	 10.7	 11.5	 -0.470	 78.8	 0.000	 0.2	
271	 -0.165	 0.072	 17.4	 42.3	 6.4	 10.5	 11.4	 -0.490	 75.7	 0.000	 0.2	
272	 0.686	 0.079	 8.3	 42.6	 10.4	 10.5	 11.4	 -0.500	 74.9	 0.000	 0.2	
273	 0.786	 0.075	 12.2	 56.7	 12.1	 10.7	 11.4	 -0.510	 69.9	 0.000	 0.2	
274	 0.515	 0.081	 9.3	 62.9	 13.1	 10.8	 11.3	 -0.520	 63.0	 0.000	 0.2	
275	 0.197	 0.080	 11.5	 57.2	 12.3	 10.9	 11.3	 -0.520	 62.9	 0.000	 NaN	
276	 -0.495	 0.077	 10.5	 56.5	 8.9	 10.7	 11.2	 -0.540	 64.8	 0.000	 NaN	
277	 0.194	 0.079	 -1.4	 47.7	 11.5	 10.6	 11.2	 -0.560	 65.3	 0.000	 NaN	
278	 0.951	 0.075	 -11.2	 6.1	 5.2	 10.6	 11.2	 -0.520	 86.1	 0.050	 0.2	
279	 -0.639	 0.055	 -6.0	 4.7	 0.3	 10.0	 11.1	 -0.430	 94.0	 0.250	 0.2	
280	 0.171	 0.054	 7.6	 20.8	 1.2	 9.3	 11.1	 -0.390	 75.1	 0.000	 0.2	
281	 0.214	 0.057	 15.6	 39.9	 3.8	 9.0	 11.0	 -0.400	 58.9	 0.000	 0.2	
282	 1.077	 0.049	 -9.9	 12.3	 4.2	 9.0	 11.0	 -0.350	 78.8	 0.210	 0.2	
283	 0.043	 0.048	 -2.6	 14.7	 2.4	 8.9	 11.0	 -0.350	 90.5	 0.060	 0.2	
284	 -0.175	 0.052	 7.5	 24.1	 1.9	 8.8	 10.9	 -0.330	 79.4	 0.080	 0.2	
285	 -0.685	 0.049	 9.8	 30.9	 1.1	 8.6	 10.9	 -0.330	 74.1	 0.020	 0.2	
286	 -0.497	 0.046	 8.2	 25.4	 0.8	 8.2	 10.8	 -0.360	 62.1	 0.000	 0.2	
287	 0.334	 0.047	 -6.7	 15.6	 5.5	 8.1	 10.8	 -0.370	 72.1	 0.000	 0.2	
288	 -0.366	 0.050	 7.7	 28.6	 5.2	 8.2	 10.7	 -0.380	 78.8	 0.000	 0.2	
289	 0.201	 0.053	 2.2	 27.5	 6.1	 8.2	 10.6	 -0.390	 70.2	 0.000	 0.2	
290	 0.938	 0.068	 7.4	 43.9	 12.0	 8.5	 10.6	 -0.400	 70.6	 0.000	 0.2	
291	 3.057	 0.060	 -15.8	 6.4	 9.2	 8.7	 10.5	 -0.400	 93.0	 0.020	 0.2	
292	 2.596	 0.057	 -12.6	 4.9	 7.8	 8.9	 10.5	 -0.310	 97.7	 0.260	 0.2	
293	 0.611	 0.054	 4.4	 19.7	 7.6	 9.1	 10.4	 -0.280	 88.9	 0.120	 0.2	
294	 -0.441	 0.056	 -1.2	 19.6	 5.6	 9.0	 10.4	 -0.310	 83.6	 0.000	 0.2	
295	 1.207	 0.056	 -1.0	 21.1	 9.2	 8.9	 10.3	 -0.330	 85.0	 0.010	 0.2	
296	 1.182	 0.066	 0.2	 27.4	 9.2	 9.2	 10.3	 -0.350	 79.9	 0.000	 0.2	
297	 2.644	 0.051	 -17.6	 7.0	 8.2	 9.2	 10.2	 -0.120	 96.4	 1.000	 NaN	
298	 2.209	 0.048	 -17.0	 8.3	 7.8	 9.3	 10.2	 -0.150	 94.3	 0.010	 NaN	
299	 0.651	 0.044	 -11.8	 5.1	 0.6	 9.0	 10.1	 -0.130	 91.5	 0.150	 0.2	
300	 0.478	 0.048	 -9.2	 12.2	 -0.4	 8.4	 10.1	 -0.130	 67.8	 0.000	 NaN	
301	 0.237	 0.046	 -5.3	 14.5	 -1.2	 8.1	 10.1	 -0.150	 64.6	 0.000	 NaN	
302	 0.021	 0.036	 -9.4	 2.8	 -2.9	 7.8	 10.0	 -0.160	 91.9	 0.100	 NaN	
303	 0.253	 0.036	 -6.9	 13.5	 1.4	 7.6	 10.0	 -0.150	 79.2	 0.000	 0.2	
304	 -0.444	 0.034	 4.3	 21.6	 -0.1	 7.4	 10.0	 -0.130	 77.4	 0.000	 NaN	
305	 -0.357	 0.034	 3.1	 24.2	 -0.5	 7.0	 9.9	 -0.140	 64.8	 0.000	 NaN	
306	 0.203	 0.030	 -2.8	 9.6	 0.0	 6.7	 9.9	 -0.150	 80.5	 0.000	 0.2	
307	 -0.235	 0.028	 2.1	 9.9	 -2.1	 6.4	 9.8	 -0.160	 76.5	 0.000	 0.2	
308	 -0.005	 0.027	 1.4	 7.7	 -0.9	 6.3	 9.8	 -0.170	 86.8	 0.000	 0.2	
309	 -0.617	 0.026	 5.3	 9.0	 -3.1	 6.1	 9.8	 -0.180	 85.7	 0.000	 0.2	
310	 0.080	 0.026	 2.6	 6.0	 -0.9	 5.9	 9.7	 -0.180	 85.1	 0.000	 0.2	
311	 -0.093	 0.030	 4.9	 4.5	 1.1	 5.8	 9.7	 -0.110	 96.9	 0.200	 0.2	
312	 1.655	 0.031	 4.7	 8.3	 1.8	 5.7	 9.6	 -0.110	 91.8	 0.000	 0.2	
313	 -0.043	 0.033	 -3.4	 14.7	 3.4	 5.8	 9.5	 -0.110	 84.6	 0.000	 0.2	
314	 -0.815	 0.032	 -0.3	 9.9	 0.3	 5.8	 9.5	 -0.130	 82.2	 0.000	 0.2	
315	 0.603	 0.033	 -10.7	 5.9	 2.3	 5.6	 9.4	 0.100	 95.8	 1.410	 NaN	
316	 0.297	 0.030	 -1.5	 13.7	 -0.8	 5.4	 9.3	 0.100	 86.2	 0.000	 NaN	
317	 -0.216	 0.029	 0.6	 8.2	 -6.9	 5.4	 9.3	 0.080	 82.9	 0.000	 NaN	
318	 -0.311	 0.031	 -0.8	 10.8	 -4.2	 5.3	 9.2	 0.070	 80.8	 0.000	 0.2	
319	 -0.156	 0.033	 -1.1	 16.8	 0.1	 5.1	 9.2	 0.060	 82.8	 0.000	 0.2	
320	 -0.452	 0.030	 0.1	 18.9	 -1.0	 5.0	 9.1	 0.060	 61.5	 0.000	 0.2	
321	 -0.561	 0.031	 -0.7	 18.7	 -4.0	 4.8	 9.0	 0.040	 65.8	 0.000	 0.2	
322	 0.012	 0.031	 -7.0	 17.9	 3.5	 4.6	 9.0	 0.030	 73.2	 0.000	 0.2	
323	 0.065	 0.031	 -1.0	 28.0	 6.0	 4.4	 8.9	 0.030	 69.1	 0.000	 0.2	
324	 0.177	 0.033	 -7.0	 18.6	 5.6	 4.3	 8.9	 0.030	 72.6	 0.000	 0.2	
325	 -0.478	 0.031	 -3.5	 10.7	 -0.6	 4.3	 8.8	 0.030	 87.3	 0.000	 0.2	
326	 0.020	 0.031	 -4.3	 19.7	 3.4	 4.3	 8.7	 0.020	 77.5	 0.000	 0.2	
327	 -0.205	 0.034	 -9.6	 7.9	 -0.5	 4.3	 8.7	 0.020	 90.8	 0.030	 0.2	
328	 -0.967	 0.029	 -9.0	 3.8	 -9.0	 4.2	 8.6	 0.010	 80.1	 0.000	 0.2	
329	 -0.787	 0.028	 -4.7	 4.3	 -10.7	 4.2	 8.6	 0.010	 85.9	 0.010	 0.2	
330	 -0.619	 0.028	 -8.1	 5.5	 -8.0	 4.1	 8.5	 0.010	 81.5	 0.010	 0.2	
331	 -0.749	 0.024	 -7.2	 3.2	 -14.0	 4.0	 8.4	 0.000	 77.0	 0.000	 0.2	
332	 -0.070	 0.029	 -4.1	 4.8	 -6.7	 3.9	 8.4	 -0.010	 80.0	 0.000	 0.2	
333	 -0.686	 0.027	 -3.3	 5.1	 -7.6	 3.8	 8.3	 -0.020	 82.3	 0.000	 0.2	
334	 -1.511	 0.023	 2.6	 3.2	 -8.1	 3.7	 8.2	 -0.020	 82.0	 0.000	 0.2	
335	 -0.472	 0.027	 -6.6	 4.5	 -5.1	 3.6	 8.2	 -0.030	 87.9	 0.000	 0.2	
336	 0.248	 0.029	 -10.9	 3.6	 -0.2	 3.5	 8.1	 -0.030	 98.7	 0.000	 0.2	
337	 -0.575	 0.029	 -13.7	 4.3	 0.3	 3.5	 8.1	 -0.020	 98.7	 0.000	 0.2	
338	 0.288	 0.029	 -26.7	 12.4	 3.9	 3.4	 8.0	 0.050	 85.9	 0.000	 0.2	
339	 -0.244	 0.020	 10.0	 11.4	 -9.9	 3.3	 7.9	 0.030	 74.6	 0.000	 NaN	
340	 -0.710	 0.027	 -7.3	 8.8	 -8.2	 3.1	 7.9	 0.000	 73.7	 0.000	 NaN	
341	 -0.106	 0.028	 -4.1	 8.8	 -2.0	 2.9	 7.8	 0.000	 77.0	 0.000	 0.2	
342	 -0.533	 0.022	 -0.8	 5.7	 -8.8	 2.7	 7.8	 -0.010	 81.6	 0.000	 0.2	
343	 -0.651	 0.024	 -4.6	 5.1	 -8.3	 2.5	 7.7	 -0.030	 81.3	 0.000	 0.2	
344	 -0.664	 0.025	 -3.3	 3.8	 -8.8	 2.4	 7.7	 -0.030	 88.1	 0.060	 0.2	
345	 -1.408	 0.020	 -13.0	 1.8	 -17.6	 2.2	 7.6	 -0.040	 83.8	 0.000	 0.2	
346	 -0.618	 0.022	 -7.3	 4.7	 -14.3	 2.1	 7.6	 -0.050	 81.2	 0.000	 0.2	
347	 -0.976	 0.023	 -6.8	 4.2	 -11.7	 1.9	 7.5	 -0.050	 86.8	 0.000	 0.2	
348	 -0.648	 0.020	 -3.2	 3.2	 -10.6	 1.8	 7.4	 -0.050	 89.2	 0.000	 0.2	
349	 -1.030	 0.025	 -7.6	 4.3	 -10.5	 1.7	 7.4	 -0.060	 88.2	 0.000	 0.2	
350	 0.001	 0.028	 -4.7	 3.7	 -0.8	 1.7	 7.3	 -0.030	 95.5	 0.600	 0.2	
351	 -0.417	 0.026	 -8.8	 2.9	 -6.5	 1.6	 7.3	 -0.030	 95.2	 0.000	 0.2	
352	 -0.695	 0.025	 -5.7	 2.5	 -8.5	 1.6	 7.2	 -0.040	 94.0	 0.000	 0.2	
353	 -0.684	 0.024	 -4.9	 2.3	 -7.3	 1.5	 7.2	 -0.060	 94.2	 0.000	 NaN	
354	 -0.554	 0.025	 -3.2	 3.8	 -5.1	 1.5	 7.1	 -0.070	 92.0	 0.000	 NaN	
355	 -0.626	 0.023	 -1.1	 2.1	 -10.2	 1.5	 7.0	 -0.080	 90.5	 0.000	 0.2	
356	 -1.455	 0.020	 -14.4	 1.3	 -16.5	 1.5	 7.0	 -0.090	 84.9	 0.000	 0.2	
357	 -1.024	 0.021	 -8.7	 3.1	 -14.6	 1.5	 6.9	 -0.090	 86.4	 0.000	 0.2	
358	 -0.911	 0.019	 -7.3	 0.0	 -13.9	 1.5	 6.8	 -0.090	 85.2	 0.000	 0.2	
359	 -1.127	 0.015	 -1.4	 0.4	 -19.3	 1.5	 6.8	 -0.100	 82.4	 0.000	 0.2	
360	 -1.576	 0.020	 -22.2	 1.9	 -22.5	 1.4	 6.7	 -0.110	 80.6	 0.000	 0.2	
361	 -1.378	 0.020	 -20.0	 0.5	 -19.6	 1.4	 6.7	 -0.120	 82.4	 0.000	 0.2	
362	 -1.258	 0.020	 -16.6	 0.9	 -17.0	 1.3	 6.6	 -0.130	 86.0	 0.000	 0.2	
363	 -0.913	 0.020	 -10.9	 1.7	 -13.5	 1.3	 6.6	 -0.140	 88.5	 0.000	 0.2	
364	 -0.709	 0.020	 -9.8	 1.4	 -13.1	 1.2	 6.5	 -0.140	 87.1	 0.000	 0.2	
365	 -1.136	 0.020	 -11.6	 0.8	 -14.7	 1.2	 6.4	 -0.150	 85.5	 0.000	 0.2	
366	 -1.151	 0.020	 -20.2	 -1.1	 -18.4	 1.1	 6.4	 -0.150	 78.8	 0.000	 0.2	
