DoY	 NEE	 CH4	 H 	 LE	 Tair	 Tsoil 10cm	 Tsoil 100cm	 Water Table	 RH	 Prec	 Tsoil_water	 
21	 2.734	 0.018	 -17.5	 -7.2	 -29.7	 1.2	 5.6	 -0.010	 73.1	 0.000	 1.0	
22	 2.168	 0.017	 -18.8	 -5.9	 -25.8	 1.2	 5.6	 -0.020	 74.4	 0.000	 1.0	
23	 1.386	 0.019	 -14.8	 -2.4	 -22.6	 1.2	 5.5	 -0.020	 72.3	 0.000	 1.0	
24	 -0.418	 0.020	 -11.8	 -1.7	 -11.0	 1.1	 5.5	 -0.020	 84.7	 0.000	 1.0	
25	 0.036	 0.021	 -9.1	 -2.7	 -10.4	 1.1	 5.4	 -0.030	 88.8	 0.000	 1.0	
26	 -0.566	 0.023	 -10.1	 -0.2	 -7.3	 1.1	 5.4	 0.004	 86.2	 0.000	 1.0	
27	 0.052	 0.018	 -7.4	 0.3	 -6.1	 1.1	 5.4	 -0.030	 87.9	 0.000	 1.0	
28	 -0.423	 0.025	 -8.8	 -3.5	 -7.3	 1.1	 5.3	 -0.030	 90.9	 0.090	 1.0	
29	 0.864	 0.021	 -8.7	 -3.1	 -9.5	 1.1	 5.3	 -0.030	 91.1	 0.010	 1.0	
30	 2.327	 0.014	 -1.1	 -0.8	 -15.5	 1.0	 5.2	 -0.050	 81.1	 0.000	 1.0	
31	 -0.036	 0.014	 -9.2	 -0.1	 -18.2	 1.1	 5.2	 -0.050	 75.1	 0.000	 1.0	
32	 0.681	 0.015	 -21.7	 -2.7	 -19.8	 1.1	 5.2	 -0.050	 69.9	 0.000	 1.0	
33	 0.513	 0.018	 -18.0	 -0.6	 -19.3	 1.0	 5.1	 -0.060	 56.2	 0.000	 1.0	
34	 -0.557	 0.018	 -11.7	 7.7	 -8.8	 1.0	 5.1	 -0.060	 62.2	 0.000	 1.0	
35	 0.111	 0.022	 -8.0	 -2.5	 -3.3	 1.0	 5.1	 -0.060	 91.3	 0.080	 1.0	
36	 -0.298	 0.020	 -8.2	 0.6	 -2.7	 1.0	 5.0	 -0.070	 86.7	 0.000	 1.0	
37	 0.180	 0.014	 -6.3	 3.8	 -6.9	 1.0	 5.0	 -0.070	 80.7	 0.000	 1.0	
38	 -0.149	 0.013	 -7.2	 1.8	 -18.9	 1.0	 5.0	 -0.080	 70.3	 0.000	 1.0	
39	 0.718	 0.014	 -28.3	 0.6	 -19.6	 1.0	 4.9	 -0.090	 62.5	 0.000	 1.0	
40	 -0.235	 0.013	 -19.4	 1.3	 -19.9	 1.0	 4.9	 -0.090	 62.7	 0.000	 1.0	
41	 2.701	 0.019	 -16.2	 -0.7	 -25.2	 1.0	 4.9	 -0.090	 70.1	 0.000	 1.0	
42	 1.259	 0.019	 -15.6	 -2.5	 -15.2	 0.9	 4.9	 -0.100	 78.5	 0.000	 1.0	
43	 0.034	 0.027	 -9.3	 -1.4	 -9.3	 0.9	 4.8	 -0.100	 84.9	 0.000	 1.0	
44	 -2.769	 0.027	 -11.8	 9.6	 1.8	 0.9	 4.8	 -0.070	 77.7	 0.000	 1.0	
45	 -0.217	 0.019	 -7.1	 5.1	 -1.5	 0.9	 4.8	 -0.070	 84.7	 0.000	 1.0	
46	 -0.782	 0.033	 2.1	 3.3	 0.8	 0.8	 4.7	 -0.080	 81.1	 0.000	 1.0	
47	 -0.921	 0.030	 4.7	 24.2	 4.3	 0.8	 4.7	 -0.050	 64.5	 0.000	 1.0	
48	 -0.288	 0.029	 -4.5	 8.7	 1.2	 0.8	 4.6	 -0.040	 91.0	 0.000	 1.0	
49	 -0.611	 0.012	 -7.8	 9.9	 -13.6	 0.8	 4.6	 -0.050	 66.5	 0.000	 1.0	
50	 -0.112	 0.017	 -11.8	 0.1	 -15.3	 0.8	 4.6	 -0.060	 79.9	 0.000	 1.0	
51	 -1.380	 0.012	 -13.2	 3.9	 -11.3	 0.8	 4.6	 -0.070	 74.5	 0.000	 1.0	
52	 -2.260	 0.013	 -6.8	 7.0	 -10.0	 0.8	 4.5	 -0.070	 70.0	 0.000	 1.0	
53	 -0.321	 0.024	 -6.6	 5.6	 -10.2	 0.8	 4.5	 -0.080	 79.1	 0.000	 1.0	
54	 -0.606	 0.028	 -9.5	 -3.1	 -5.0	 0.8	 4.5	 -0.080	 89.5	 0.070	 1.0	
55	 -0.508	 0.016	 -19.1	 1.1	 -13.5	 0.8	 4.5	 -0.090	 66.7	 0.000	 1.0	
56	 0.183	 0.015	 -11.2	 -0.9	 -21.9	 0.8	 4.4	 -0.100	 66.3	 0.000	 1.0	
57	 2.073	 0.019	 -15.0	 -1.5	 -24.6	 0.8	 4.4	 -0.100	 71.4	 0.000	 1.0	
58	 0.159	 0.019	 -14.9	 1.6	 -13.6	 0.8	 4.4	 -0.100	 77.2	 0.000	 1.0	
59	 0.214	 0.022	 -6.9	 7.6	 -12.6	 0.8	 4.4	 -0.110	 65.8	 0.000	 1.0	
60	 -0.503	 0.020	 -15.7	 5.6	 -11.5	 0.7	 4.3	 -0.120	 67.5	 0.000	 1.0	
61	 -0.285	 0.017	 -12.8	 1.3	 -19.9	 0.7	 4.3	 -0.130	 56.5	 0.000	 1.0	
62	 -1.264	 0.024	 -6.3	 2.4	 -9.7	 0.7	 4.3	 -0.140	 72.5	 0.000	 1.0	
63	 -0.498	 0.019	 -8.8	 4.1	 -8.2	 0.7	 4.3	 -0.140	 74.8	 0.000	 1.0	
64	 -0.276	 0.019	 -8.8	 3.9	 -11.2	 0.6	 4.2	 -0.150	 66.1	 0.000	 1.0	
65	 -0.657	 0.026	 -6.7	 -3.0	 -8.8	 0.6	 4.2	 -0.160	 78.2	 0.020	 1.0	
66	 -0.270	 0.020	 -11.9	 0.9	 -10.7	 0.6	 4.2	 -0.160	 73.1	 0.000	 1.0	
67	 -0.325	 0.024	 -4.0	 0.1	 -10.2	 0.6	 4.2	 -0.160	 72.0	 0.000	 1.0	
68	 -0.876	 0.026	 -7.4	 -2.6	 -2.4	 0.6	 4.2	 -0.170	 73.5	 0.000	 1.0	
69	 -0.712	 0.026	 -0.2	 -0.2	 -2.3	 0.6	 4.1	 -0.170	 75.8	 0.000	 1.0	
70	 -0.900	 0.036	 16.3	 -4.0	 -0.1	 0.6	 4.1	 -0.170	 68.6	 0.010	 1.0	
71	 -0.683	 0.026	 -1.8	 -4.2	 -6.8	 0.6	 4.1	 -0.170	 81.3	 0.000	 1.0	
72	 -0.542	 0.024	 -3.3	 -1.2	 -7.3	 0.6	 4.1	 -0.190	 71.7	 0.000	 1.0	
73	 -1.407	 0.038	 7.0	 -1.5	 -1.8	 0.6	 4.0	 -0.190	 75.2	 0.000	 1.0	
74	 -1.119	 0.041	 7.4	 -7.8	 3.2	 0.5	 4.0	 -0.170	 72.1	 0.000	 1.0	
75	 -0.852	 0.037	 4.4	 -3.4	 2.5	 0.6	 4.0	 -0.150	 73.9	 0.000	 1.0	
76	 -0.346	 0.020	 -25.8	 2.6	 4.1	 0.5	 4.0	 -0.040	 80.6	 0.080	 1.0	
77	 -0.244	 0.012	 5.8	 20.5	 -4.7	 0.5	 3.9	 -0.050	 70.8	 0.000	 1.0	
78	 -1.130	 0.025	 4.9	 19.4	 -1.9	 0.5	 3.9	 -0.050	 70.9	 0.000	 1.0	
79	 -0.855	 0.029	 -8.2	 7.4	 1.6	 0.5	 3.9	 -0.020	 94.4	 0.000	 1.0	
80	 -1.811	 0.009	 -13.8	 11.9	 1.9	 0.4	 3.8	 0.050	 84.7	 0.000	 1.0	
81	 -4.690	 0.014	 -7.0	 18.6	 -1.9	 0.4	 3.8	 0.050	 76.1	 0.000	 1.0	
82	 -2.653	 0.012	 -2.5	 30.5	 -6.4	 0.4	 3.8	 0.050	 53.0	 0.000	 1.0	
83	 -1.496	 0.016	 -3.8	 14.4	 -7.8	 0.3	 3.8	 0.030	 46.9	 0.000	 1.0	
84	 -1.352	 0.015	 -5.2	 18.1	 -7.0	 0.3	 3.8	 0.020	 52.4	 0.000	 1.0	
85	 -0.996	 0.017	 -3.0	 14.9	 -7.4	 0.3	 3.8	 0.010	 59.6	 0.000	 1.0	
86	 -0.458	 0.017	 -6.2	 13.8	 -7.7	 0.3	 3.7	 0.010	 59.3	 0.000	 1.0	
87	 -1.113	 0.017	 -5.2	 14.1	 -5.7	 0.3	 3.7	 0.000	 55.4	 0.000	 1.0	
88	 -0.970	 0.019	 -6.6	 14.4	 -3.7	 0.3	 3.7	 -0.010	 52.9	 0.000	 1.0	
89	 -0.994	 0.021	 4.4	 27.7	 -2.3	 0.3	 3.7	 0.020	 55.2	 0.000	 1.0	
90	 -1.050	 0.022	 1.9	 25.4	 -0.2	 0.3	 3.6	 0.060	 75.2	 0.000	 1.0	
91	 -1.048	 0.021	 -4.7	 18.2	 0.8	 0.3	 3.6	 0.080	 95.9	 0.120	 1.0	
92	 -1.179	 0.016	 -8.7	 18.6	 3.2	 0.3	 3.6	 0.160	 72.4	 0.000	 1.0	
93	 -1.237	 0.020	 -13.8	 15.3	 1.0	 0.3	 3.6	 0.190	 94.3	 0.090	 1.0	
94	 -0.411	 0.008	 -8.0	 32.9	 0.5	 0.3	 3.5	 0.230	 76.2	 0.010	 1.0	
95	 -1.070	 0.017	 3.4	 30.6	 0.1	 0.3	 3.5	 0.270	 81.2	 0.000	 1.0	
96	 -1.141	 0.018	 8.9	 53.2	 1.9	 0.4	 3.5	 0.320	 71.1	 0.000	 1.0	
97	 -1.524	 0.017	 -4.5	 42.4	 4.2	 0.4	 3.4	 0.350	 67.9	 0.000	 1.0	
98	 -1.227	 0.018	 19.9	 84.1	 7.4	 0.4	 3.4	 0.420	 60.1	 0.000	 1.0	
99	 -1.116	 0.021	 11.1	 59.8	 8.3	 0.5	 3.3	 0.460	 75.1	 0.000	 1.0	
100	 -0.839	 0.020	 -15.2	 18.6	 6.1	 1.2	 3.3	 0.550	 97.8	 0.490	 1.0	
101	 -0.397	 0.020	 23.2	 80.1	 7.7	 2.2	 3.3	 0.550	 66.9	 0.020	 1.0	
102	 -1.106	 0.024	 17.6	 92.9	 9.0	 3.3	 3.3	 0.540	 61.9	 0.080	 1.0	
103	 -2.063	 0.023	 34.0	 83.4	 2.6	 4.3	 3.3	 0.510	 64.2	 0.010	 1.0	
104	 -2.480	 0.021	 40.9	 57.1	 -0.4	 4.3	 3.3	 0.480	 41.4	 0.000	 1.0	
105	 -3.550	 0.020	 6.9	 42.7	 0.4	 3.8	 3.3	 0.460	 45.0	 0.080	 1.0	
106	 -1.331	 0.019	 0.4	 27.0	 -1.7	 3.3	 3.3	 0.470	 86.4	 0.160	 1.0	
107	 0.101	 0.021	 22.7	 34.7	 -1.9	 2.9	 3.3	 0.490	 68.0	 0.000	 1.0	
108	 -0.931	 0.019	 5.8	 29.5	 -1.8	 2.5	 3.3	 0.490	 72.9	 0.000	 1.0	
109	 -0.921	 0.019	 19.9	 57.8	 0.0	 2.4	 3.4	 0.480	 60.0	 0.000	 1.0	
110	 -1.199	 0.022	 32.3	 54.3	 0.8	 2.8	 3.4	 0.470	 67.9	 0.000	 1.0	
111	 -0.976	 0.019	 14.7	 62.6	 3.0	 3.2	 3.4	 0.460	 65.2	 0.000	 1.0	
112	 -0.969	 0.020	 4.2	 35.8	 3.2	 3.5	 3.4	 0.500	 88.2	 0.410	 1.0	
113	 -1.152	 0.022	 12.6	 47.7	 2.9	 3.7	 3.5	 0.520	 90.4	 0.020	 1.0	
114	 -0.933	 0.026	 10.7	 95.9	 7.7	 4.1	 3.5	 0.510	 58.7	 0.000	 1.0	
115	 -1.344	 0.026	 21.3	 97.1	 12.1	 4.8	 3.5	 0.490	 43.2	 0.000	 1.0	
116	 -1.333	 0.025	 -1.7	 47.6	 8.7	 5.7	 3.5	 0.470	 53.3	 0.000	 1.0	
117	 1.302	 0.022	 -6.5	 23.4	 1.4	 5.6	 3.6	 0.500	 85.2	 0.140	 1.0	
118	 -1.008	 0.021	 33.8	 87.9	 5.8	 5.0	 3.6	 0.510	 59.9	 0.000	 1.0	
119	 -1.036	 0.024	 37.9	 116.3	 9.3	 5.4	 3.6	 0.500	 48.8	 0.000	 1.0	
120	 -1.654	 0.023	 -6.7	 36.5	 7.6	 6.2	 3.7	 0.600	 79.9	 0.950	 1.0	
121	 0.017	 0.025	 21.3	 41.9	 -1.5	 6.1	 3.7	 0.590	 77.1	 0.010	 1.0	
122	 -0.734	 0.026	 47.7	 81.1	 1.1	 5.3	 3.7	 0.570	 65.7	 0.000	 1.0	
123	 -0.773	 0.024	 32.6	 94.1	 5.6	 5.5	 3.8	 0.560	 57.8	 0.000	 1.0	
124	 -1.173	 0.024	 35.9	 99.2	 8.8	 6.4	 3.8	 0.540	 47.7	 0.000	 1.0	
125	 -1.720	 0.027	 -2.8	 37.9	 7.3	 7.0	 3.9	 0.590	 82.9	 0.470	 1.0	
126	 -1.521	 0.029	 29.8	 109.6	 9.8	 7.2	 3.9	 0.590	 55.6	 0.000	 1.2	
127	 -1.553	 0.033	 23.5	 103.6	 12.0	 8.2	 4.0	 0.570	 56.0	 0.000	 1.4	
128	 -1.682	 0.038	 11.0	 88.8	 12.2	 8.9	 4.0	 0.550	 68.3	 0.050	 1.4	
129	 -1.595	 0.039	 -2.6	 43.5	 11.7	 9.2	 4.1	 0.550	 77.6	 0.050	 1.5	
130	 -1.957	 0.041	 15.4	 70.0	 13.7	 9.3	 4.1	 0.540	 71.9	 0.000	 1.5	
131	 -0.944	 0.046	 14.9	 91.8	 15.6	 9.7	 4.2	 0.530	 68.5	 0.000	 1.4	
132	 -2.190	 0.043	 38.4	 76.4	 8.2	 10.2	 4.3	 0.510	 75.0	 0.000	 1.4	
133	 -1.826	 0.040	 29.1	 47.6	 5.9	 10.0	 4.3	 0.490	 86.9	 0.000	 1.5	
134	 -2.797	 0.034	 2.4	 79.7	 9.6	 9.5	 4.4	 0.480	 52.4	 0.000	 1.3	
135	 -2.188	 0.037	 38.9	 113.6	 10.4	 9.2	 4.5	 0.430	 41.1	 0.000	 1.2	
136	 -2.225	 0.045	 40.6	 123.6	 11.0	 9.3	 4.6	 0.440	 49.4	 0.000	 1.3	
137	 -2.739	 0.056	 37.9	 122.5	 12.5	 9.7	 4.7	 0.420	 43.0	 0.000	 1.4	
138	 -1.574	 0.052	 42.1	 113.2	 12.7	 10.0	 4.8	 0.420	 44.4	 0.000	 1.4	
139	 -2.959	 0.059	 26.1	 104.1	 16.4	 10.5	 4.8	 0.360	 63.1	 0.000	 1.3	
140	 -2.933	 0.056	 5.6	 91.4	 17.1	 11.0	 4.9	 0.350	 73.0	 0.010	 1.3	
141	 -1.710	 0.051	 -1.8	 38.3	 14.6	 11.3	 5.0	 0.410	 90.0	 0.440	 1.3	
142	 -2.096	 0.050	 13.2	 67.0	 15.0	 11.2	 5.1	 0.430	 88.9	 0.270	 1.3	
143	 -0.301	 0.048	 6.8	 47.6	 13.4	 11.5	 5.2	 0.440	 93.3	 0.040	 1.3	
144	 -3.478	 0.052	 18.2	 41.5	 9.3	 11.5	 5.3	 0.430	 86.9	 0.000	 1.3	
145	 -3.580	 0.060	 42.2	 120.0	 10.0	 11.1	 5.3	 0.410	 59.0	 0.000	 1.4	
146	 -3.770	 0.060	 33.5	 102.9	 8.9	 11.0	 5.4	 0.370	 44.8	 0.000	 1.4	
147	 -1.378	 0.069	 14.2	 65.9	 8.0	 10.9	 5.5	 0.370	 64.0	 0.110	 1.4	
148	 -2.951	 0.071	 17.3	 68.4	 10.3	 10.8	 5.6	 0.400	 87.1	 0.330	 1.4	
149	 -4.833	 0.062	 25.3	 82.5	 13.1	 10.9	 5.7	 0.400	 76.8	 0.000	 1.4	
150	 -3.361	 0.062	 -11.5	 25.7	 13.9	 11.3	 5.8	 0.380	 89.4	 0.070	 1.3	
151	 -4.479	 0.050	 17.2	 68.5	 14.3	 11.5	 5.9	 0.410	 83.4	 0.320	 1.3	
152	 -4.573	 0.064	 23.2	 91.6	 11.2	 11.5	 5.9	 0.410	 70.3	 0.000	 1.4	
153	 -3.197	 0.070	 27.8	 91.2	 12.6	 11.3	 6.0	 0.380	 68.1	 0.000	 1.4	
154	 -4.233	 0.046	 10.0	 61.3	 19.4	 11.6	 6.1	 0.382	 80.2	 0.000	 1.3	
155	 -9.496	 0.027	 38.8	 116.9	 16.3	 12.0	 6.2	 0.350	 64.9	 0.000	 1.3	
156	 -5.034	 0.041	 35.9	 124.7	 15.0	 12.3	 6.2	 0.320	 69.1	 0.000	 1.3	
157	 -1.068	 0.022	 30.0	 140.3	 22.4	 12.9	 6.3	 0.290	 58.4	 0.000	 1.2	
158	 -8.264	 0.029	 27.6	 105.4	 19.7	 13.7	 6.4	 0.280	 73.4	 0.050	 1.1	
159	 -5.171	 0.015	 13.8	 40.8	 13.3	 13.9	 6.4	 0.240	 81.1	 0.000	 1.2	
160	 -8.212	 0.026	 40.0	 84.6	 11.8	 13.4	 6.5	 0.220	 64.2	 0.000	 1.2	
161	 -6.968	 0.037	 28.1	 71.9	 11.7	 13.4	 6.6	 0.200	 63.4	 0.000	 1.2	
162	 -5.749	 0.036	 31.5	 93.3	 12.8	 13.3	 6.7	 0.180	 67.7	 0.000	 1.2	
163	 -4.827	 0.042	 21.4	 89.1	 13.5	 13.3	 6.7	 0.160	 72.8	 0.000	 1.2	
164	 -5.735	 0.043	 23.0	 82.1	 14.7	 13.3	 6.8	 0.140	 72.8	 0.010	 1.2	
165	 -4.912	 0.070	 33.7	 110.6	 18.2	 13.5	 6.9	 0.130	 58.7	 0.000	 1.2	
166	 -2.883	 0.025	 -3.7	 26.4	 13.4	 13.7	 7.0	 0.200	 95.5	 0.540	 1.2	
167	 -8.035	 0.023	 8.9	 43.2	 14.6	 13.5	 7.1	 0.200	 90.4	 0.000	 1.2	
168	 -5.967	 0.031	 21.1	 64.5	 15.3	 13.5	 7.2	 0.180	 88.6	 0.110	 1.2	
169	 -1.598	 0.011	 -9.7	 30.7	 15.8	 13.8	 7.2	 0.300	 94.5	 0.840	 1.2	
170	 -5.471	 0.017	 8.6	 33.4	 14.7	 13.8	 7.3	 0.300	 91.6	 0.010	 1.2	
171	 -7.760	 0.015	 16.1	 41.5	 14.2	 13.9	 7.4	 0.300	 86.4	 0.000	 1.2	
172	 -4.980	 0.011	 -1.0	 35.0	 14.2	 13.8	 7.5	 0.350	 88.6	 0.510	 1.2	
173	 -0.911	 0.005	 11.4	 23.6	 13.3	 13.7	 7.6	 0.470	 97.2	 0.880	 1.2	
174	 -6.885	 0.008	 13.1	 55.0	 12.2	 13.6	 7.7	 0.480	 91.1	 0.100	 1.2	
175	 -9.153	 0.006	 29.4	 112.2	 15.3	 13.5	 7.7	 0.480	 73.0	 0.000	 1.2	
176	 -7.870	 -0.009	 20.5	 107.2	 17.9	 14.1	 7.8	 0.450	 75.6	 0.000	 1.2	
177	 -6.364	 -0.005	 10.0	 47.8	 17.4	 14.6	 7.9	 0.430	 88.0	 0.180	 1.1	
178	 -2.964	 0.013	 -0.2	 23.9	 15.0	 14.8	 7.9	 0.610	 95.2	 1.520	 1.1	
179	 -7.342	 0.022	 41.5	 115.5	 15.8	 14.8	 8.0	 0.610	 76.5	 0.000	 1.1	
180	 -7.132	 0.006	 30.2	 123.8	 18.6	 15.6	 8.1	 0.570	 74.7	 0.000	 1.1	
181	 -7.013	 0.017	 17.3	 55.2	 22.3	 16.5	 8.1	 0.540	 82.5	 0.000	 1.0	
182	 -12.064	 0.019	 20.4	 96.7	 22.9	 17.2	 8.2	 0.520	 84.0	 0.140	 1.0	
183	 -10.593	 0.007	 31.4	 141.6	 20.0	 18.0	 8.3	 0.520	 67.4	 0.010	 0.9	
184	 -12.109	 0.007	 30.8	 138.7	 19.2	 18.2	 8.3	 0.480	 72.5	 0.000	 1.0	
185	 -16.134	 0.050	 28.6	 133.1	 22.1	 18.4	 8.4	 0.450	 76.3	 0.070	 0.9	
186	 -19.084	 0.017	 28.1	 126.5	 20.5	 18.7	 8.5	 0.440	 73.4	 0.010	 0.9	
187	 -15.069	 0.065	 33.7	 128.0	 19.0	 18.5	 8.6	 0.410	 72.2	 0.000	 0.9	
188	 -19.239	 0.101	 33.0	 137.9	 21.5	 18.5	 8.7	 0.370	 69.5	 0.090	 0.9	
189	 -10.673	 0.101	 28.9	 125.6	 20.3	 18.6	 8.8	 0.360	 73.5	 0.000	 0.9	
190	 -9.857	 0.119	 16.4	 69.5	 21.3	 18.6	 8.9	 0.350	 82.1	 0.100	 0.9	
191	 -13.698	 0.126	 19.3	 138.3	 22.2	 18.6	 9.0	 0.330	 66.1	 0.010	 0.9	
192	 -11.115	 0.133	 28.6	 122.1	 19.7	 18.7	 9.1	 0.300	 71.5	 0.000	 0.9	
193	 -13.489	 0.122	 27.7	 83.0	 15.8	 18.3	 9.2	 0.270	 75.2	 0.000	 1.0	
194	 -8.458	 0.078	 36.5	 113.6	 14.4	 17.8	 9.3	 0.240	 70.7	 0.000	 1.0	
195	 -8.929	 0.127	 13.1	 62.7	 15.2	 17.5	 9.4	 0.200	 83.1	 0.030	 1.0	
196	 -12.901	 0.132	 17.3	 57.2	 20.9	 17.4	 9.5	 0.210	 88.0	 0.060	 1.0	
197	 -19.287	 0.135	 16.6	 41.4	 23.8	 17.8	 9.6	 0.190	 90.8	 0.000	 1.0	
198	 -25.905	 0.136	 6.5	 22.0	 24.1	 18.2	 9.6	 0.170	 93.6	 0.020	 0.9	
199	 -27.810	 0.135	 28.0	 125.3	 25.7	 18.5	 9.7	 0.170	 75.6	 0.000	 0.9	
200	 -5.362	 0.135	 -4.0	 18.8	 20.1	 18.8	 9.8	 0.620	 92.6	 3.530	 0.9	
201	 -10.540	 0.145	 20.2	 114.4	 26.4	 NaN	 NaN	 0.620	 76.5	 0.000	 0.9	
202	 -5.627	 0.148	 14.8	 141.6	 22.4	 NaN	 NaN	 0.600	 60.6	 0.000	 0.9	
203	 -7.635	 0.143	 28.4	 135.4	 22.4	 NaN	 NaN	 0.570	 68.7	 0.000	 0.9	
204	 -1.986	 0.135	 6.7	 41.5	 15.4	 NaN	 NaN	 0.600	 87.4	 0.540	 0.9	
205	 -10.080	 0.104	 39.1	 112.8	 18.0	 NaN	 NaN	 0.580	 76.8	 0.000	 0.9	
206	 -12.916	 0.105	 27.6	 126.9	 20.9	 NaN	 NaN	 0.560	 72.4	 0.000	 0.9	
207	 -9.454	 0.037	 25.3	 101.7	 18.2	 -5.3	 10.5	 0.520	 78.8	 0.020	 0.9	
208	 -10.705	 0.051	 9.8	 43.0	 19.9	 -5.3	 10.6	 0.530	 92.6	 0.200	 0.9	
209	 -16.513	 0.034	 24.4	 121.4	 21.4	 -5.6	 10.7	 0.510	 75.7	 0.000	 0.9	
210	 -20.122	 0.037	 28.2	 127.5	 20.7	 -5.8	 10.7	 0.480	 75.7	 0.000	 0.9	
211	 -18.676	 0.060	 17.5	 96.5	 20.8	 -5.9	 10.8	 0.460	 82.5	 0.000	 0.9	
212	 -18.104	 0.065	 26.5	 138.1	 19.7	 -6.0	 10.9	 0.430	 72.6	 0.000	 0.9	
213	 -11.122	 0.141	 13.0	 62.0	 20.4	 -6.1	 11.0	 0.630	 88.5	 1.120	 0.9	
214	 -9.035	 0.146	 19.1	 103.4	 22.9	 -6.1	 11.1	 0.680	 78.9	 1.210	 0.9	
215	 -7.362	 0.145	 22.1	 123.2	 20.4	 -6.1	 11.2	 0.650	 70.9	 0.000	 0.8	
216	 -21.592	 0.149	 25.6	 109.1	 21.8	 -6.1	 11.3	 0.610	 79.5	 0.000	 0.8	
217	 -8.278	 0.132	 14.9	 58.0	 20.4	 -5.0	 11.3	 0.770	 90.1	 1.810	 0.9	
218	 -5.548	 0.114	 2.4	 36.8	 18.6	 -3.7	 11.4	 0.760	 95.4	 0.210	 0.9	
219	 -3.664	 0.099	 9.4	 41.8	 17.7	 -3.9	 11.5	 0.763	 89.2	 0.010	 0.9	
220	 -4.469	 0.085	 18.2	 72.1	 18.2	 -4.1	 11.6	 0.810	 86.3	 0.670	 0.9	
221	 -5.390	 0.062	 19.1	 75.6	 15.9	 -4.1	 11.7	 0.800	 80.1	 0.010	 0.9	
222	 -6.466	 0.064	 20.1	 93.4	 16.6	 -4.3	 11.8	 0.760	 77.5	 0.990	 1.0	
223	 -5.950	 0.098	 16.7	 92.3	 19.0	 -4.4	 11.8	 0.730	 79.1	 0.000	 1.0	
224	 -3.375	 0.103	 6.7	 36.5	 18.2	 -4.3	 11.9	 0.750	 91.2	 0.390	 0.9	
225	 -8.684	 0.106	 21.0	 72.4	 18.6	 -4.3	 11.9	 0.740	 87.2	 0.000	 0.9	
226	 -8.516	 0.118	 21.8	 94.3	 18.9	 -4.3	 12.0	 0.710	 83.2	 0.000	 0.9	
227	 -10.079	 0.131	 20.7	 70.3	 19.9	 -4.3	 12.0	 0.690	 85.7	 0.000	 0.9	
228	 -7.878	 0.135	 9.0	 42.5	 20.1	 -4.2	 12.1	 0.690	 90.5	 0.260	 0.9	
