DoY	 NEE	 CH4	 H 	 LE	 Tair	 Tsoil 10cm	 Tsoil 100cm	 Water Table	 RH	 Prec	 Tsoil_water	 
-	 [g m-2 d-1]	 [g m-2 d-1]	 [Wm-2]	 [Wm-2]	 [C]	 [C]	 [C]	 [m]	 [%]	 [inches d-1]	 [C]	 
215	 -1.507	 0.094	 5.9	 87.0	 12.8	 17.5	 10.0	 0.030	 -6999.0	 0.320	 0.6	
216	 -1.449	 0.100	 24.7	 82.2	 -29.2	 17.0	 10.1	 0.050	 -3386.6	 0.210	 0.7	
217	 0.932	 0.099	 36.4	 75.5	 -71.0	 16.7	 10.2	 0.050	 -63.8	 0.010	 0.7	
218	 -1.997	 0.104	 37.6	 88.0	 -70.9	 16.6	 10.2	 0.020	 -63.5	 0.000	 0.6	
219	 -3.615	 0.111	 38.9	 126.6	 -315.7	 16.4	 10.2	 -0.020	 -3531.5	 0.000	 0.6	
220	 -4.640	 0.105	 18.5	 134.3	 18.3	 16.4	 10.3	 -0.040	 -6999.0	 0.010	 0.6	
221	 -3.833	 0.098	 14.4	 100.6	 17.0	 16.4	 10.3	 -0.030	 -6999.0	 0.140	 0.6	
222	 -4.902	 0.099	 25.6	 116.6	 17.3	 16.4	 10.4	 -0.030	 -6999.0	 0.030	 0.6	
223	 -5.683	 0.096	 27.4	 160.8	 16.1	 16.3	 10.4	 -0.050	 -6999.0	 0.000	 0.5	
224	 -6.038	 0.098	 28.1	 159.2	 16.6	 16.2	 10.5	 -0.080	 -6999.0	 0.000	 0.5	
225	 -5.582	 0.095	 10.2	 132.6	 15.4	 16.1	 10.5	 -0.130	 -6999.0	 0.000	 0.5	
226	 -5.176	 0.104	 28.0	 144.1	 17.9	 16.1	 10.5	 -0.120	 -6999.0	 0.070	 0.5	
227	 -3.265	 0.104	 17.3	 110.3	 -177.8	 16.2	 10.6	 -0.140	 -2796.8	 0.010	 0.5	
228	 0.692	 0.098	 9.7	 29.7	 -71.6	 16.3	 10.6	 0.010	 -67.0	 0.290	 0.5	
229	 0.420	 0.096	 19.1	 18.9	 -73.1	 16.2	 10.7	 0.080	 -71.2	 0.830	 0.7	
230	 -4.280	 0.095	 40.8	 80.4	 -69.9	 15.9	 10.7	 0.060	 -61.8	 0.000	 0.8	
231	 -2.682	 0.096	 33.4	 74.7	 -68.6	 15.9	 10.8	 0.040	 -58.9	 0.010	 0.7	
232	 -3.710	 0.099	 29.0	 71.6	 -70.2	 16.0	 10.8	 0.020	 -63.4	 0.000	 0.7	
233	 -0.141	 0.097	 15.5	 25.8	 -74.1	 15.9	 10.8	 -0.010	 -73.1	 0.010	 0.7	
234	 -3.934	 0.098	 16.8	 67.4	 -72.8	 15.6	 10.8	 -0.010	 -70.1	 0.000	 0.6	
235	 -4.641	 0.101	 38.1	 80.7	 -27.1	 15.4	 10.9	 0.000	 7.6	 0.180	 0.6	
236	 -3.631	 0.097	 30.8	 105.7	 12.0	 15.2	 10.9	 -0.010	 81.4	 0.000	 0.6	
237	 -2.881	 0.095	 23.2	 87.0	 13.9	 15.1	 10.9	 -0.030	 79.4	 0.000	 0.6	
238	 0.137	 0.094	 -0.3	 37.1	 14.3	 15.0	 10.9	 0.060	 96.8	 0.600	 0.6	
239	 -1.905	 0.099	 4.1	 49.9	 14.8	 15.0	 11.0	 0.060	 96.7	 0.030	 0.7	
240	 -2.510	 0.100	 31.8	 94.9	 15.7	 14.9	 11.0	 0.050	 88.4	 0.000	 0.7	
241	 -2.021	 0.105	 26.5	 109.2	 18.3	 15.0	 11.0	 0.030	 81.7	 0.000	 0.7	
242	 -2.705	 0.106	 16.8	 93.5	 18.3	 15.3	 11.0	 0.010	 71.9	 0.000	 0.6	
243	 -2.929	 0.108	 28.8	 97.6	 14.0	 15.3	 11.0	 -0.020	 80.9	 0.000	 0.6	
244	 -1.612	 0.101	 12.6	 69.4	 13.5	 15.2	 11.1	 0.000	 89.3	 0.200	 0.6	
245	 -2.280	 0.106	 24.9	 93.7	 17.9	 15.1	 11.1	 0.030	 82.7	 0.160	 0.6	
246	 -2.738	 0.105	 17.9	 100.9	 17.6	 15.2	 11.1	 0.000	 77.9	 0.000	 0.6	
247	 -2.869	 0.115	 9.8	 65.2	 13.5	 15.2	 11.1	 0.000	 81.3	 0.150	 0.6	
248	 -1.238	 0.104	 -0.3	 47.2	 10.5	 15.0	 11.1	 -0.020	 80.5	 0.000	 0.6	
249	 -4.405	 0.095	 29.4	 91.7	 10.0	 14.6	 11.1	 -0.030	 81.7	 0.000	 0.6	
250	 -3.209	 0.087	 8.6	 70.8	 9.7	 14.3	 11.1	 -0.070	 90.7	 0.010	 0.6	
251	 -2.415	 0.086	 26.6	 104.0	 9.7	 14.0	 11.1	 -0.090	 81.8	 0.000	 0.6	
252	 -1.153	 0.079	 19.1	 102.5	 12.8	 13.8	 11.1	 -0.110	 81.4	 0.000	 0.6	
253	 -2.117	 0.088	 22.4	 120.5	 17.7	 13.8	 11.1	 -0.130	 82.4	 0.000	 0.5	
254	 -1.482	 0.112	 19.2	 123.1	 18.1	 14.1	 11.2	 -0.140	 69.3	 0.000	 0.5	
255	 -2.131	 0.093	 22.9	 136.1	 16.8	 14.2	 11.1	 -0.170	 84.4	 0.000	 0.5	
256	 0.488	 0.114	 8.6	 101.2	 20.1	 14.3	 11.1	 -0.190	 88.8	 0.000	 0.5	
257	 0.079	 0.109	 14.8	 60.5	 18.5	 14.7	 11.2	 0.020	 94.9	 0.750	 0.5	
258	 1.191	 0.110	 -0.4	 33.8	 14.3	 15.1	 11.2	 0.080	 99.3	 0.600	 0.6	
259	 0.048	 0.103	 8.4	 47.7	 15.3	 15.0	 11.2	 0.080	 95.5	 0.050	 0.8	
260	 -1.488	 0.101	 24.4	 61.9	 9.1	 14.9	 11.2	 0.070	 84.1	 0.000	 0.8	
261	 -0.539	 0.089	 0.6	 46.7	 10.7	 14.5	 11.2	 0.050	 85.8	 0.000	 0.8	
262	 0.189	 0.082	 0.9	 40.9	 15.9	 14.2	 11.2	 0.040	 88.8	 0.000	 0.8	
263	 1.168	 0.093	 18.6	 72.4	 15.0	 14.4	 11.2	 0.110	 85.2	 0.530	 0.9	
264	 -0.799	 0.087	 6.4	 49.7	 13.8	 14.4	 11.2	 0.090	 77.4	 0.000	 0.9	
265	 -0.474	 0.093	 13.0	 57.6	 21.4	 14.2	 11.2	 0.070	 87.1	 0.020	 0.9	
266	 0.849	 0.092	 4.0	 36.3	 17.4	 14.6	 11.2	 0.080	 91.1	 0.130	 0.8	
267	 -0.689	 0.099	 14.3	 45.4	 18.8	 14.8	 11.3	 0.190	 91.6	 0.650	 1.0	
268	 -0.685	 0.088	 8.0	 25.9	 11.4	 15.1	 11.3	 0.190	 92.9	 0.000	 1.1	
269	 1.331	 0.091	 -4.0	 8.8	 10.1	 14.8	 11.3	 0.260	 97.2	 0.480	 1.2	
270	 -1.539	 0.087	 13.9	 35.8	 10.2	 14.4	 11.3	 0.260	 87.1	 0.000	 1.2	
271	 -1.097	 0.088	 3.6	 21.2	 10.5	 14.1	 11.3	 0.250	 89.3	 0.050	 1.3	
272	 -2.259	 0.079	 14.2	 34.8	 7.3	 13.7	 11.3	 0.250	 87.6	 0.000	 1.3	
273	 -1.874	 0.083	 7.9	 28.8	 10.0	 13.3	 11.3	 0.230	 77.9	 0.000	 1.3	
274	 -0.455	 0.084	 -1.7	 9.8	 12.8	 13.0	 11.3	 0.270	 85.5	 0.280	 1.3	
275	 -0.518	 0.081	 -3.0	 6.3	 13.0	 13.0	 11.4	 0.300	 94.8	 0.250	 1.3	
276	 -0.071	 0.082	 0.5	 12.1	 10.8	 13.0	 11.4	 0.350	 97.4	 0.330	 1.3	
277	 -1.442	 0.082	 14.6	 37.9	 8.5	 12.9	 11.4	 0.350	 80.4	 0.000	 1.4	
278	 -1.822	 0.083	 19.9	 43.2	 8.6	 12.5	 11.4	 0.330	 76.8	 0.000	 1.4	
279	 0.974	 0.073	 -10.5	 0.8	 5.4	 12.1	 11.4	 0.310	 88.6	 0.000	 1.4	
280	 -0.406	 0.074	 2.7	 21.7	 9.9	 11.7	 11.4	 0.310	 83.0	 0.000	 1.4	
281	 -0.357	 0.078	 3.4	 36.9	 10.1	 11.5	 11.3	 0.300	 66.8	 0.000	 1.4	
282	 -1.983	 0.081	 7.0	 32.8	 4.8	 11.4	 11.3	 0.290	 66.3	 0.000	 1.4	
283	 -1.496	 0.070	 15.1	 35.6	 3.5	 11.0	 11.3	 0.270	 76.2	 0.000	 1.5	
284	 -1.504	 0.068	 13.9	 43.1	 6.4	 10.4	 11.3	 0.250	 68.5	 0.000	 1.3	
285	 -2.939	 0.072	 16.9	 38.9	 11.5	 10.2	 11.3	 0.230	 81.8	 0.000	 1.4	
286	 -1.312	 0.074	 16.2	 46.1	 6.8	 10.5	 11.3	 0.220	 64.8	 0.000	 1.4	
287	 -1.240	 0.064	 -4.1	 20.2	 3.8	 10.3	 11.2	 0.230	 83.0	 0.090	 1.1	
288	 -1.667	 0.061	 7.8	 25.5	 3.0	 9.9	 11.2	 0.240	 88.6	 0.030	 1.0	
289	 -0.942	 0.064	 11.1	 40.6	 7.4	 9.7	 11.2	 0.230	 70.0	 0.000	 1.0	
290	 -0.747	 0.066	 12.0	 43.5	 11.3	 9.4	 11.1	 0.210	 63.1	 0.000	 1.0	
291	 -1.205	 0.072	 -19.6	 66.8	 13.1	 9.4	 11.1	 0.190	 38.7	 0.000	 1.0	
292	 -0.599	 0.071	 3.4	 46.1	 12.5	 9.4	 11.1	 0.180	 40.7	 0.000	 0.9	
293	 -0.363	 0.066	 12.5	 47.0	 16.3	 9.4	 11.0	 0.170	 59.5	 0.000	 1.0	
294	 0.543	 0.067	 -6.9	 11.5	 15.1	 9.7	 11.0	 0.230	 85.7	 0.350	 1.3	
295	 -0.600	 0.071	 7.7	 45.7	 10.4	 10.1	 10.9	 0.230	 60.0	 0.000	 1.4	
296	 -0.545	 0.068	 -7.6	 22.5	 8.0	 10.1	 10.9	 0.220	 75.3	 0.030	 1.4	
297	 -1.124	 0.070	 7.9	 46.3	 3.6	 9.9	 10.9	 0.200	 65.5	 0.000	 1.0	
298	 -0.626	 0.059	 6.6	 32.7	 4.2	 9.4	 10.8	 0.180	 77.9	 0.000	 0.9	
299	 -0.314	 0.058	 -7.3	 10.5	 5.0	 9.1	 10.8	 0.230	 81.1	 0.160	 0.9	
300	 0.525	 0.052	 -7.0	 10.3	 -1.5	 8.9	 10.7	 0.230	 97.6	 0.000	 1.0	
301	 0.383	 0.051	 -5.4	 7.5	 -2.6	 8.4	 10.7	 0.230	 90.3	 0.000	 1.0	
302	 0.203	 0.051	 -9.0	 7.4	 0.3	 8.0	 10.7	 0.240	 90.5	 0.010	 1.0	
303	 -0.340	 0.049	 -10.2	 8.9	 -1.3	 7.8	 10.6	 0.250	 92.0	 0.030	 1.0	
304	 -0.236	 0.049	 -7.7	 6.5	 -4.1	 7.5	 10.6	 0.240	 82.7	 0.000	 1.0	
305	 -0.008	 0.046	 -10.6	 7.2	 -3.0	 7.3	 10.6	 0.240	 93.8	 0.190	 1.0	
306	 0.107	 0.050	 -11.9	 2.9	 -1.3	 7.2	 10.5	 0.240	 92.5	 0.010	 1.0	
307	 -0.306	 0.046	 -7.9	 4.0	 -3.9	 7.0	 10.5	 0.240	 87.1	 0.040	 1.0	
308	 0.109	 0.044	 -11.1	 3.1	 -1.0	 6.9	 10.4	 0.260	 99.2	 0.190	 1.0	
309	 -0.093	 0.050	 -9.7	 9.3	 -3.0	 6.7	 10.4	 0.260	 81.9	 0.000	 1.0	
310	 0.674	 0.048	 -12.7	 9.7	 -5.7	 6.5	 10.3	 0.260	 74.9	 0.000	 1.0	
311	 0.248	 0.044	 -18.6	 10.2	 -7.6	 6.4	 10.3	 0.250	 75.7	 0.000	 1.0	
312	 0.124	 0.044	 -10.1	 8.9	 -6.3	 6.2	 10.2	 0.240	 83.0	 0.010	 1.0	
313	 -0.720	 0.042	 -13.3	 5.4	 -14.0	 6.1	 10.2	 0.240	 72.1	 0.000	 1.0	
314	 -0.235	 0.042	 -9.9	 10.9	 -14.7	 5.9	 10.1	 0.230	 74.4	 0.000	 1.0	
315	 0.073	 0.042	 -7.7	 9.2	 -4.1	 5.7	 10.0	 0.220	 83.2	 0.000	 1.0	
316	 0.332	 0.041	 -8.0	 7.0	 -3.7	 5.5	 10.0	 0.220	 86.3	 0.000	 1.0	
317	 -0.080	 0.043	 -3.8	 19.4	 -2.7	 5.4	 9.9	 0.210	 86.1	 0.000	 1.0	
318	 -0.026	 0.039	 -9.0	 6.6	 2.4	 5.3	 9.9	 0.260	 99.5	 0.000	 1.0	
319	 -0.369	 0.039	 -10.1	 5.6	 -1.7	 5.2	 9.8	 0.270	 94.8	 0.000	 1.0	
320	 -0.113	 0.039	 -10.3	 6.1	 -5.5	 5.1	 9.7	 0.260	 88.2	 0.000	 1.0	
321	 -0.097	 0.039	 -9.1	 5.5	 -0.5	 5.0	 9.7	 0.260	 90.1	 0.030	 1.0	
322	 -0.814	 0.038	 -7.1	 5.0	 -7.4	 4.9	 9.6	 0.250	 82.4	 0.000	 1.0	
323	 -0.150	 0.035	 -9.8	 6.7	 -10.0	 4.8	 9.5	 0.240	 84.5	 0.000	 1.0	
324	 -0.109	 0.039	 -10.7	 14.3	 -1.8	 4.7	 9.5	 0.230	 79.3	 0.000	 1.0	
325	 -0.676	 0.035	 -6.5	 9.9	 -8.1	 4.5	 9.4	 0.230	 74.8	 0.000	 1.0	
326	 -0.153	 0.033	 -10.9	 9.9	 -10.1	 4.3	 9.3	 0.210	 91.7	 0.000	 1.0	
327	 -0.190	 0.034	 -6.6	 17.0	 -3.2	 4.1	 9.3	 0.210	 82.5	 0.000	 1.0	
328	 0.708	 0.035	 -16.1	 6.1	 4.0	 3.9	 9.2	 0.210	 86.0	 0.030	 1.0	
329	 0.040	 0.034	 -8.2	 14.1	 -6.4	 3.7	 9.1	 0.210	 71.5	 0.000	 1.0	
330	 -0.338	 0.033	 -9.1	 7.2	 -1.5	 3.7	 9.1	 0.200	 83.0	 0.000	 1.0	
331	 -0.156	 0.034	 -11.3	 12.7	 1.8	 3.6	 9.0	 0.200	 80.1	 0.000	 1.0	
332	 -0.629	 0.037	 -30.8	 20.0	 0.1	 3.5	 9.0	 0.200	 66.3	 0.000	 1.0	
333	 -0.213	 0.036	 -6.0	 20.6	 -3.3	 3.4	 8.9	 0.190	 63.4	 0.000	 1.0	
334	 -0.213	 0.034	 -16.1	 10.5	 0.1	 3.3	 8.8	 0.190	 81.3	 0.000	 1.0	
335	 -0.191	 0.032	 -8.3	 16.1	 -0.3	 3.2	 8.8	 0.180	 81.9	 0.000	 1.0	
336	 -0.226	 0.030	 -3.2	 24.1	 -2.1	 3.1	 8.7	 0.180	 88.2	 0.000	 1.0	
337	 -0.298	 0.031	 -8.5	 18.1	 -0.2	 3.0	 8.6	 0.170	 79.5	 0.000	 1.0	
338	 -0.313	 0.030	 -10.8	 6.7	 1.6	 2.9	 8.5	 0.250	 88.9	 0.310	 1.0	
339	 -0.692	 0.032	 -0.3	 8.1	 -11.6	 2.7	 8.5	 0.230	 82.4	 0.000	 1.0	
340	 -1.596	 0.030	 -10.9	 4.2	 -12.8	 2.7	 8.4	 0.230	 79.9	 0.000	 1.0	
341	 -0.269	 0.028	 -1.5	 5.2	 -11.6	 2.6	 8.3	 0.210	 78.6	 0.000	 1.0	
342	 -0.721	 0.029	 -3.0	 6.7	 -7.5	 2.5	 8.3	 0.200	 85.5	 0.010	 1.0	
343	 -0.236	 0.027	 -5.0	 8.0	 -10.1	 2.4	 8.2	 0.190	 78.7	 0.000	 1.0	
344	 -0.565	 0.026	 -4.6	 7.2	 -8.1	 2.3	 8.2	 0.190	 87.7	 0.000	 1.0	
345	 -0.837	 0.029	 -16.9	 7.1	 -8.1	 2.2	 8.1	 0.190	 87.9	 0.100	 1.0	
346	 -0.396	 0.026	 -12.7	 11.8	 -14.3	 2.1	 8.0	 0.180	 89.7	 0.010	 1.0	
347	 -0.557	 0.026	 -4.8	 8.4	 -8.6	 2.0	 8.0	 0.180	 90.0	 0.000	 1.0	
348	 -0.400	 0.026	 -8.1	 10.0	 -10.5	 2.0	 7.9	 0.170	 86.8	 0.000	 1.0	
349	 -0.662	 0.025	 -6.6	 11.2	 -12.0	 1.9	 7.8	 0.170	 81.1	 0.000	 1.0	
350	 -1.054	 0.023	 -8.9	 10.7	 -8.8	 1.8	 7.8	 0.170	 89.4	 0.000	 1.0	
351	 -0.218	 0.023	 -10.6	 16.4	 -4.9	 1.8	 7.7	 0.160	 97.7	 0.000	 1.0	
352	 -0.015	 0.025	 -8.7	 15.3	 -1.6	 1.7	 7.6	 0.170	 95.5	 0.060	 1.0	
353	 -0.090	 0.031	 -17.4	 6.9	 -6.4	 1.7	 7.6	 0.170	 78.6	 0.000	 1.0	
354	 -0.766	 0.023	 -9.1	 13.0	 -15.9	 1.7	 7.5	 0.150	 84.0	 0.000	 1.0	
355	 -0.283	 0.023	 -10.1	 17.5	 -15.8	 1.6	 7.5	 0.150	 86.9	 0.000	 1.0	
356	 -0.315	 0.024	 -10.5	 13.0	 -17.1	 1.6	 7.4	 0.150	 84.6	 0.000	 1.0	
357	 -0.336	 0.023	 -10.7	 16.5	 -11.3	 1.6	 7.3	 0.130	 82.6	 0.000	 1.0	
358	 -0.355	 0.022	 -11.4	 12.1	 -17.9	 1.5	 7.3	 0.120	 84.2	 0.000	 1.0	
359	 -0.737	 0.023	 -12.6	 14.7	 -26.5	 1.5	 7.2	 0.110	 73.4	 0.000	 1.0	
360	 -0.689	 0.023	 -12.3	 12.6	 -26.9	 1.4	 7.2	 0.110	 74.2	 0.000	 1.0	
361	 -0.319	 0.020	 -6.5	 31.5	 -29.7	 1.4	 7.1	 0.080	 72.7	 0.000	 1.0	
362	 -0.307	 0.020	 -11.6	 22.0	 -21.7	 1.3	 7.0	 0.100	 81.3	 0.000	 1.0	
363	 -1.457	 0.021	 -13.9	 8.5	 -23.9	 1.3	 7.0	 0.110	 80.7	 0.000	 1.0	
364	 -1.806	 0.022	 -14.3	 11.2	 -28.1	 1.2	 6.9	 0.100	 74.1	 0.000	 1.0	
365	 -0.972	 0.020	 -12.0	 15.6	 -29.3	 1.2	 6.9	 0.090	 71.4	 0.000	 1.0	
